implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",600,2400,1200,1,4.590534,1.000000,1.000000,4.590534,0,"ok","./bin/mm_serial 600 2400 1200","Time: 4.590534 seconds"
"Implementation 2 (MM-1D)",600,2400,1200,1,4.556100,1.000000,1.007558,4.556100,0,"ok","mpirun -np 1 ./bin/mm_1d 600 2400 1200","Local Matrix Multiplication Compute Time: 4.51685 seconds Total Runtime: 4.5561 seconds"
"Implementation 3 (MM-2D)",600,2400,1200,1,4.541785,1.000000,1.010733,4.541785,0,"ok","mpirun -np 1 ./bin/mm_2d 600 2400 1200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x2400), B(2400x1200), C(600x1200) Parallel Time: 4.541785 seconds"
"Implementation 1 (Serial)",600,2400,1200,4,4.590534,1.000000,1.000000,4.590534,0,"ok","./bin/mm_serial 600 2400 1200","Time: 4.590534 seconds"
"Implementation 2 (MM-1D)",600,2400,1200,4,1.480250,3.077926,3.101188,5.921000,0,"ok","mpirun -np 4 ./bin/mm_1d 600 2400 1200","Local Matrix Multiplication Compute Time: 1.42583 seconds Total Runtime: 1.48025 seconds"
"Implementation 3 (MM-2D)",600,2400,1200,4,0.551982,8.228140,8.316456,2.207928,0,"ok","mpirun -np 4 ./bin/mm_2d 600 2400 1200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x2400), B(2400x1200), C(600x1200) Parallel Time: 0.551982 seconds"
"Implementation 1 (Serial)",600,2400,1200,9,4.590534,1.000000,1.000000,4.590534,0,"ok","./bin/mm_serial 600 2400 1200","Time: 4.590534 seconds"
"Implementation 2 (MM-1D)",600,2400,1200,9,0.755836,6.027895,6.073452,6.802524,0,"ok","mpirun -np 9 ./bin/mm_1d 600 2400 1200","Local Matrix Multiplication Compute Time: 0.666853 seconds Total Runtime: 0.755836 seconds"
"Implementation 3 (MM-2D)",600,2400,1200,9,0.306636,14.811650,14.970630,2.759724,0,"ok","mpirun -np 9 ./bin/mm_2d 600 2400 1200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x2400), B(2400x1200), C(600x1200) Parallel Time: 0.306636 seconds"
"Implementation 1 (Serial)",600,2400,1200,16,4.590534,1.000000,1.000000,4.590534,0,"ok","./bin/mm_serial 600 2400 1200","Time: 4.590534 seconds"
"Implementation 2 (MM-1D)",600,2400,1200,16,0.537368,8.478547,8.542626,8.597888,0,"ok","mpirun -np 16 ./bin/mm_1d 600 2400 1200","Local Matrix Multiplication Compute Time: 0.394301 seconds Total Runtime: 0.537368 seconds"
"Implementation 3 (MM-2D)",600,2400,1200,16,0.209221,21.708074,21.941077,3.347536,0,"ok","mpirun -np 16 ./bin/mm_2d 600 2400 1200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x2400), B(2400x1200), C(600x1200) Parallel Time: 0.209221 seconds"
"Implementation 1 (Serial)",600,2400,1200,25,4.590534,1.000000,1.000000,4.590534,0,"ok","./bin/mm_serial 600 2400 1200","Time: 4.590534 seconds"
"Implementation 2 (MM-1D)",600,2400,1200,25,0.638130,7.139768,7.193729,15.953250,0,"ok","mpirun -np 25 ./bin/mm_1d 600 2400 1200","Local Matrix Multiplication Compute Time: 0.34532 seconds Total Runtime: 0.63813 seconds"
"Implementation 3 (MM-2D)",600,2400,1200,25,0.241532,18.804072,19.005904,6.038300,0,"ok","mpirun -np 25 ./bin/mm_2d 600 2400 1200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x2400), B(2400x1200), C(600x1200) Parallel Time: 0.241532 seconds"
