implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",3600,1200,4200,1,38.259701,1.000000,1.000000,38.259701,0,"ok","./bin/mm_serial 3600 1200 4200","Time: 38.259701 seconds"
"Implementation 2 (MM-1D)",3600,1200,4200,1,37.356000,1.000000,1.024192,37.356000,0,"ok","mpirun -np 1 ./bin/mm_1d 3600 1200 4200","Local Matrix Multiplication Compute Time: 37.1691 seconds Total Runtime: 37.356 seconds"
"Implementation 3 (MM-2D)",3600,1200,4200,1,37.267574,1.000000,1.026622,37.267574,0,"ok","mpirun -np 1 ./bin/mm_2d 3600 1200 4200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x1200), B(1200x4200), C(3600x4200) Parallel Time: 37.267574 seconds"
"Implementation 1 (Serial)",3600,1200,4200,4,38.259701,1.000000,1.000000,38.259701,0,"ok","./bin/mm_serial 3600 1200 4200","Time: 38.259701 seconds"
"Implementation 2 (MM-1D)",3600,1200,4200,4,9.904080,3.771779,3.863024,39.616320,0,"ok","mpirun -np 4 ./bin/mm_1d 3600 1200 4200","Local Matrix Multiplication Compute Time: 9.71112 seconds Total Runtime: 9.90408 seconds"
"Implementation 3 (MM-2D)",3600,1200,4200,4,7.241591,5.146324,5.283328,28.966364,0,"ok","mpirun -np 4 ./bin/mm_2d 3600 1200 4200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x1200), B(1200x4200), C(3600x4200) Parallel Time: 7.241591 seconds"
"Implementation 1 (Serial)",3600,1200,4200,9,38.259701,1.000000,1.000000,38.259701,0,"ok","./bin/mm_serial 3600 1200 4200","Time: 38.259701 seconds"
"Implementation 2 (MM-1D)",3600,1200,4200,9,5.033100,7.422066,7.601617,45.297900,0,"ok","mpirun -np 9 ./bin/mm_1d 3600 1200 4200","Local Matrix Multiplication Compute Time: 4.77895 seconds Total Runtime: 5.0331 seconds"
"Implementation 3 (MM-2D)",3600,1200,4200,9,3.730349,9.990372,10.256333,33.573141,0,"ok","mpirun -np 9 ./bin/mm_2d 3600 1200 4200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x1200), B(1200x4200), C(3600x4200) Parallel Time: 3.730349 seconds"
"Implementation 1 (Serial)",3600,1200,4200,16,38.259701,1.000000,1.000000,38.259701,0,"ok","./bin/mm_serial 3600 1200 4200","Time: 38.259701 seconds"
"Implementation 2 (MM-1D)",3600,1200,4200,16,3.217930,11.608705,11.889538,51.486880,0,"ok","mpirun -np 16 ./bin/mm_1d 3600 1200 4200","Local Matrix Multiplication Compute Time: 2.87568 seconds Total Runtime: 3.21793 seconds"
"Implementation 3 (MM-2D)",3600,1200,4200,16,2.326193,16.020843,16.447346,37.219088,0,"ok","mpirun -np 16 ./bin/mm_2d 3600 1200 4200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x1200), B(1200x4200), C(3600x4200) Parallel Time: 2.326193 seconds"
"Implementation 1 (Serial)",3600,1200,4200,25,38.259701,1.000000,1.000000,38.259701,0,"ok","./bin/mm_serial 3600 1200 4200","Time: 38.259701 seconds"
"Implementation 2 (MM-1D)",3600,1200,4200,25,3.668250,10.183603,10.429960,91.706250,0,"ok","mpirun -np 25 ./bin/mm_1d 3600 1200 4200","Local Matrix Multiplication Compute Time: 2.69336 seconds Total Runtime: 3.66825 seconds"
"Implementation 3 (MM-2D)",3600,1200,4200,25,2.192490,16.997831,17.450342,54.812250,0,"ok","mpirun -np 25 ./bin/mm_2d 3600 1200 4200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x1200), B(1200x4200), C(3600x4200) Parallel Time: 2.192490 seconds"
