implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1200,4200,2400,1,37.801754,1.000000,1.000000,37.801754,0,"ok","./bin/mm_serial 1200 4200 2400","Time: 37.801754 seconds"
"Implementation 2 (MM-1D)",1200,4200,2400,1,37.981800,1.000000,0.995260,37.981800,0,"ok","mpirun -np 1 ./bin/mm_1d 1200 4200 2400","Local Matrix Multiplication Compute Time: 37.8605 seconds Total Runtime: 37.9818 seconds"
"Implementation 3 (MM-2D)",1200,4200,2400,1,37.977271,1.000000,0.995378,37.977271,0,"ok","mpirun -np 1 ./bin/mm_2d 1200 4200 2400","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x4200), B(4200x2400), C(1200x2400) Parallel Time: 37.977271 seconds"
"Implementation 1 (Serial)",1200,4200,2400,4,37.801754,1.000000,1.000000,37.801754,0,"ok","./bin/mm_serial 1200 4200 2400","Time: 37.801754 seconds"
"Implementation 2 (MM-1D)",1200,4200,2400,4,10.084300,3.766429,3.748575,40.337200,0,"ok","mpirun -np 4 ./bin/mm_1d 1200 4200 2400","Local Matrix Multiplication Compute Time: 9.87973 seconds Total Runtime: 10.0843 seconds"
"Implementation 3 (MM-2D)",1200,4200,2400,4,8.596715,4.417649,4.397232,34.386860,0,"ok","mpirun -np 4 ./bin/mm_2d 1200 4200 2400","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x4200), B(4200x2400), C(1200x2400) Parallel Time: 8.596715 seconds"
"Implementation 1 (Serial)",1200,4200,2400,9,37.801754,1.000000,1.000000,37.801754,0,"ok","./bin/mm_serial 1200 4200 2400","Time: 37.801754 seconds"
"Implementation 2 (MM-1D)",1200,4200,2400,9,5.217090,7.280265,7.245755,46.953810,0,"ok","mpirun -np 9 ./bin/mm_1d 1200 4200 2400","Local Matrix Multiplication Compute Time: 4.92314 seconds Total Runtime: 5.21709 seconds"
"Implementation 3 (MM-2D)",1200,4200,2400,9,4.696300,8.086637,8.049263,42.266700,0,"ok","mpirun -np 9 ./bin/mm_2d 1200 4200 2400","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x4200), B(4200x2400), C(1200x2400) Parallel Time: 4.696300 seconds"
"Implementation 1 (Serial)",1200,4200,2400,16,37.801754,1.000000,1.000000,37.801754,0,"ok","./bin/mm_serial 1200 4200 2400","Time: 37.801754 seconds"
"Implementation 2 (MM-1D)",1200,4200,2400,16,3.335800,11.386114,11.332140,53.372800,0,"ok","mpirun -np 16 ./bin/mm_1d 1200 4200 2400","Local Matrix Multiplication Compute Time: 2.87276 seconds Total Runtime: 3.3358 seconds"
"Implementation 3 (MM-2D)",1200,4200,2400,16,2.024618,18.757746,18.671055,32.393888,0,"ok","mpirun -np 16 ./bin/mm_2d 1200 4200 2400","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x4200), B(4200x2400), C(1200x2400) Parallel Time: 2.024618 seconds"
"Implementation 1 (Serial)",1200,4200,2400,25,37.801754,1.000000,1.000000,37.801754,0,"ok","./bin/mm_serial 1200 4200 2400","Time: 37.801754 seconds"
"Implementation 2 (MM-1D)",1200,4200,2400,25,3.817130,9.950355,9.903187,95.428250,0,"ok","mpirun -np 25 ./bin/mm_1d 1200 4200 2400","Local Matrix Multiplication Compute Time: 2.66043 seconds Total Runtime: 3.81713 seconds"
"Implementation 3 (MM-2D)",1200,4200,2400,25,2.757975,13.769984,13.706344,68.949375,0,"ok","mpirun -np 25 ./bin/mm_2d 1200 4200 2400","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x4200), B(4200x2400), C(1200x2400) Parallel Time: 2.757975 seconds"
