implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1200,2400,1200,1,9.198040,1.000000,1.000000,9.198040,0,"ok","./bin/mm_serial 1200 2400 1200","Time: 9.198040 seconds"
"Implementation 2 (MM-1D)",1200,2400,1200,1,9.165820,1.000000,1.003515,9.165820,0,"ok","mpirun -np 1 ./bin/mm_1d 1200 2400 1200","Local Matrix Multiplication Compute Time: 9.11043 seconds Total Runtime: 9.16582 seconds"
"Implementation 3 (MM-2D)",1200,2400,1200,1,9.095010,1.000000,1.011328,9.095010,0,"ok","mpirun -np 1 ./bin/mm_2d 1200 2400 1200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x2400), B(2400x1200), C(1200x1200) Parallel Time: 9.095010 seconds"
"Implementation 1 (Serial)",1200,2400,1200,4,9.198040,1.000000,1.000000,9.198040,0,"ok","./bin/mm_serial 1200 2400 1200","Time: 9.198040 seconds"
"Implementation 2 (MM-1D)",1200,2400,1200,4,2.921580,3.137282,3.148310,11.686320,0,"ok","mpirun -np 4 ./bin/mm_1d 1200 2400 1200","Local Matrix Multiplication Compute Time: 2.85163 seconds Total Runtime: 2.92158 seconds"
"Implementation 3 (MM-2D)",1200,2400,1200,4,1.078046,8.436569,8.532141,4.312184,0,"ok","mpirun -np 4 ./bin/mm_2d 1200 2400 1200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x2400), B(2400x1200), C(1200x1200) Parallel Time: 1.078046 seconds"
"Implementation 1 (Serial)",1200,2400,1200,9,9.198040,1.000000,1.000000,9.198040,0,"ok","./bin/mm_serial 1200 2400 1200","Time: 9.198040 seconds"
"Implementation 2 (MM-1D)",1200,2400,1200,9,1.465740,6.253374,6.275356,13.191660,0,"ok","mpirun -np 9 ./bin/mm_1d 1200 2400 1200","Local Matrix Multiplication Compute Time: 1.36176 seconds Total Runtime: 1.46574 seconds"
"Implementation 3 (MM-2D)",1200,2400,1200,9,0.568715,15.992211,16.173373,5.118435,0,"ok","mpirun -np 9 ./bin/mm_2d 1200 2400 1200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x2400), B(2400x1200), C(1200x1200) Parallel Time: 0.568715 seconds"
"Implementation 1 (Serial)",1200,2400,1200,16,9.198040,1.000000,1.000000,9.198040,0,"ok","./bin/mm_serial 1200 2400 1200","Time: 9.198040 seconds"
"Implementation 2 (MM-1D)",1200,2400,1200,16,0.947434,9.674363,9.708370,15.158944,0,"ok","mpirun -np 16 ./bin/mm_1d 1200 2400 1200","Local Matrix Multiplication Compute Time: 0.778366 seconds Total Runtime: 0.947434 seconds"
"Implementation 3 (MM-2D)",1200,2400,1200,16,0.376027,24.187120,24.461116,6.016432,0,"ok","mpirun -np 16 ./bin/mm_2d 1200 2400 1200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x2400), B(2400x1200), C(1200x1200) Parallel Time: 0.376027 seconds"
"Implementation 1 (Serial)",1200,2400,1200,25,9.198040,1.000000,1.000000,9.198040,0,"ok","./bin/mm_serial 1200 2400 1200","Time: 9.198040 seconds"
"Implementation 2 (MM-1D)",1200,2400,1200,25,1.101830,8.318724,8.347967,27.545750,0,"ok","mpirun -np 25 ./bin/mm_1d 1200 2400 1200","Local Matrix Multiplication Compute Time: 0.764789 seconds Total Runtime: 1.10183 seconds"
"Implementation 3 (MM-2D)",1200,2400,1200,25,0.451893,20.126468,20.354464,11.297325,0,"ok","mpirun -np 25 ./bin/mm_2d 1200 2400 1200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x2400), B(2400x1200), C(1200x1200) Parallel Time: 0.451893 seconds"
