implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",4200,3000,1800,1,55.268076,1.000000,1.000000,55.268076,0,"ok","./bin/mm_serial 4200 3000 1800","Time: 55.268076 seconds"
"Implementation 2 (MM-1D)",4200,3000,1800,1,69.487800,1.000000,0.795364,69.487800,0,"ok","mpirun -np 1 ./bin/mm_1d 4200 3000 1800","Local Matrix Multiplication Compute Time: 69.2781 seconds Total Runtime: 69.4878 seconds"
"Implementation 3 (MM-2D)",4200,3000,1800,1,51.574045,1.000000,1.071626,51.574045,0,"ok","mpirun -np 1 ./bin/mm_2d 4200 3000 1800","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(4200x3000), B(3000x1800), C(4200x1800) Parallel Time: 51.574045 seconds"
"Implementation 1 (Serial)",4200,3000,1800,4,55.268076,1.000000,1.000000,55.268076,0,"ok","./bin/mm_serial 4200 3000 1800","Time: 55.268076 seconds"
"Implementation 2 (MM-1D)",4200,3000,1800,4,13.244300,5.246619,4.172971,52.977200,0,"ok","mpirun -np 4 ./bin/mm_1d 4200 3000 1800","Local Matrix Multiplication Compute Time: 13.0445 seconds Total Runtime: 13.2443 seconds"
"Implementation 3 (MM-2D)",4200,3000,1800,4,10.563733,4.882180,5.231870,42.254932,0,"ok","mpirun -np 4 ./bin/mm_2d 4200 3000 1800","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(4200x3000), B(3000x1800), C(4200x1800) Parallel Time: 10.563733 seconds"
"Implementation 1 (Serial)",4200,3000,1800,9,55.268076,1.000000,1.000000,55.268076,0,"ok","./bin/mm_serial 4200 3000 1800","Time: 55.268076 seconds"
"Implementation 2 (MM-1D)",4200,3000,1800,9,6.498170,10.693441,8.505175,58.483530,0,"ok","mpirun -np 9 ./bin/mm_1d 4200 3000 1800","Local Matrix Multiplication Compute Time: 6.23062 seconds Total Runtime: 6.49817 seconds"
"Implementation 3 (MM-2D)",4200,3000,1800,9,6.320063,8.160369,8.744862,56.880567,0,"ok","mpirun -np 9 ./bin/mm_2d 4200 3000 1800","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(4200x3000), B(3000x1800), C(4200x1800) Parallel Time: 6.320063 seconds"
"Implementation 1 (Serial)",4200,3000,1800,16,55.268076,1.000000,1.000000,55.268076,0,"ok","./bin/mm_serial 4200 3000 1800","Time: 55.268076 seconds"
"Implementation 2 (MM-1D)",4200,3000,1800,16,4.985200,13.938819,11.086431,79.763200,0,"ok","mpirun -np 16 ./bin/mm_1d 4200 3000 1800","Local Matrix Multiplication Compute Time: 4.61814 seconds Total Runtime: 4.9852 seconds"
"Implementation 3 (MM-2D)",4200,3000,1800,16,4.457536,11.570079,12.398795,71.320576,0,"ok","mpirun -np 16 ./bin/mm_2d 4200 3000 1800","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(4200x3000), B(3000x1800), C(4200x1800) Parallel Time: 4.457536 seconds"
"Implementation 1 (Serial)",4200,3000,1800,25,55.268076,1.000000,1.000000,55.268076,0,"ok","./bin/mm_serial 4200 3000 1800","Time: 55.268076 seconds"
"Implementation 2 (MM-1D)",4200,3000,1800,25,5.760330,12.063163,9.594602,144.008250,0,"ok","mpirun -np 25 ./bin/mm_1d 4200 3000 1800","Local Matrix Multiplication Compute Time: 3.89054 seconds Total Runtime: 5.76033 seconds"
"Implementation 3 (MM-2D)",4200,3000,1800,25,3.471505,14.856394,15.920494,86.787625,0,"ok","mpirun -np 25 ./bin/mm_2d 4200 3000 1800","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(4200x3000), B(3000x1800), C(4200x1800) Parallel Time: 3.471505 seconds"
