implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",4200,3600,3600,1,173.505388,1.000000,1.000000,173.505388,0,"ok","./bin/mm_serial 4200 3600 3600","Time: 173.505388 seconds"
"Implementation 2 (MM-1D)",4200,3600,3600,1,172.006000,1.000000,1.008717,172.006000,0,"ok","mpirun -np 1 ./bin/mm_1d 4200 3600 3600","Local Matrix Multiplication Compute Time: 171.697 seconds Total Runtime: 172.006 seconds"
"Implementation 3 (MM-2D)",4200,3600,3600,1,172.107033,1.000000,1.008125,172.107033,0,"ok","mpirun -np 1 ./bin/mm_2d 4200 3600 3600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(4200x3600), B(3600x3600), C(4200x3600) Parallel Time: 172.107033 seconds"
"Implementation 1 (Serial)",4200,3600,3600,4,173.505388,1.000000,1.000000,173.505388,0,"ok","./bin/mm_serial 4200 3600 3600","Time: 173.505388 seconds"
"Implementation 2 (MM-1D)",4200,3600,3600,4,45.435800,3.785693,3.818693,181.743200,0,"ok","mpirun -np 4 ./bin/mm_1d 4200 3600 3600","Local Matrix Multiplication Compute Time: 45.0295 seconds Total Runtime: 45.4358 seconds"
"Implementation 3 (MM-2D)",4200,3600,3600,4,30.178099,5.703044,5.749381,120.712396,0,"ok","mpirun -np 4 ./bin/mm_2d 4200 3600 3600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(4200x3600), B(3600x3600), C(4200x3600) Parallel Time: 30.178099 seconds"
"Implementation 1 (Serial)",4200,3600,3600,9,173.505388,1.000000,1.000000,173.505388,0,"ok","./bin/mm_serial 4200 3600 3600","Time: 173.505388 seconds"
"Implementation 2 (MM-1D)",4200,3600,3600,9,22.119300,7.776286,7.844072,199.073700,0,"ok","mpirun -np 9 ./bin/mm_1d 4200 3600 3600","Local Matrix Multiplication Compute Time: 21.4264 seconds Total Runtime: 22.1193 seconds"
"Implementation 3 (MM-2D)",4200,3600,3600,9,15.405138,11.172054,11.262826,138.646242,0,"ok","mpirun -np 9 ./bin/mm_2d 4200 3600 3600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(4200x3600), B(3600x3600), C(4200x3600) Parallel Time: 15.405138 seconds"
"Implementation 1 (Serial)",4200,3600,3600,16,173.505388,1.000000,1.000000,173.505388,0,"ok","./bin/mm_serial 4200 3600 3600","Time: 173.505388 seconds"
"Implementation 2 (MM-1D)",4200,3600,3600,16,13.635000,12.615035,12.725001,218.160000,0,"ok","mpirun -np 16 ./bin/mm_1d 4200 3600 3600","Local Matrix Multiplication Compute Time: 12.8811 seconds Total Runtime: 13.635 seconds"
"Implementation 3 (MM-2D)",4200,3600,3600,16,9.118007,18.875510,19.028872,145.888112,0,"ok","mpirun -np 16 ./bin/mm_2d 4200 3600 3600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(4200x3600), B(3600x3600), C(4200x3600) Parallel Time: 9.118007 seconds"
"Implementation 1 (Serial)",4200,3600,3600,25,173.505388,1.000000,1.000000,173.505388,0,"ok","./bin/mm_serial 4200 3600 3600","Time: 173.505388 seconds"
"Implementation 2 (MM-1D)",4200,3600,3600,25,15.449400,11.133507,11.230558,386.235000,0,"ok","mpirun -np 25 ./bin/mm_1d 4200 3600 3600","Local Matrix Multiplication Compute Time: 11.0657 seconds Total Runtime: 15.4494 seconds"
"Implementation 3 (MM-2D)",4200,3600,3600,25,10.016382,17.182555,17.322162,250.409550,0,"ok","mpirun -np 25 ./bin/mm_2d 4200 3600 3600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(4200x3600), B(3600x3600), C(4200x3600) Parallel Time: 10.016382 seconds"
