implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",4200,600,3000,1,9.264322,1.000000,1.000000,9.264322,0,"ok","./bin/mm_serial 4200 600 3000","Time: 9.264322 seconds"
"Implementation 2 (MM-1D)",4200,600,3000,1,8.768700,1.000000,1.056522,8.768700,0,"ok","mpirun -np 1 ./bin/mm_1d 4200 600 3000","Local Matrix Multiplication Compute Time: 8.63407 seconds Total Runtime: 8.7687 seconds"
"Implementation 3 (MM-2D)",4200,600,3000,1,8.626232,1.000000,1.073971,8.626232,0,"ok","mpirun -np 1 ./bin/mm_2d 4200 600 3000","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(4200x600), B(600x3000), C(4200x3000) Parallel Time: 8.626232 seconds"
"Implementation 1 (Serial)",4200,600,3000,4,9.264322,1.000000,1.000000,9.264322,0,"ok","./bin/mm_serial 4200 600 3000","Time: 9.264322 seconds"
"Implementation 2 (MM-1D)",4200,600,3000,4,4.402270,1.991859,2.104442,17.609080,0,"ok","mpirun -np 4 ./bin/mm_1d 4200 600 3000","Local Matrix Multiplication Compute Time: 4.27293 seconds Total Runtime: 4.40227 seconds"
"Implementation 3 (MM-2D)",4200,600,3000,4,2.096303,4.114974,4.419362,8.385212,0,"ok","mpirun -np 4 ./bin/mm_2d 4200 600 3000","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(4200x600), B(600x3000), C(4200x3000) Parallel Time: 2.096303 seconds"
"Implementation 1 (Serial)",4200,600,3000,9,9.264322,1.000000,1.000000,9.264322,0,"ok","./bin/mm_serial 4200 600 3000","Time: 9.264322 seconds"
"Implementation 2 (MM-1D)",4200,600,3000,9,2.259210,3.881312,4.100691,20.332890,0,"ok","mpirun -np 9 ./bin/mm_1d 4200 600 3000","Local Matrix Multiplication Compute Time: 2.10683 seconds Total Runtime: 2.25921 seconds"
"Implementation 3 (MM-2D)",4200,600,3000,9,1.157491,7.452526,8.003796,10.417419,0,"ok","mpirun -np 9 ./bin/mm_2d 4200 600 3000","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(4200x600), B(600x3000), C(4200x3000) Parallel Time: 1.157491 seconds"
"Implementation 1 (Serial)",4200,600,3000,16,9.264322,1.000000,1.000000,9.264322,0,"ok","./bin/mm_serial 4200 600 3000","Time: 9.264322 seconds"
"Implementation 2 (MM-1D)",4200,600,3000,16,1.450900,6.043628,6.385224,23.214400,0,"ok","mpirun -np 16 ./bin/mm_1d 4200 600 3000","Local Matrix Multiplication Compute Time: 1.2539 seconds Total Runtime: 1.4509 seconds"
"Implementation 3 (MM-2D)",4200,600,3000,16,0.695982,12.394332,13.311152,11.135712,0,"ok","mpirun -np 16 ./bin/mm_2d 4200 600 3000","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(4200x600), B(600x3000), C(4200x3000) Parallel Time: 0.695982 seconds"
"Implementation 1 (Serial)",4200,600,3000,25,9.264322,1.000000,1.000000,9.264322,0,"ok","./bin/mm_serial 4200 600 3000","Time: 9.264322 seconds"
"Implementation 2 (MM-1D)",4200,600,3000,25,1.655790,5.295780,5.595107,41.394750,0,"ok","mpirun -np 25 ./bin/mm_1d 4200 600 3000","Local Matrix Multiplication Compute Time: 1.25048 seconds Total Runtime: 1.65579 seconds"
"Implementation 3 (MM-2D)",4200,600,3000,25,0.728167,11.846502,12.722798,18.204175,0,"ok","mpirun -np 25 ./bin/mm_2d 4200 600 3000","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(4200x600), B(600x3000), C(4200x3000) Parallel Time: 0.728167 seconds"
