implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1200,3000,3600,1,41.230375,1.000000,1.000000,41.230375,0,"ok","./bin/mm_serial 1200 3000 3600","Time: 41.230375 seconds"
"Implementation 2 (MM-1D)",1200,3000,3600,1,41.010400,1.000000,1.005364,41.010400,0,"ok","mpirun -np 1 ./bin/mm_1d 1200 3000 3600","Local Matrix Multiplication Compute Time: 40.8839 seconds Total Runtime: 41.0104 seconds"
"Implementation 3 (MM-2D)",1200,3000,3600,1,41.032048,1.000000,1.004833,41.032048,0,"ok","mpirun -np 1 ./bin/mm_2d 1200 3000 3600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x3000), B(3000x3600), C(1200x3600) Parallel Time: 41.032048 seconds"
"Implementation 1 (Serial)",1200,3000,3600,4,41.230375,1.000000,1.000000,41.230375,0,"ok","./bin/mm_serial 1200 3000 3600","Time: 41.230375 seconds"
"Implementation 2 (MM-1D)",1200,3000,3600,4,10.895400,3.764010,3.784200,43.581600,0,"ok","mpirun -np 4 ./bin/mm_1d 1200 3000 3600","Local Matrix Multiplication Compute Time: 10.7107 seconds Total Runtime: 10.8954 seconds"
"Implementation 3 (MM-2D)",1200,3000,3600,4,7.203479,5.696143,5.723675,28.813916,0,"ok","mpirun -np 4 ./bin/mm_2d 1200 3000 3600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x3000), B(3000x3600), C(1200x3600) Parallel Time: 7.203479 seconds"
"Implementation 1 (Serial)",1200,3000,3600,9,41.230375,1.000000,1.000000,41.230375,0,"ok","./bin/mm_serial 1200 3000 3600","Time: 41.230375 seconds"
"Implementation 2 (MM-1D)",1200,3000,3600,9,5.473840,7.492071,7.532258,49.264560,0,"ok","mpirun -np 9 ./bin/mm_1d 1200 3000 3600","Local Matrix Multiplication Compute Time: 5.16485 seconds Total Runtime: 5.47384 seconds"
"Implementation 3 (MM-2D)",1200,3000,3600,9,3.699402,11.091535,11.145146,33.294618,0,"ok","mpirun -np 9 ./bin/mm_2d 1200 3000 3600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x3000), B(3000x3600), C(1200x3600) Parallel Time: 3.699402 seconds"
"Implementation 1 (Serial)",1200,3000,3600,16,41.230375,1.000000,1.000000,41.230375,0,"ok","./bin/mm_serial 1200 3000 3600","Time: 41.230375 seconds"
"Implementation 2 (MM-1D)",1200,3000,3600,16,3.599930,11.391999,11.453105,57.598880,0,"ok","mpirun -np 16 ./bin/mm_1d 1200 3000 3600","Local Matrix Multiplication Compute Time: 3.09031 seconds Total Runtime: 3.59993 seconds"
"Implementation 3 (MM-2D)",1200,3000,3600,16,2.236603,18.345700,18.434373,35.785648,0,"ok","mpirun -np 16 ./bin/mm_2d 1200 3000 3600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x3000), B(3000x3600), C(1200x3600) Parallel Time: 2.236603 seconds"
"Implementation 1 (Serial)",1200,3000,3600,25,41.230375,1.000000,1.000000,41.230375,0,"ok","./bin/mm_serial 1200 3000 3600","Time: 41.230375 seconds"
"Implementation 2 (MM-1D)",1200,3000,3600,25,4.641800,8.835021,8.882411,116.045000,0,"ok","mpirun -np 25 ./bin/mm_1d 1200 3000 3600","Local Matrix Multiplication Compute Time: 3.67057 seconds Total Runtime: 4.6418 seconds"
"Implementation 3 (MM-2D)",1200,3000,3600,25,2.429112,16.891789,16.973435,60.727800,0,"ok","mpirun -np 25 ./bin/mm_2d 1200 3000 3600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x3000), B(3000x3600), C(1200x3600) Parallel Time: 2.429112 seconds"
