implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1200,4200,4200,1,69.653502,1.000000,1.000000,69.653502,0,"ok","./bin/mm_serial 1200 4200 4200","Time: 69.653502 seconds"
"Implementation 2 (MM-1D)",1200,4200,4200,1,69.140800,1.000000,1.007415,69.140800,0,"ok","mpirun -np 1 ./bin/mm_1d 1200 4200 4200","Local Matrix Multiplication Compute Time: 68.9588 seconds Total Runtime: 69.1408 seconds"
"Implementation 3 (MM-2D)",1200,4200,4200,1,68.827418,1.000000,1.012002,68.827418,0,"ok","mpirun -np 1 ./bin/mm_2d 1200 4200 4200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x4200), B(4200x4200), C(1200x4200) Parallel Time: 68.827418 seconds"
"Implementation 1 (Serial)",1200,4200,4200,4,69.653502,1.000000,1.000000,69.653502,0,"ok","./bin/mm_serial 1200 4200 4200","Time: 69.653502 seconds"
"Implementation 2 (MM-1D)",1200,4200,4200,4,18.184400,3.802204,3.830399,72.737600,0,"ok","mpirun -np 4 ./bin/mm_1d 1200 4200 4200","Local Matrix Multiplication Compute Time: 17.9063 seconds Total Runtime: 18.1844 seconds"
"Implementation 3 (MM-2D)",1200,4200,4200,4,12.355340,5.570662,5.637522,49.421360,0,"ok","mpirun -np 4 ./bin/mm_2d 1200 4200 4200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x4200), B(4200x4200), C(1200x4200) Parallel Time: 12.355340 seconds"
"Implementation 1 (Serial)",1200,4200,4200,9,69.653502,1.000000,1.000000,69.653502,0,"ok","./bin/mm_serial 1200 4200 4200","Time: 69.653502 seconds"
"Implementation 2 (MM-1D)",1200,4200,4200,9,9.220760,7.498384,7.553987,82.986840,0,"ok","mpirun -np 9 ./bin/mm_1d 1200 4200 4200","Local Matrix Multiplication Compute Time: 8.71511 seconds Total Runtime: 9.22076 seconds"
"Implementation 3 (MM-2D)",1200,4200,4200,9,5.921212,11.623873,11.763386,53.290908,0,"ok","mpirun -np 9 ./bin/mm_2d 1200 4200 4200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x4200), B(4200x4200), C(1200x4200) Parallel Time: 5.921212 seconds"
"Implementation 1 (Serial)",1200,4200,4200,16,69.653502,1.000000,1.000000,69.653502,0,"ok","./bin/mm_serial 1200 4200 4200","Time: 69.653502 seconds"
"Implementation 2 (MM-1D)",1200,4200,4200,16,6.017830,11.489324,11.574521,96.285280,0,"ok","mpirun -np 16 ./bin/mm_1d 1200 4200 4200","Local Matrix Multiplication Compute Time: 5.17713 seconds Total Runtime: 6.01783 seconds"
"Implementation 3 (MM-2D)",1200,4200,4200,16,4.126201,16.680578,16.880783,66.019216,0,"ok","mpirun -np 16 ./bin/mm_2d 1200 4200 4200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x4200), B(4200x4200), C(1200x4200) Parallel Time: 4.126201 seconds"
"Implementation 1 (Serial)",1200,4200,4200,25,69.653502,1.000000,1.000000,69.653502,0,"ok","./bin/mm_serial 1200 4200 4200","Time: 69.653502 seconds"
"Implementation 2 (MM-1D)",1200,4200,4200,25,7.133360,9.692599,9.764473,178.334000,0,"ok","mpirun -np 25 ./bin/mm_1d 1200 4200 4200","Local Matrix Multiplication Compute Time: 5.21869 seconds Total Runtime: 7.13336 seconds"
"Implementation 3 (MM-2D)",1200,4200,4200,25,4.217771,16.318434,16.514292,105.444275,0,"ok","mpirun -np 25 ./bin/mm_2d 1200 4200 4200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x4200), B(4200x4200), C(1200x4200) Parallel Time: 4.217771 seconds"
