implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1200,1800,3000,1,14.359424,1.000000,1.000000,14.359424,0,"ok","./bin/mm_serial 1200 1800 3000","Time: 14.359424 seconds"
"Implementation 2 (MM-1D)",1200,1800,3000,1,13.968100,1.000000,1.028016,13.968100,0,"ok","mpirun -np 1 ./bin/mm_1d 1200 1800 3000","Local Matrix Multiplication Compute Time: 13.8896 seconds Total Runtime: 13.9681 seconds"
"Implementation 3 (MM-2D)",1200,1800,3000,1,13.929689,1.000000,1.030850,13.929689,0,"ok","mpirun -np 1 ./bin/mm_2d 1200 1800 3000","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x1800), B(1800x3000), C(1200x3000) Parallel Time: 13.929689 seconds"
"Implementation 1 (Serial)",1200,1800,3000,4,14.359424,1.000000,1.000000,14.359424,0,"ok","./bin/mm_serial 1200 1800 3000","Time: 14.359424 seconds"
"Implementation 2 (MM-1D)",1200,1800,3000,4,3.737080,3.737704,3.842418,14.948320,0,"ok","mpirun -np 4 ./bin/mm_1d 1200 1800 3000","Local Matrix Multiplication Compute Time: 3.62724 seconds Total Runtime: 3.73708 seconds"
"Implementation 3 (MM-2D)",1200,1800,3000,4,2.745112,5.074361,5.230906,10.980448,0,"ok","mpirun -np 4 ./bin/mm_2d 1200 1800 3000","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x1800), B(1800x3000), C(1200x3000) Parallel Time: 2.745112 seconds"
"Implementation 1 (Serial)",1200,1800,3000,9,14.359424,1.000000,1.000000,14.359424,0,"ok","./bin/mm_serial 1200 1800 3000","Time: 14.359424 seconds"
"Implementation 2 (MM-1D)",1200,1800,3000,9,1.980040,7.054453,7.252088,17.820360,0,"ok","mpirun -np 9 ./bin/mm_1d 1200 1800 3000","Local Matrix Multiplication Compute Time: 1.79513 seconds Total Runtime: 1.98004 seconds"
"Implementation 3 (MM-2D)",1200,1800,3000,9,1.495197,9.316290,9.603700,13.456773,0,"ok","mpirun -np 9 ./bin/mm_2d 1200 1800 3000","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x1800), B(1800x3000), C(1200x3000) Parallel Time: 1.495197 seconds"
"Implementation 1 (Serial)",1200,1800,3000,16,14.359424,1.000000,1.000000,14.359424,0,"ok","./bin/mm_serial 1200 1800 3000","Time: 14.359424 seconds"
"Implementation 2 (MM-1D)",1200,1800,3000,16,1.335970,10.455399,10.748313,21.375520,0,"ok","mpirun -np 16 ./bin/mm_1d 1200 1800 3000","Local Matrix Multiplication Compute Time: 1.05972 seconds Total Runtime: 1.33597 seconds"
"Implementation 3 (MM-2D)",1200,1800,3000,16,0.953093,14.615246,15.066131,15.249488,0,"ok","mpirun -np 16 ./bin/mm_2d 1200 1800 3000","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x1800), B(1800x3000), C(1200x3000) Parallel Time: 0.953093 seconds"
"Implementation 1 (Serial)",1200,1800,3000,25,14.359424,1.000000,1.000000,14.359424,0,"ok","./bin/mm_serial 1200 1800 3000","Time: 14.359424 seconds"
"Implementation 2 (MM-1D)",1200,1800,3000,25,1.619960,8.622497,8.864061,40.499000,0,"ok","mpirun -np 25 ./bin/mm_1d 1200 1800 3000","Local Matrix Multiplication Compute Time: 1.1612 seconds Total Runtime: 1.61996 seconds"
"Implementation 3 (MM-2D)",1200,1800,3000,25,0.932761,14.933824,15.394537,23.319025,0,"ok","mpirun -np 25 ./bin/mm_2d 1200 1800 3000","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x1800), B(1800x3000), C(1200x3000) Parallel Time: 0.932761 seconds"
