implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",3600,1800,1200,1,11.985736,1.000000,1.000000,11.985736,0,"ok","./bin/mm_serial 3600 1800 1200","Time: 11.985736 seconds"
"Implementation 2 (MM-1D)",3600,1800,1200,1,9.839320,1.000000,1.218147,9.839320,0,"ok","mpirun -np 1 ./bin/mm_1d 3600 1800 1200","Local Matrix Multiplication Compute Time: 9.74092 seconds Total Runtime: 9.83932 seconds"
"Implementation 3 (MM-2D)",3600,1800,1200,1,9.283661,1.000000,1.291057,9.283661,0,"ok","mpirun -np 1 ./bin/mm_2d 3600 1800 1200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x1800), B(1800x1200), C(3600x1200) Parallel Time: 9.283661 seconds"
"Implementation 1 (Serial)",3600,1800,1200,4,11.985736,1.000000,1.000000,11.985736,0,"ok","./bin/mm_serial 3600 1800 1200","Time: 11.985736 seconds"
"Implementation 2 (MM-1D)",3600,1800,1200,4,4.657570,2.112544,2.573388,18.630280,0,"ok","mpirun -np 4 ./bin/mm_1d 3600 1800 1200","Local Matrix Multiplication Compute Time: 4.55689 seconds Total Runtime: 4.65757 seconds"
"Implementation 3 (MM-2D)",3600,1800,1200,4,2.391680,3.881648,5.011430,9.566720,0,"ok","mpirun -np 4 ./bin/mm_2d 3600 1800 1200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x1800), B(1800x1200), C(3600x1200) Parallel Time: 2.391680 seconds"
"Implementation 1 (Serial)",3600,1800,1200,9,11.985736,1.000000,1.000000,11.985736,0,"ok","./bin/mm_serial 3600 1800 1200","Time: 11.985736 seconds"
"Implementation 2 (MM-1D)",3600,1800,1200,9,2.418080,4.069063,4.956716,21.762720,0,"ok","mpirun -np 9 ./bin/mm_1d 3600 1800 1200","Local Matrix Multiplication Compute Time: 2.28128 seconds Total Runtime: 2.41808 seconds"
"Implementation 3 (MM-2D)",3600,1800,1200,9,1.283827,7.231240,9.335943,11.554443,0,"ok","mpirun -np 9 ./bin/mm_2d 3600 1800 1200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x1800), B(1800x1200), C(3600x1200) Parallel Time: 1.283827 seconds"
"Implementation 1 (Serial)",3600,1800,1200,16,11.985736,1.000000,1.000000,11.985736,0,"ok","./bin/mm_serial 3600 1800 1200","Time: 11.985736 seconds"
"Implementation 2 (MM-1D)",3600,1800,1200,16,1.533730,6.415288,7.814763,24.539680,0,"ok","mpirun -np 16 ./bin/mm_1d 3600 1800 1200","Local Matrix Multiplication Compute Time: 1.34967 seconds Total Runtime: 1.53373 seconds"
"Implementation 3 (MM-2D)",3600,1800,1200,16,0.841812,11.028188,14.238020,13.468992,0,"ok","mpirun -np 16 ./bin/mm_2d 3600 1800 1200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x1800), B(1800x1200), C(3600x1200) Parallel Time: 0.841812 seconds"
"Implementation 1 (Serial)",3600,1800,1200,25,11.985736,1.000000,1.000000,11.985736,0,"ok","./bin/mm_serial 3600 1800 1200","Time: 11.985736 seconds"
"Implementation 2 (MM-1D)",3600,1800,1200,25,1.978390,4.973398,6.058328,49.459750,0,"ok","mpirun -np 25 ./bin/mm_1d 3600 1800 1200","Local Matrix Multiplication Compute Time: 1.15312 seconds Total Runtime: 1.97839 seconds"
"Implementation 3 (MM-2D)",3600,1800,1200,25,0.925776,10.027978,12.946691,23.144400,0,"ok","mpirun -np 25 ./bin/mm_2d 3600 1800 1200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x1800), B(1800x1200), C(3600x1200) Parallel Time: 0.925776 seconds"
