implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1800,3600,3600,1,74.207358,1.000000,1.000000,74.207358,0,"ok","./bin/mm_serial 1800 3600 3600","Time: 74.207358 seconds"
"Implementation 2 (MM-1D)",1800,3600,3600,1,74.225100,1.000000,0.999761,74.225100,0,"ok","mpirun -np 1 ./bin/mm_1d 1800 3600 3600","Local Matrix Multiplication Compute Time: 74.0472 seconds Total Runtime: 74.2251 seconds"
"Implementation 3 (MM-2D)",1800,3600,3600,1,73.815781,1.000000,1.005305,73.815781,0,"ok","mpirun -np 1 ./bin/mm_2d 1800 3600 3600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1800x3600), B(3600x3600), C(1800x3600) Parallel Time: 73.815781 seconds"
"Implementation 1 (Serial)",1800,3600,3600,4,74.207358,1.000000,1.000000,74.207358,0,"ok","./bin/mm_serial 1800 3600 3600","Time: 74.207358 seconds"
"Implementation 2 (MM-1D)",1800,3600,3600,4,19.548900,3.796894,3.795986,78.195600,0,"ok","mpirun -np 4 ./bin/mm_1d 1800 3600 3600","Local Matrix Multiplication Compute Time: 19.3102 seconds Total Runtime: 19.5489 seconds"
"Implementation 3 (MM-2D)",1800,3600,3600,4,13.032403,5.664019,5.694066,52.129612,0,"ok","mpirun -np 4 ./bin/mm_2d 1800 3600 3600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1800x3600), B(3600x3600), C(1800x3600) Parallel Time: 13.032403 seconds"
"Implementation 1 (Serial)",1800,3600,3600,9,74.207358,1.000000,1.000000,74.207358,0,"ok","./bin/mm_serial 1800 3600 3600","Time: 74.207358 seconds"
"Implementation 2 (MM-1D)",1800,3600,3600,9,9.830350,7.550606,7.548801,88.473150,0,"ok","mpirun -np 9 ./bin/mm_1d 1800 3600 3600","Local Matrix Multiplication Compute Time: 9.43865 seconds Total Runtime: 9.83035 seconds"
"Implementation 3 (MM-2D)",1800,3600,3600,9,6.589300,11.202371,11.261797,59.303700,0,"ok","mpirun -np 9 ./bin/mm_2d 1800 3600 3600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1800x3600), B(3600x3600), C(1800x3600) Parallel Time: 6.589300 seconds"
"Implementation 1 (Serial)",1800,3600,3600,16,74.207358,1.000000,1.000000,74.207358,0,"ok","./bin/mm_serial 1800 3600 3600","Time: 74.207358 seconds"
"Implementation 2 (MM-1D)",1800,3600,3600,16,6.171340,12.027388,12.024513,98.741440,0,"ok","mpirun -np 16 ./bin/mm_1d 1800 3600 3600","Local Matrix Multiplication Compute Time: 5.52727 seconds Total Runtime: 6.17134 seconds"
"Implementation 3 (MM-2D)",1800,3600,3600,16,3.934531,18.761011,18.860535,62.952496,0,"ok","mpirun -np 16 ./bin/mm_2d 1800 3600 3600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1800x3600), B(3600x3600), C(1800x3600) Parallel Time: 3.934531 seconds"
"Implementation 1 (Serial)",1800,3600,3600,25,74.207358,1.000000,1.000000,74.207358,0,"ok","./bin/mm_serial 1800 3600 3600","Time: 74.207358 seconds"
"Implementation 2 (MM-1D)",1800,3600,3600,25,7.389440,10.044753,10.042352,184.736000,0,"ok","mpirun -np 25 ./bin/mm_1d 1800 3600 3600","Local Matrix Multiplication Compute Time: 5.54376 seconds Total Runtime: 7.38944 seconds"
"Implementation 3 (MM-2D)",1800,3600,3600,25,4.389963,16.814670,16.903869,109.749075,0,"ok","mpirun -np 25 ./bin/mm_2d 1800 3600 3600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1800x3600), B(3600x3600), C(1800x3600) Parallel Time: 4.389963 seconds"
