implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",3600,3600,3600,1,148.875976,1.000000,1.000000,148.875976,0,"ok","./bin/mm_serial 3600 3600 3600","Time: 148.875976 seconds"
"Implementation 2 (MM-1D)",3600,3600,3600,1,147.479000,1.000000,1.009472,147.479000,0,"ok","mpirun -np 1 ./bin/mm_1d 3600 3600 3600","Local Matrix Multiplication Compute Time: 147.203 seconds Total Runtime: 147.479 seconds"
"Implementation 3 (MM-2D)",3600,3600,3600,1,147.428901,1.000000,1.009815,147.428901,0,"ok","mpirun -np 1 ./bin/mm_2d 3600 3600 3600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x3600), B(3600x3600), C(3600x3600) Parallel Time: 147.428901 seconds"
"Implementation 1 (Serial)",3600,3600,3600,4,148.875976,1.000000,1.000000,148.875976,0,"ok","./bin/mm_serial 3600 3600 3600","Time: 148.875976 seconds"
"Implementation 2 (MM-1D)",3600,3600,3600,4,39.293500,3.753267,3.788819,157.174000,0,"ok","mpirun -np 4 ./bin/mm_1d 3600 3600 3600","Local Matrix Multiplication Compute Time: 38.9726 seconds Total Runtime: 39.2935 seconds"
"Implementation 3 (MM-2D)",3600,3600,3600,4,26.031916,5.663390,5.718979,104.127664,0,"ok","mpirun -np 4 ./bin/mm_2d 3600 3600 3600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x3600), B(3600x3600), C(3600x3600) Parallel Time: 26.031916 seconds"
"Implementation 1 (Serial)",3600,3600,3600,9,148.875976,1.000000,1.000000,148.875976,0,"ok","./bin/mm_serial 3600 3600 3600","Time: 148.875976 seconds"
"Implementation 2 (MM-1D)",3600,3600,3600,9,18.955000,7.780480,7.854180,170.595000,0,"ok","mpirun -np 9 ./bin/mm_1d 3600 3600 3600","Local Matrix Multiplication Compute Time: 18.4819 seconds Total Runtime: 18.955 seconds"
"Implementation 3 (MM-2D)",3600,3600,3600,9,13.090176,11.262561,11.373107,117.811584,0,"ok","mpirun -np 9 ./bin/mm_2d 3600 3600 3600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x3600), B(3600x3600), C(3600x3600) Parallel Time: 13.090176 seconds"
"Implementation 1 (Serial)",3600,3600,3600,16,148.875976,1.000000,1.000000,148.875976,0,"ok","./bin/mm_serial 3600 3600 3600","Time: 148.875976 seconds"
"Implementation 2 (MM-1D)",3600,3600,3600,16,11.834200,12.462101,12.580147,189.347200,0,"ok","mpirun -np 16 ./bin/mm_1d 3600 3600 3600","Local Matrix Multiplication Compute Time: 11.1292 seconds Total Runtime: 11.8342 seconds"
"Implementation 3 (MM-2D)",3600,3600,3600,16,7.788736,18.928476,19.114267,124.619776,0,"ok","mpirun -np 16 ./bin/mm_2d 3600 3600 3600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x3600), B(3600x3600), C(3600x3600) Parallel Time: 7.788736 seconds"
"Implementation 1 (Serial)",3600,3600,3600,25,148.875976,1.000000,1.000000,148.875976,0,"ok","./bin/mm_serial 3600 3600 3600","Time: 148.875976 seconds"
"Implementation 2 (MM-1D)",3600,3600,3600,25,13.313100,11.077735,11.182668,332.827500,0,"ok","mpirun -np 25 ./bin/mm_1d 3600 3600 3600","Local Matrix Multiplication Compute Time: 11.0357 seconds Total Runtime: 13.3131 seconds"
"Implementation 3 (MM-2D)",3600,3600,3600,25,8.425429,17.498088,17.669839,210.635725,0,"ok","mpirun -np 25 ./bin/mm_2d 3600 3600 3600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x3600), B(3600x3600), C(3600x3600) Parallel Time: 8.425429 seconds"
