implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",6,18,18,1,0.000027,1.000000,0.000027,0,"ok","./bin/mm_serial 6 18 18","Time: 0.000027 seconds"
"Implementation 2 (MM-1D)",6,18,18,1,0.000044,0.615272,0.000044,0,"ok","mpirun -np 1 ./bin/mm_1d 6 18 18","Local Matrix Multiplication Compute Time: 1.87531e-05 seconds Total Runtime: 4.3883e-05 seconds"
"Implementation 3 (MM-2D)",6,18,18,1,0.000031,0.870968,0.000031,0,"ok","mpirun -np 1 ./bin/mm_2d 6 18 18","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(6x18), B(18x18), C(6x18) Parallel Time: 0.000031 seconds"
"Implementation 1 (Serial)",6,18,18,4,0.000024,1.000000,0.000024,0,"ok","./bin/mm_serial 6 18 18","Time: 0.000024 seconds"
"Implementation 2 (MM-1D)",6,18,18,4,0.000185,0.129986,0.000739,0,"ok","mpirun -np 4 ./bin/mm_1d 6 18 18","Local Matrix Multiplication Compute Time: 6.42426e-06 seconds Total Runtime: 0.000184635 seconds"
"Implementation 3 (MM-2D)",6,18,18,4,0.000259,0.092664,0.001036,0,"ok","mpirun -np 4 ./bin/mm_2d 6 18 18","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(6x18), B(18x18), C(6x18) Parallel Time: 0.000259 seconds"
