implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",2400,1800,1200,1,8.067670,1.000000,1.000000,8.067670,0,"ok","./bin/mm_serial 2400 1800 1200","Time: 8.067670 seconds"
"Implementation 2 (MM-1D)",2400,1800,1200,1,6.626880,1.000000,1.217416,6.626880,0,"ok","mpirun -np 1 ./bin/mm_1d 2400 1800 1200","Local Matrix Multiplication Compute Time: 6.55458 seconds Total Runtime: 6.62688 seconds"
"Implementation 3 (MM-2D)",2400,1800,1200,1,6.311380,1.000000,1.278274,6.311380,0,"ok","mpirun -np 1 ./bin/mm_2d 2400 1800 1200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(2400x1800), B(1800x1200), C(2400x1200) Parallel Time: 6.311380 seconds"
"Implementation 1 (Serial)",2400,1800,1200,4,8.067670,1.000000,1.000000,8.067670,0,"ok","./bin/mm_serial 2400 1800 1200","Time: 8.067670 seconds"
"Implementation 2 (MM-1D)",2400,1800,1200,4,3.255700,2.035470,2.478014,13.022800,0,"ok","mpirun -np 4 ./bin/mm_1d 2400 1800 1200","Local Matrix Multiplication Compute Time: 3.17599 seconds Total Runtime: 3.2557 seconds"
"Implementation 3 (MM-2D)",2400,1800,1200,4,1.607138,3.927093,5.019899,6.428552,0,"ok","mpirun -np 4 ./bin/mm_2d 2400 1800 1200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(2400x1800), B(1800x1200), C(2400x1200) Parallel Time: 1.607138 seconds"
"Implementation 1 (Serial)",2400,1800,1200,9,8.067670,1.000000,1.000000,8.067670,0,"ok","./bin/mm_serial 2400 1800 1200","Time: 8.067670 seconds"
"Implementation 2 (MM-1D)",2400,1800,1200,9,1.614210,4.105339,4.997906,14.527890,0,"ok","mpirun -np 9 ./bin/mm_1d 2400 1800 1200","Local Matrix Multiplication Compute Time: 1.50674 seconds Total Runtime: 1.61421 seconds"
"Implementation 3 (MM-2D)",2400,1800,1200,9,0.853263,7.396758,9.455080,7.679367,0,"ok","mpirun -np 9 ./bin/mm_2d 2400 1800 1200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(2400x1800), B(1800x1200), C(2400x1200) Parallel Time: 0.853263 seconds"
"Implementation 1 (Serial)",2400,1800,1200,16,8.067670,1.000000,1.000000,8.067670,0,"ok","./bin/mm_serial 2400 1800 1200","Time: 8.067670 seconds"
"Implementation 2 (MM-1D)",2400,1800,1200,16,1.056330,6.273494,7.637452,16.901280,0,"ok","mpirun -np 16 ./bin/mm_1d 2400 1800 1200","Local Matrix Multiplication Compute Time: 0.896092 seconds Total Runtime: 1.05633 seconds"
"Implementation 3 (MM-2D)",2400,1800,1200,16,0.496172,12.720145,16.259825,7.938752,0,"ok","mpirun -np 16 ./bin/mm_2d 2400 1800 1200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(2400x1800), B(1800x1200), C(2400x1200) Parallel Time: 0.496172 seconds"
"Implementation 1 (Serial)",2400,1800,1200,25,8.067670,1.000000,1.000000,8.067670,0,"ok","./bin/mm_serial 2400 1800 1200","Time: 8.067670 seconds"
"Implementation 2 (MM-1D)",2400,1800,1200,25,1.464770,4.524178,5.507807,36.619250,0,"ok","mpirun -np 25 ./bin/mm_1d 2400 1800 1200","Local Matrix Multiplication Compute Time: 1.08082 seconds Total Runtime: 1.46477 seconds"
"Implementation 3 (MM-2D)",2400,1800,1200,25,0.626153,10.079613,12.884503,15.653825,0,"ok","mpirun -np 25 ./bin/mm_2d 2400 1800 1200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(2400x1800), B(1800x1200), C(2400x1200) Parallel Time: 0.626153 seconds"
