implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",3000,1800,3000,1,35.845981,1.000000,1.000000,35.845981,0,"ok","./bin/mm_serial 3000 1800 3000","Time: 35.845981 seconds"
"Implementation 2 (MM-1D)",3000,1800,3000,1,34.791100,1.000000,1.030320,34.791100,0,"ok","mpirun -np 1 ./bin/mm_1d 3000 1800 3000","Local Matrix Multiplication Compute Time: 34.6433 seconds Total Runtime: 34.7911 seconds"
"Implementation 3 (MM-2D)",3000,1800,3000,1,34.766034,1.000000,1.031063,34.766034,0,"ok","mpirun -np 1 ./bin/mm_2d 3000 1800 3000","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3000x1800), B(1800x3000), C(3000x3000) Parallel Time: 34.766034 seconds"
"Implementation 1 (Serial)",3000,1800,3000,4,35.845981,1.000000,1.000000,35.845981,0,"ok","./bin/mm_serial 3000 1800 3000","Time: 35.845981 seconds"
"Implementation 2 (MM-1D)",3000,1800,3000,4,9.262560,3.756100,3.869986,37.050240,0,"ok","mpirun -np 4 ./bin/mm_1d 3000 1800 3000","Local Matrix Multiplication Compute Time: 9.09867 seconds Total Runtime: 9.26256 seconds"
"Implementation 3 (MM-2D)",3000,1800,3000,4,6.749770,5.150699,5.310697,26.999080,0,"ok","mpirun -np 4 ./bin/mm_2d 3000 1800 3000","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3000x1800), B(1800x3000), C(3000x3000) Parallel Time: 6.749770 seconds"
"Implementation 1 (Serial)",3000,1800,3000,9,35.845981,1.000000,1.000000,35.845981,0,"ok","./bin/mm_serial 3000 1800 3000","Time: 35.845981 seconds"
"Implementation 2 (MM-1D)",3000,1800,3000,9,4.647900,7.485337,7.712296,41.831100,0,"ok","mpirun -np 9 ./bin/mm_1d 3000 1800 3000","Local Matrix Multiplication Compute Time: 4.41879 seconds Total Runtime: 4.6479 seconds"
"Implementation 3 (MM-2D)",3000,1800,3000,9,3.860151,9.006392,9.286160,34.741359,0,"ok","mpirun -np 9 ./bin/mm_2d 3000 1800 3000","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3000x1800), B(1800x3000), C(3000x3000) Parallel Time: 3.860151 seconds"
"Implementation 1 (Serial)",3000,1800,3000,16,35.845981,1.000000,1.000000,35.845981,0,"ok","./bin/mm_serial 3000 1800 3000","Time: 35.845981 seconds"
"Implementation 2 (MM-1D)",3000,1800,3000,16,2.979390,11.677256,12.031315,47.670240,0,"ok","mpirun -np 16 ./bin/mm_1d 3000 1800 3000","Local Matrix Multiplication Compute Time: 2.65559 seconds Total Runtime: 2.97939 seconds"
"Implementation 3 (MM-2D)",3000,1800,3000,16,2.174799,15.985861,16.482434,34.796784,0,"ok","mpirun -np 16 ./bin/mm_2d 3000 1800 3000","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3000x1800), B(1800x3000), C(3000x3000) Parallel Time: 2.174799 seconds"
"Implementation 1 (Serial)",3000,1800,3000,25,35.845981,1.000000,1.000000,35.845981,0,"ok","./bin/mm_serial 3000 1800 3000","Time: 35.845981 seconds"
"Implementation 2 (MM-1D)",3000,1800,3000,25,3.518750,9.887346,10.187135,87.968750,0,"ok","mpirun -np 25 ./bin/mm_1d 3000 1800 3000","Local Matrix Multiplication Compute Time: 2.62729 seconds Total Runtime: 3.51875 seconds"
"Implementation 3 (MM-2D)",3000,1800,3000,25,2.262202,15.368227,15.845615,56.555050,0,"ok","mpirun -np 25 ./bin/mm_2d 3000 1800 3000","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3000x1800), B(1800x3000), C(3000x3000) Parallel Time: 2.262202 seconds"
