implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",600,1800,3600,1,41.853105,1.000000,1.000000,41.853105,0,"ok","./bin/mm_serial 600 1800 3600","Time: 41.853105 seconds"
"Implementation 2 (MM-1D)",600,1800,3600,1,8.803850,1.000000,4.753955,8.803850,0,"ok","mpirun -np 1 ./bin/mm_1d 600 1800 3600","Local Matrix Multiplication Compute Time: 8.73731 seconds Total Runtime: 8.80385 seconds"
"Implementation 3 (MM-2D)",600,1800,3600,1,38.845988,1.000000,1.077411,38.845988,0,"ok","mpirun -np 1 ./bin/mm_2d 600 1800 3600","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x1800), B(1800x3600), C(600x3600) Parallel Time: 38.845988 seconds"
"Implementation 1 (Serial)",600,1800,3600,4,41.853105,1.000000,1.000000,41.853105,0,"ok","./bin/mm_serial 600 1800 3600","Time: 41.853105 seconds"
"Implementation 2 (MM-1D)",600,1800,3600,4,2.435240,3.615188,17.186440,9.740960,0,"ok","mpirun -np 4 ./bin/mm_1d 600 1800 3600","Local Matrix Multiplication Compute Time: 2.28518 seconds Total Runtime: 2.43524 seconds"
"Implementation 3 (MM-2D)",600,1800,3600,4,1.906405,20.376566,21.953942,7.625620,0,"ok","mpirun -np 4 ./bin/mm_2d 600 1800 3600","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x1800), B(1800x3600), C(600x3600) Parallel Time: 1.906405 seconds"
"Implementation 1 (Serial)",600,1800,3600,9,41.853105,1.000000,1.000000,41.853105,0,"ok","./bin/mm_serial 600 1800 3600","Time: 41.853105 seconds"
"Implementation 2 (MM-1D)",600,1800,3600,9,1.300630,6.768912,32.179102,11.705670,0,"ok","mpirun -np 9 ./bin/mm_1d 600 1800 3600","Local Matrix Multiplication Compute Time: 1.1175 seconds Total Runtime: 1.30063 seconds"
"Implementation 3 (MM-2D)",600,1800,3600,9,1.070235,36.296690,39.106463,9.632115,0,"ok","mpirun -np 9 ./bin/mm_2d 600 1800 3600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x1800), B(1800x3600), C(600x3600) Parallel Time: 1.070235 seconds"
"Implementation 1 (Serial)",600,1800,3600,16,41.853105,1.000000,1.000000,41.853105,0,"ok","./bin/mm_serial 600 1800 3600","Time: 41.853105 seconds"
"Implementation 2 (MM-1D)",600,1800,3600,16,0.990312,8.889976,42.262545,15.844992,0,"ok","mpirun -np 16 ./bin/mm_1d 600 1800 3600","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 0.677086 seconds Total Runtime: 0.990312 seconds"
"Implementation 3 (MM-2D)",600,1800,3600,16,0.611129,63.564301,68.484894,9.778064,0,"ok","mpirun -np 16 ./bin/mm_2d 600 1800 3600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x1800), B(1800x3600), C(600x3600) Parallel Time: 0.611129 seconds"
"Implementation 1 (Serial)",600,1800,3600,25,41.853105,1.000000,1.000000,41.853105,0,"ok","./bin/mm_serial 600 1800 3600","Time: 41.853105 seconds"
"Implementation 2 (MM-1D)",600,1800,3600,25,1.330010,6.619386,31.468263,33.250250,0,"ok","mpirun -np 25 ./bin/mm_1d 600 1800 3600","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 0.811438 seconds Total Runtime: 1.33001 seconds"
"Implementation 3 (MM-2D)",600,1800,3600,25,0.704667,55.126731,59.394161,17.616675,0,"ok","mpirun -np 25 ./bin/mm_2d 600 1800 3600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x1800), B(1800x3600), C(600x3600) Parallel Time: 0.704667 seconds"
