implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",2400,2400,1800,1,22.587498,1.000000,1.000000,22.587498,0,"ok","./bin/mm_serial 2400 2400 1800","Time: 22.587498 seconds"
"Implementation 2 (MM-1D)",2400,2400,1800,1,21.868600,1.000000,1.032874,21.868600,0,"ok","mpirun -np 1 ./bin/mm_1d 2400 2400 1800","Local Matrix Multiplication Compute Time: 21.7619 seconds Total Runtime: 21.8686 seconds"
"Implementation 3 (MM-2D)",2400,2400,1800,1,21.803411,1.000000,1.035962,21.803411,0,"ok","mpirun -np 1 ./bin/mm_2d 2400 2400 1800","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(2400x2400), B(2400x1800), C(2400x1800) Parallel Time: 21.803411 seconds"
"Implementation 1 (Serial)",2400,2400,1800,4,22.587498,1.000000,1.000000,22.587498,0,"ok","./bin/mm_serial 2400 2400 1800","Time: 22.587498 seconds"
"Implementation 2 (MM-1D)",2400,2400,1800,4,5.919690,3.694214,3.815656,23.678760,0,"ok","mpirun -np 4 ./bin/mm_1d 2400 2400 1800","Local Matrix Multiplication Compute Time: 5.79836 seconds Total Runtime: 5.91969 seconds"
"Implementation 3 (MM-2D)",2400,2400,1800,4,3.377971,6.454588,6.686706,13.511884,0,"ok","mpirun -np 4 ./bin/mm_2d 2400 2400 1800","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(2400x2400), B(2400x1800), C(2400x1800) Parallel Time: 3.377971 seconds"
"Implementation 1 (Serial)",2400,2400,1800,9,22.587498,1.000000,1.000000,22.587498,0,"ok","./bin/mm_serial 2400 2400 1800","Time: 22.587498 seconds"
"Implementation 2 (MM-1D)",2400,2400,1800,9,2.987220,7.320720,7.561377,26.884980,0,"ok","mpirun -np 9 ./bin/mm_1d 2400 2400 1800","Local Matrix Multiplication Compute Time: 2.81223 seconds Total Runtime: 2.98722 seconds"
"Implementation 3 (MM-2D)",2400,2400,1800,9,1.970661,11.064009,11.461889,17.735949,0,"ok","mpirun -np 9 ./bin/mm_2d 2400 2400 1800","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(2400x2400), B(2400x1800), C(2400x1800) Parallel Time: 1.970661 seconds"
"Implementation 1 (Serial)",2400,2400,1800,16,22.587498,1.000000,1.000000,22.587498,0,"ok","./bin/mm_serial 2400 2400 1800","Time: 22.587498 seconds"
"Implementation 2 (MM-1D)",2400,2400,1800,16,1.945110,11.242860,11.612453,31.121760,0,"ok","mpirun -np 16 ./bin/mm_1d 2400 2400 1800","Local Matrix Multiplication Compute Time: 1.6801 seconds Total Runtime: 1.94511 seconds"
"Implementation 3 (MM-2D)",2400,2400,1800,16,1.393762,15.643568,16.206137,22.300192,0,"ok","mpirun -np 16 ./bin/mm_2d 2400 2400 1800","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(2400x2400), B(2400x1800), C(2400x1800) Parallel Time: 1.393762 seconds"
"Implementation 1 (Serial)",2400,2400,1800,25,22.587498,1.000000,1.000000,22.587498,0,"ok","./bin/mm_serial 2400 2400 1800","Time: 22.587498 seconds"
"Implementation 2 (MM-1D)",2400,2400,1800,25,2.767780,7.901134,8.160872,69.194500,0,"ok","mpirun -np 25 ./bin/mm_1d 2400 2400 1800","Local Matrix Multiplication Compute Time: 2.25834 seconds Total Runtime: 2.76778 seconds"
"Implementation 3 (MM-2D)",2400,2400,1800,25,1.337569,16.300775,16.886978,33.439225,0,"ok","mpirun -np 25 ./bin/mm_2d 2400 2400 1800","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(2400x2400), B(2400x1800), C(2400x1800) Parallel Time: 1.337569 seconds"
