implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",3600,1800,3000,1,43.204875,1.000000,1.000000,43.204875,0,"ok","./bin/mm_serial 3600 1800 3000","Time: 43.204875 seconds"
"Implementation 2 (MM-1D)",3600,1800,3000,1,71.993200,1.000000,0.600124,71.993200,0,"ok","mpirun -np 1 ./bin/mm_1d 3600 1800 3000","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 71.8233 seconds Total Runtime: 71.9932 seconds"
"Implementation 3 (MM-2D)",3600,1800,3000,1,71.825902,1.000000,0.601522,71.825902,0,"ok","mpirun -np 1 ./bin/mm_2d 3600 1800 3000","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x1800), B(1800x3000), C(3600x3000) Parallel Time: 71.825902 seconds"
"Implementation 1 (Serial)",3600,1800,3000,4,43.204875,1.000000,1.000000,43.204875,0,"ok","./bin/mm_serial 3600 1800 3000","Time: 43.204875 seconds"
"Implementation 2 (MM-1D)",3600,1800,3000,4,11.076000,6.499928,3.900765,44.304000,0,"ok","mpirun -np 4 ./bin/mm_1d 3600 1800 3000","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 10.8956 seconds Total Runtime: 11.076 seconds"
"Implementation 3 (MM-2D)",3600,1800,3000,4,8.097713,8.869900,5.335442,32.390852,0,"ok","mpirun -np 4 ./bin/mm_2d 3600 1800 3000","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x1800), B(1800x3000), C(3600x3000) Parallel Time: 8.097713 seconds"
"Implementation 1 (Serial)",3600,1800,3000,9,43.204875,1.000000,1.000000,43.204875,0,"ok","./bin/mm_serial 3600 1800 3000","Time: 43.204875 seconds"
"Implementation 2 (MM-1D)",3600,1800,3000,9,5.544490,12.984639,7.792398,49.900410,0,"ok","mpirun -np 9 ./bin/mm_1d 3600 1800 3000","Local Matrix Multiplication Compute Time: 5.29643 seconds Total Runtime: 5.54449 seconds"
"Implementation 3 (MM-2D)",3600,1800,3000,9,4.527254,15.865225,9.543285,40.745286,0,"ok","mpirun -np 9 ./bin/mm_2d 3600 1800 3000","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x1800), B(1800x3000), C(3600x3000) Parallel Time: 4.527254 seconds"
"Implementation 1 (Serial)",3600,1800,3000,16,43.204875,1.000000,1.000000,43.204875,0,"ok","./bin/mm_serial 3600 1800 3000","Time: 43.204875 seconds"
"Implementation 2 (MM-1D)",3600,1800,3000,16,3.526890,20.412658,12.250134,56.430240,0,"ok","mpirun -np 16 ./bin/mm_1d 3600 1800 3000","Local Matrix Multiplication Compute Time: 3.18498 seconds Total Runtime: 3.52689 seconds"
"Implementation 3 (MM-2D)",3600,1800,3000,16,2.804246,25.613267,15.406949,44.867936,0,"ok","mpirun -np 16 ./bin/mm_2d 3600 1800 3000","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x1800), B(1800x3000), C(3600x3000) Parallel Time: 2.804246 seconds"
"Implementation 1 (Serial)",3600,1800,3000,25,43.204875,1.000000,1.000000,43.204875,0,"ok","./bin/mm_serial 3600 1800 3000","Time: 43.204875 seconds"
"Implementation 2 (MM-1D)",3600,1800,3000,25,4.323670,16.650947,9.992639,108.091750,0,"ok","mpirun -np 25 ./bin/mm_1d 3600 1800 3000","Local Matrix Multiplication Compute Time: 2.92678 seconds Total Runtime: 4.32367 seconds"
"Implementation 3 (MM-2D)",3600,1800,3000,25,2.702294,26.579603,15.988221,67.557350,0,"ok","mpirun -np 25 ./bin/mm_2d 3600 1800 3000","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x1800), B(1800x3000), C(3600x3000) Parallel Time: 2.702294 seconds"
