implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",12,18,6,1,0.000028,1.000000,0.000028,0,"ok","./bin/mm_serial 12 18 6","Time: 0.000028 seconds"
"Implementation 2 (MM-1D)",12,18,6,1,0.000034,0.812737,0.000034,0,"ok","mpirun -np 1 ./bin/mm_1d 12 18 6","Local Matrix Multiplication Compute Time: 1.29817e-05 seconds Total Runtime: 3.44515e-05 seconds"
"Implementation 3 (MM-2D)",12,18,6,1,0.000020,1.400000,0.000020,0,"ok","mpirun -np 1 ./bin/mm_2d 12 18 6","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(12x18), B(18x6), C(12x6) Parallel Time: 0.000020 seconds"
"Implementation 1 (Serial)",12,18,6,4,0.000024,1.000000,0.000024,0,"ok","./bin/mm_serial 12 18 6","Time: 0.000024 seconds"
"Implementation 2 (MM-1D)",12,18,6,4,0.000160,0.150428,0.000638,0,"ok","mpirun -np 4 ./bin/mm_1d 12 18 6","Local Matrix Multiplication Compute Time: 3.45521e-06 seconds Total Runtime: 0.000159545 seconds"
"Implementation 3 (MM-2D)",12,18,6,4,0.000184,0.130435,0.000736,0,"ok","mpirun -np 4 ./bin/mm_2d 12 18 6","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(12x18), B(18x6), C(12x6) Parallel Time: 0.000184 seconds"
"Implementation 1 (Serial)",12,18,6,9,0.000027,1.000000,0.000027,0,"ok","./bin/mm_serial 12 18 6","Time: 0.000027 seconds"
"Implementation 2 (MM-1D)",12,18,6,9,0.000260,0.103738,0.002342,0,"ok","mpirun -np 9 ./bin/mm_1d 12 18 6","Local Matrix Multiplication Compute Time: 2.34041e-06 seconds Total Runtime: 0.00026027 seconds"
"Implementation 3 (MM-2D)",12,18,6,9,0.000347,0.077810,0.003123,0,"ok","mpirun -np 9 ./bin/mm_2d 12 18 6","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(12x18), B(18x6), C(12x6) Parallel Time: 0.000347 seconds"
