implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",600,1200,1800,1,1.659180,1.000000,1.000000,1.659180,0,"ok","./bin/mm_serial 600 1200 1800","Time: 1.659180 seconds"
"Implementation 2 (MM-1D)",600,1200,1800,1,1.543780,1.000000,1.074752,1.543780,0,"ok","mpirun -np 1 ./bin/mm_1d 600 1200 1800","Local Matrix Multiplication Compute Time: 1.51354 seconds Total Runtime: 1.54378 seconds"
"Implementation 3 (MM-2D)",600,1200,1800,1,1.550735,1.000000,1.069931,1.550735,0,"ok","mpirun -np 1 ./bin/mm_2d 600 1200 1800","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x1200), B(1200x1800), C(600x1800) Parallel Time: 1.550735 seconds"
"Implementation 1 (Serial)",600,1200,1800,4,1.659180,1.000000,1.000000,1.659180,0,"ok","./bin/mm_serial 600 1200 1800","Time: 1.659180 seconds"
"Implementation 2 (MM-1D)",600,1200,1800,4,0.782814,1.972090,2.119507,3.131256,0,"ok","mpirun -np 4 ./bin/mm_1d 600 1200 1800","Local Matrix Multiplication Compute Time: 0.738307 seconds Total Runtime: 0.782814 seconds"
"Implementation 3 (MM-2D)",600,1200,1800,4,0.414937,3.737278,3.998631,1.659748,0,"ok","mpirun -np 4 ./bin/mm_2d 600 1200 1800","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x1200), B(1200x1800), C(600x1800) Parallel Time: 0.414937 seconds"
"Implementation 1 (Serial)",600,1200,1800,9,1.659180,1.000000,1.000000,1.659180,0,"ok","./bin/mm_serial 600 1200 1800","Time: 1.659180 seconds"
"Implementation 2 (MM-1D)",600,1200,1800,9,0.430377,3.587041,3.855178,3.873393,0,"ok","mpirun -np 9 ./bin/mm_1d 600 1200 1800","Local Matrix Multiplication Compute Time: 0.360206 seconds Total Runtime: 0.430377 seconds"
"Implementation 3 (MM-2D)",600,1200,1800,9,0.227664,6.811507,7.287845,2.048976,0,"ok","mpirun -np 9 ./bin/mm_2d 600 1200 1800","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x1200), B(1200x1800), C(600x1800) Parallel Time: 0.227664 seconds"
"Implementation 1 (Serial)",600,1200,1800,16,1.659180,1.000000,1.000000,1.659180,0,"ok","./bin/mm_serial 600 1200 1800","Time: 1.659180 seconds"
"Implementation 2 (MM-1D)",600,1200,1800,16,0.322247,4.790673,5.148783,5.155952,0,"ok","mpirun -np 16 ./bin/mm_1d 600 1200 1800","Local Matrix Multiplication Compute Time: 0.211496 seconds Total Runtime: 0.322247 seconds"
"Implementation 3 (MM-2D)",600,1200,1800,16,0.151756,10.218608,10.933209,2.428096,0,"ok","mpirun -np 16 ./bin/mm_2d 600 1200 1800","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x1200), B(1200x1800), C(600x1800) Parallel Time: 0.151756 seconds"
"Implementation 1 (Serial)",600,1200,1800,25,1.659180,1.000000,1.000000,1.659180,0,"ok","./bin/mm_serial 600 1200 1800","Time: 1.659180 seconds"
"Implementation 2 (MM-1D)",600,1200,1800,25,0.385626,4.003309,4.302563,9.640650,0,"ok","mpirun -np 25 ./bin/mm_1d 600 1200 1800","Local Matrix Multiplication Compute Time: 0.152798 seconds Total Runtime: 0.385626 seconds"
"Implementation 3 (MM-2D)",600,1200,1800,25,0.159477,9.723879,10.403883,3.986925,0,"ok","mpirun -np 25 ./bin/mm_2d 600 1200 1800","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x1200), B(1200x1800), C(600x1800) Parallel Time: 0.159477 seconds"
