implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1800,600,4200,1,6.100256,1.000000,1.000000,6.100256,0,"ok","./bin/mm_serial 1800 600 4200","Time: 6.100256 seconds"
"Implementation 2 (MM-1D)",1800,600,4200,1,6.091110,1.000000,1.001502,6.091110,0,"ok","mpirun -np 1 ./bin/mm_1d 1800 600 4200","Local Matrix Multiplication Compute Time: 6.0033 seconds Total Runtime: 6.09111 seconds"
"Implementation 3 (MM-2D)",1800,600,4200,1,5.779989,1.000000,1.055410,5.779989,0,"ok","mpirun -np 1 ./bin/mm_2d 1800 600 4200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1800x600), B(600x4200), C(1800x4200) Parallel Time: 5.779989 seconds"
"Implementation 1 (Serial)",1800,600,4200,4,6.100256,1.000000,1.000000,6.100256,0,"ok","./bin/mm_serial 1800 600 4200","Time: 6.100256 seconds"
"Implementation 2 (MM-1D)",1800,600,4200,4,2.659650,2.290192,2.293631,10.638600,0,"ok","mpirun -np 4 ./bin/mm_1d 1800 600 4200","Local Matrix Multiplication Compute Time: 2.5641 seconds Total Runtime: 2.65965 seconds"
"Implementation 3 (MM-2D)",1800,600,4200,4,1.247357,4.633789,4.890545,4.989428,0,"ok","mpirun -np 4 ./bin/mm_2d 1800 600 4200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1800x600), B(600x4200), C(1800x4200) Parallel Time: 1.247357 seconds"
"Implementation 1 (Serial)",1800,600,4200,9,6.100256,1.000000,1.000000,6.100256,0,"ok","./bin/mm_serial 1800 600 4200","Time: 6.100256 seconds"
"Implementation 2 (MM-1D)",1800,600,4200,9,1.303960,4.671240,4.678254,11.735640,0,"ok","mpirun -np 9 ./bin/mm_1d 1800 600 4200","Local Matrix Multiplication Compute Time: 1.17948 seconds Total Runtime: 1.30396 seconds"
"Implementation 3 (MM-2D)",1800,600,4200,9,0.713592,8.099851,8.548661,6.422328,0,"ok","mpirun -np 9 ./bin/mm_2d 1800 600 4200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1800x600), B(600x4200), C(1800x4200) Parallel Time: 0.713592 seconds"
"Implementation 1 (Serial)",1800,600,4200,16,6.100256,1.000000,1.000000,6.100256,0,"ok","./bin/mm_serial 1800 600 4200","Time: 6.100256 seconds"
"Implementation 2 (MM-1D)",1800,600,4200,16,0.892197,6.827091,6.837342,14.275152,0,"ok","mpirun -np 16 ./bin/mm_1d 1800 600 4200","Local Matrix Multiplication Compute Time: 0.72099 seconds Total Runtime: 0.892197 seconds"
"Implementation 3 (MM-2D)",1800,600,4200,16,0.428966,13.474236,14.220838,6.863456,0,"ok","mpirun -np 16 ./bin/mm_2d 1800 600 4200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1800x600), B(600x4200), C(1800x4200) Parallel Time: 0.428966 seconds"
"Implementation 1 (Serial)",1800,600,4200,25,6.100256,1.000000,1.000000,6.100256,0,"ok","./bin/mm_serial 1800 600 4200","Time: 6.100256 seconds"
"Implementation 2 (MM-1D)",1800,600,4200,25,1.030610,5.910199,5.919073,25.765250,0,"ok","mpirun -np 25 ./bin/mm_1d 1800 600 4200","Local Matrix Multiplication Compute Time: 0.7741 seconds Total Runtime: 1.03061 seconds"
"Implementation 3 (MM-2D)",1800,600,4200,25,0.450577,12.827972,13.538765,11.264425,0,"ok","mpirun -np 25 ./bin/mm_2d 1800 600 4200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1800x600), B(600x4200), C(1800x4200) Parallel Time: 0.450577 seconds"
