implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",5,8,8,1,0.000011,1.000000,0.000011,0,"ok","./bin/mm_serial 5 8 8","Time: 0.000011 seconds"
"Implementation 2 (MM-1D)",5,8,8,1,0.000012,0.899214,0.000012,0,"ok","mpirun -np 1 ./bin/mm_1d 5 8 8","Local Matrix Multiplication Compute Time: 2.71574e-06 seconds Total Runtime: 1.22329e-05 seconds"
"Implementation 3 (MM-2D)",5,8,8,1,0.000008,1.375000,0.000008,0,"ok","mpirun -np 1 ./bin/mm_2d 5 8 8","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(5x8), B(8x8), C(5x8) Parallel Time: 0.000008 seconds"
"Implementation 1 (Serial)",5,8,8,4,0.000006,1.000000,0.000006,0,"ok","./bin/mm_serial 5 8 8","Time: 0.000006 seconds"
"Implementation 2 (MM-1D)",5,8,8,4,0.000129,0.046483,0.000516,0,"ok","mpirun -np 4 ./bin/mm_1d 5 8 8","Local Matrix Multiplication Compute Time: 1.59629e-06 seconds Total Runtime: 0.000129079 seconds"
"Implementation 3 (MM-2D)",5,8,8,4,-,-,-,256,"failed","mpirun -np 4 ./bin/mm_2d 5 8 8","Error: m, n, and q must each be divisible by sqrt(P). Usage: mpirun -np P ./mm_2d m n q [print] -------------------------------------------------------------------------- Primary job  terminated normally, but 1 process returned a non-zero exit code. Per user-direction, the job has been aborted. -------------------------------------------------------------------------- -------------------------------------------------------------------------- mpirun detected that one or more processes exited with non-zero status, thus causing the job to be terminated. The first process to do so was:    Process name: [[13784,1],1]   Exit code:    1 --------------------------------------------------------------------------"
"Implementation 1 (Serial)",5,8,8,9,0.000007,1.000000,0.000007,0,"ok","./bin/mm_serial 5 8 8","Time: 0.000007 seconds"
"Implementation 2 (MM-1D)",5,8,8,9,0.000235,0.029815,0.002113,0,"ok","mpirun -np 9 ./bin/mm_1d 5 8 8","Local Matrix Multiplication Compute Time: 8.72649e-07 seconds Total Runtime: 0.000234781 seconds"
"Implementation 3 (MM-2D)",5,8,8,9,-,-,-,256,"failed","mpirun -np 9 ./bin/mm_2d 5 8 8","Error: m, n, and q must each be divisible by sqrt(P). Usage: mpirun -np P ./mm_2d m n q [print] -------------------------------------------------------------------------- Primary job  terminated normally, but 1 process returned a non-zero exit code. Per user-direction, the job has been aborted. -------------------------------------------------------------------------- -------------------------------------------------------------------------- mpirun detected that one or more processes exited with non-zero status, thus causing the job to be terminated. The first process to do so was:    Process name: [[13491,1],7]   Exit code:    1 --------------------------------------------------------------------------"
