implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",6,18,6,1,0.000010,1.000000,0.000010,0,"ok","./bin/mm_serial 6 18 6","Time: 0.000010 seconds"
"Implementation 2 (MM-1D)",6,18,6,1,0.000022,0.451665,0.000022,0,"ok","mpirun -np 1 ./bin/mm_1d 6 18 6","Local Matrix Multiplication Compute Time: 7.13207e-06 seconds Total Runtime: 2.21403e-05 seconds"
"Implementation 3 (MM-2D)",6,18,6,1,0.000016,0.625000,0.000016,0,"ok","mpirun -np 1 ./bin/mm_2d 6 18 6","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(6x18), B(18x6), C(6x6) Parallel Time: 0.000016 seconds"
"Implementation 1 (Serial)",6,18,6,4,0.000010,1.000000,0.000010,0,"ok","./bin/mm_serial 6 18 6","Time: 0.000010 seconds"
"Implementation 2 (MM-1D)",6,18,6,4,0.000228,0.043952,0.000910,0,"ok","mpirun -np 4 ./bin/mm_1d 6 18 6","Local Matrix Multiplication Compute Time: 2.27708e-06 seconds Total Runtime: 0.00022752 seconds"
"Implementation 3 (MM-2D)",6,18,6,4,0.000165,0.060606,0.000660,0,"ok","mpirun -np 4 ./bin/mm_2d 6 18 6","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(6x18), B(18x6), C(6x6) Parallel Time: 0.000165 seconds"
