implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",600,4200,2400,1,18.922627,1.000000,1.000000,18.922627,0,"ok","./bin/mm_serial 600 4200 2400","Time: 18.922627 seconds"
"Implementation 2 (MM-1D)",600,4200,2400,1,19.016600,1.000000,0.995058,19.016600,0,"ok","mpirun -np 1 ./bin/mm_1d 600 4200 2400","Local Matrix Multiplication Compute Time: 18.9261 seconds Total Runtime: 19.0166 seconds"
"Implementation 3 (MM-2D)",600,4200,2400,1,19.011214,1.000000,0.995340,19.011214,0,"ok","mpirun -np 1 ./bin/mm_2d 600 4200 2400","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x4200), B(4200x2400), C(600x2400) Parallel Time: 19.011214 seconds"
"Implementation 1 (Serial)",600,4200,2400,4,18.922627,1.000000,1.000000,18.922627,0,"ok","./bin/mm_serial 600 4200 2400","Time: 18.922627 seconds"
"Implementation 2 (MM-1D)",600,4200,2400,4,5.130920,3.706275,3.687960,20.523680,0,"ok","mpirun -np 4 ./bin/mm_1d 600 4200 2400","Local Matrix Multiplication Compute Time: 4.96235 seconds Total Runtime: 5.13092 seconds"
"Implementation 3 (MM-2D)",600,4200,2400,4,4.259322,4.463437,4.442638,17.037288,0,"ok","mpirun -np 4 ./bin/mm_2d 600 4200 2400","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x4200), B(4200x2400), C(600x2400) Parallel Time: 4.259322 seconds"
"Implementation 1 (Serial)",600,4200,2400,9,18.922627,1.000000,1.000000,18.922627,0,"ok","./bin/mm_serial 600 4200 2400","Time: 18.922627 seconds"
"Implementation 2 (MM-1D)",600,4200,2400,9,2.762540,6.883737,6.849721,24.862860,0,"ok","mpirun -np 9 ./bin/mm_1d 600 4200 2400","Local Matrix Multiplication Compute Time: 2.49189 seconds Total Runtime: 2.76254 seconds"
"Implementation 3 (MM-2D)",600,4200,2400,9,2.414864,7.872582,7.835898,21.733776,0,"ok","mpirun -np 9 ./bin/mm_2d 600 4200 2400","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x4200), B(4200x2400), C(600x2400) Parallel Time: 2.414864 seconds"
"Implementation 1 (Serial)",600,4200,2400,16,18.922627,1.000000,1.000000,18.922627,0,"ok","./bin/mm_serial 600 4200 2400","Time: 18.922627 seconds"
"Implementation 2 (MM-1D)",600,4200,2400,16,1.892430,10.048773,9.999116,30.278880,0,"ok","mpirun -np 16 ./bin/mm_1d 600 4200 2400","Local Matrix Multiplication Compute Time: 1.4537 seconds Total Runtime: 1.89243 seconds"
"Implementation 3 (MM-2D)",600,4200,2400,16,1.047433,18.150291,18.065716,16.758928,0,"ok","mpirun -np 16 ./bin/mm_2d 600 4200 2400","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x4200), B(4200x2400), C(600x2400) Parallel Time: 1.047433 seconds"
"Implementation 1 (Serial)",600,4200,2400,25,18.922627,1.000000,1.000000,18.922627,0,"ok","./bin/mm_serial 600 4200 2400","Time: 18.922627 seconds"
"Implementation 2 (MM-1D)",600,4200,2400,25,2.331620,8.155960,8.115656,58.290500,0,"ok","mpirun -np 25 ./bin/mm_1d 600 4200 2400","Local Matrix Multiplication Compute Time: 1.48457 seconds Total Runtime: 2.33162 seconds"
"Implementation 3 (MM-2D)",600,4200,2400,25,1.447447,13.134308,13.073105,36.186175,0,"ok","mpirun -np 25 ./bin/mm_2d 600 4200 2400","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x4200), B(4200x2400), C(600x2400) Parallel Time: 1.447447 seconds"
