implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1200,600,3600,1,3.246265,1.000000,1.000000,3.246265,0,"ok","./bin/mm_serial 1200 600 3600","Time: 3.246265 seconds"
"Implementation 2 (MM-1D)",1200,600,3600,1,2.812550,1.000000,1.154207,2.812550,0,"ok","mpirun -np 1 ./bin/mm_1d 1200 600 3600","Local Matrix Multiplication Compute Time: 2.75522 seconds Total Runtime: 2.81255 seconds"
"Implementation 3 (MM-2D)",1200,600,3600,1,2.790989,1.000000,1.163124,2.790989,0,"ok","mpirun -np 1 ./bin/mm_2d 1200 600 3600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x600), B(600x3600), C(1200x3600) Parallel Time: 2.790989 seconds"
"Implementation 1 (Serial)",1200,600,3600,4,3.246265,1.000000,1.000000,3.246265,0,"ok","./bin/mm_serial 1200 600 3600","Time: 3.246265 seconds"
"Implementation 2 (MM-1D)",1200,600,3600,4,1.472000,1.910700,2.205343,5.888000,0,"ok","mpirun -np 4 ./bin/mm_1d 1200 600 3600","Local Matrix Multiplication Compute Time: 1.40476 seconds Total Runtime: 1.472 seconds"
"Implementation 3 (MM-2D)",1200,600,3600,4,0.791844,3.524670,4.099627,3.167376,0,"ok","mpirun -np 4 ./bin/mm_2d 1200 600 3600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x600), B(600x3600), C(1200x3600) Parallel Time: 0.791844 seconds"
"Implementation 1 (Serial)",1200,600,3600,9,3.246265,1.000000,1.000000,3.246265,0,"ok","./bin/mm_serial 1200 600 3600","Time: 3.246265 seconds"
"Implementation 2 (MM-1D)",1200,600,3600,9,0.778256,3.613914,4.171205,7.004304,0,"ok","mpirun -np 9 ./bin/mm_1d 1200 600 3600","Local Matrix Multiplication Compute Time: 0.684812 seconds Total Runtime: 0.778256 seconds"
"Implementation 3 (MM-2D)",1200,600,3600,9,0.412037,6.773637,7.878576,3.708333,0,"ok","mpirun -np 9 ./bin/mm_2d 1200 600 3600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x600), B(600x3600), C(1200x3600) Parallel Time: 0.412037 seconds"
"Implementation 1 (Serial)",1200,600,3600,16,3.246265,1.000000,1.000000,3.246265,0,"ok","./bin/mm_serial 1200 600 3600","Time: 3.246265 seconds"
"Implementation 2 (MM-1D)",1200,600,3600,16,0.536552,5.241896,6.050234,8.584832,0,"ok","mpirun -np 16 ./bin/mm_1d 1200 600 3600","Local Matrix Multiplication Compute Time: 0.401635 seconds Total Runtime: 0.536552 seconds"
"Implementation 3 (MM-2D)",1200,600,3600,16,0.272549,10.240320,11.910757,4.360784,0,"ok","mpirun -np 16 ./bin/mm_2d 1200 600 3600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x600), B(600x3600), C(1200x3600) Parallel Time: 0.272549 seconds"
"Implementation 1 (Serial)",1200,600,3600,25,3.246265,1.000000,1.000000,3.246265,0,"ok","./bin/mm_serial 1200 600 3600","Time: 3.246265 seconds"
"Implementation 2 (MM-1D)",1200,600,3600,25,0.611624,4.598495,5.307615,15.290600,0,"ok","mpirun -np 25 ./bin/mm_1d 1200 600 3600","Local Matrix Multiplication Compute Time: 0.288416 seconds Total Runtime: 0.611624 seconds"
"Implementation 3 (MM-2D)",1200,600,3600,25,0.275664,10.124605,11.776166,6.891600,0,"ok","mpirun -np 25 ./bin/mm_2d 1200 600 3600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x600), B(600x3600), C(1200x3600) Parallel Time: 0.275664 seconds"
