implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1800,1200,4200,1,19.172551,1.000000,1.000000,19.172551,0,"ok","./bin/mm_serial 1800 1200 4200","Time: 19.172551 seconds"
"Implementation 2 (MM-1D)",1800,1200,4200,1,48.760300,1.000000,0.393200,48.760300,0,"ok","mpirun -np 1 ./bin/mm_1d 1800 1200 4200","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 48.6506 seconds Total Runtime: 48.7603 seconds"
"Implementation 3 (MM-2D)",1800,1200,4200,1,48.717315,1.000000,0.393547,48.717315,0,"ok","mpirun -np 1 ./bin/mm_2d 1800 1200 4200","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1800x1200), B(1200x4200), C(1800x4200) Parallel Time: 48.717315 seconds"
"Implementation 1 (Serial)",1800,1200,4200,4,19.172551,1.000000,1.000000,19.172551,0,"ok","./bin/mm_serial 1800 1200 4200","Time: 19.172551 seconds"
"Implementation 2 (MM-1D)",1800,1200,4200,4,5.013410,9.725975,3.824254,20.053640,0,"ok","mpirun -np 4 ./bin/mm_1d 1800 1200 4200","Local Matrix Multiplication Compute Time: 4.88306 seconds Total Runtime: 5.01341 seconds"
"Implementation 3 (MM-2D)",1800,1200,4200,4,33.917765,1.436336,0.565266,135.671060,0,"ok","mpirun -np 4 ./bin/mm_2d 1800 1200 4200","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1800x1200), B(1200x4200), C(1800x4200) Parallel Time: 33.917765 seconds"
"Implementation 1 (Serial)",1800,1200,4200,9,19.172551,1.000000,1.000000,19.172551,0,"ok","./bin/mm_serial 1800 1200 4200","Time: 19.172551 seconds"
"Implementation 2 (MM-1D)",1800,1200,4200,9,2.573100,18.950021,7.451149,23.157900,0,"ok","mpirun -np 9 ./bin/mm_1d 1800 1200 4200","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 2.38124 seconds Total Runtime: 2.5731 seconds"
"Implementation 3 (MM-2D)",1800,1200,4200,9,1.927954,25.268920,9.944506,17.351586,0,"ok","mpirun -np 9 ./bin/mm_2d 1800 1200 4200","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1800x1200), B(1200x4200), C(1800x4200) Parallel Time: 1.927954 seconds"
"Implementation 1 (Serial)",1800,1200,4200,16,19.172551,1.000000,1.000000,19.172551,0,"ok","./bin/mm_serial 1800 1200 4200","Time: 19.172551 seconds"
"Implementation 2 (MM-1D)",1800,1200,4200,16,1.724740,28.271102,11.116198,27.595840,0,"ok","mpirun -np 16 ./bin/mm_1d 1800 1200 4200","Local Matrix Multiplication Compute Time: 1.44516 seconds Total Runtime: 1.72474 seconds"
"Implementation 3 (MM-2D)",1800,1200,4200,16,1.420070,34.306277,13.501131,22.721120,0,"ok","mpirun -np 16 ./bin/mm_2d 1800 1200 4200","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1800x1200), B(1200x4200), C(1800x4200) Parallel Time: 1.420070 seconds"
"Implementation 1 (Serial)",1800,1200,4200,25,19.172551,1.000000,1.000000,19.172551,0,"ok","./bin/mm_serial 1800 1200 4200","Time: 19.172551 seconds"
"Implementation 2 (MM-1D)",1800,1200,4200,25,2.259510,21.580033,8.485269,56.487750,0,"ok","mpirun -np 25 ./bin/mm_1d 1800 1200 4200","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 1.50691 seconds Total Runtime: 2.25951 seconds"
"Implementation 3 (MM-2D)",1800,1200,4200,25,1.136781,42.855497,16.865650,28.419525,0,"ok","mpirun -np 25 ./bin/mm_2d 1800 1200 4200","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1800x1200), B(1200x4200), C(1800x4200) Parallel Time: 1.136781 seconds"
