implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",2400,3000,600,1,6.949115,1.000000,1.000000,6.949115,0,"ok","./bin/mm_serial 2400 3000 600","Time: 6.949115 seconds"
"Implementation 2 (MM-1D)",2400,3000,600,1,5.314700,1.000000,1.307527,5.314700,0,"ok","mpirun -np 1 ./bin/mm_1d 2400 3000 600","Local Matrix Multiplication Compute Time: 5.23483 seconds Total Runtime: 5.3147 seconds"
"Implementation 3 (MM-2D)",2400,3000,600,1,5.301440,1.000000,1.310798,5.301440,0,"ok","mpirun -np 1 ./bin/mm_2d 2400 3000 600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(2400x3000), B(3000x600), C(2400x600) Parallel Time: 5.301440 seconds"
"Implementation 1 (Serial)",2400,3000,600,4,6.949115,1.000000,1.000000,6.949115,0,"ok","./bin/mm_serial 2400 3000 600","Time: 6.949115 seconds"
"Implementation 2 (MM-1D)",2400,3000,600,4,2.403450,2.211280,2.891308,9.613800,0,"ok","mpirun -np 4 ./bin/mm_1d 2400 3000 600","Local Matrix Multiplication Compute Time: 2.32103 seconds Total Runtime: 2.40345 seconds"
"Implementation 3 (MM-2D)",2400,3000,600,4,1.353218,3.917654,5.135252,5.412872,0,"ok","mpirun -np 4 ./bin/mm_2d 2400 3000 600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(2400x3000), B(3000x600), C(2400x600) Parallel Time: 1.353218 seconds"
"Implementation 1 (Serial)",2400,3000,600,9,6.949115,1.000000,1.000000,6.949115,0,"ok","./bin/mm_serial 2400 3000 600","Time: 6.949115 seconds"
"Implementation 2 (MM-1D)",2400,3000,600,9,1.343930,3.954596,5.170742,12.095370,0,"ok","mpirun -np 9 ./bin/mm_1d 2400 3000 600","Local Matrix Multiplication Compute Time: 1.23803 seconds Total Runtime: 1.34393 seconds"
"Implementation 3 (MM-2D)",2400,3000,600,9,0.714911,7.415524,9.720252,6.434199,0,"ok","mpirun -np 9 ./bin/mm_2d 2400 3000 600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(2400x3000), B(3000x600), C(2400x600) Parallel Time: 0.714911 seconds"
"Implementation 1 (Serial)",2400,3000,600,16,6.949115,1.000000,1.000000,6.949115,0,"ok","./bin/mm_serial 2400 3000 600","Time: 6.949115 seconds"
"Implementation 2 (MM-1D)",2400,3000,600,16,0.900145,5.904271,7.719995,14.402320,0,"ok","mpirun -np 16 ./bin/mm_1d 2400 3000 600","Local Matrix Multiplication Compute Time: 0.757496 seconds Total Runtime: 0.900145 seconds"
"Implementation 3 (MM-2D)",2400,3000,600,16,0.456969,11.601312,15.206972,7.311504,0,"ok","mpirun -np 16 ./bin/mm_2d 2400 3000 600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(2400x3000), B(3000x600), C(2400x600) Parallel Time: 0.456969 seconds"
"Implementation 1 (Serial)",2400,3000,600,25,6.949115,1.000000,1.000000,6.949115,0,"ok","./bin/mm_serial 2400 3000 600","Time: 6.949115 seconds"
"Implementation 2 (MM-1D)",2400,3000,600,25,1.244080,4.271992,5.585746,31.102000,0,"ok","mpirun -np 25 ./bin/mm_1d 2400 3000 600","Local Matrix Multiplication Compute Time: 0.950506 seconds Total Runtime: 1.24408 seconds"
"Implementation 3 (MM-2D)",2400,3000,600,25,0.540956,9.800132,12.845989,13.523900,0,"ok","mpirun -np 25 ./bin/mm_2d 2400 3000 600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(2400x3000), B(3000x600), C(2400x600) Parallel Time: 0.540956 seconds"
