implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",600,4200,600,1,3.517598,1.000000,1.000000,3.517598,0,"ok","./bin/mm_serial 600 4200 600","Time: 3.517598 seconds"
"Implementation 2 (MM-1D)",600,4200,600,1,3.317870,1.000000,1.060198,3.317870,0,"ok","mpirun -np 1 ./bin/mm_1d 600 4200 600","Local Matrix Multiplication Compute Time: 3.27814 seconds Total Runtime: 3.31787 seconds"
"Implementation 3 (MM-2D)",600,4200,600,1,3.344234,1.000000,1.051840,3.344234,0,"ok","mpirun -np 1 ./bin/mm_2d 600 4200 600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x4200), B(4200x600), C(600x600) Parallel Time: 3.344234 seconds"
"Implementation 1 (Serial)",600,4200,600,4,3.517598,1.000000,1.000000,3.517598,0,"ok","./bin/mm_serial 600 4200 600","Time: 3.517598 seconds"
"Implementation 2 (MM-1D)",600,4200,600,4,1.276830,2.598521,2.754946,5.107320,0,"ok","mpirun -np 4 ./bin/mm_1d 600 4200 600","Local Matrix Multiplication Compute Time: 1.21966 seconds Total Runtime: 1.27683 seconds"
"Implementation 3 (MM-2D)",600,4200,600,4,0.495109,6.754541,7.104694,1.980436,0,"ok","mpirun -np 4 ./bin/mm_2d 600 4200 600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x4200), B(4200x600), C(600x600) Parallel Time: 0.495109 seconds"
"Implementation 1 (Serial)",600,4200,600,9,3.517598,1.000000,1.000000,3.517598,0,"ok","./bin/mm_serial 600 4200 600","Time: 3.517598 seconds"
"Implementation 2 (MM-1D)",600,4200,600,9,0.690577,4.804490,5.093709,6.215193,0,"ok","mpirun -np 9 ./bin/mm_1d 600 4200 600","Local Matrix Multiplication Compute Time: 0.593813 seconds Total Runtime: 0.690577 seconds"
"Implementation 3 (MM-2D)",600,4200,600,9,0.273639,12.221335,12.854885,2.462751,0,"ok","mpirun -np 9 ./bin/mm_2d 600 4200 600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x4200), B(4200x600), C(600x600) Parallel Time: 0.273639 seconds"
"Implementation 1 (Serial)",600,4200,600,16,3.517598,1.000000,1.000000,3.517598,0,"ok","./bin/mm_serial 600 4200 600","Time: 3.517598 seconds"
"Implementation 2 (MM-1D)",600,4200,600,16,0.490486,6.764454,7.171658,7.847776,0,"ok","mpirun -np 16 ./bin/mm_1d 600 4200 600","Local Matrix Multiplication Compute Time: 0.3493 seconds Total Runtime: 0.490486 seconds"
"Implementation 3 (MM-2D)",600,4200,600,16,0.185218,18.055664,18.991664,2.963488,0,"ok","mpirun -np 16 ./bin/mm_2d 600 4200 600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x4200), B(4200x600), C(600x600) Parallel Time: 0.185218 seconds"
"Implementation 1 (Serial)",600,4200,600,25,3.517598,1.000000,1.000000,3.517598,0,"ok","./bin/mm_serial 600 4200 600","Time: 3.517598 seconds"
"Implementation 2 (MM-1D)",600,4200,600,25,0.594066,5.585019,5.921224,14.851650,0,"ok","mpirun -np 25 ./bin/mm_1d 600 4200 600","Local Matrix Multiplication Compute Time: 0.342367 seconds Total Runtime: 0.594066 seconds"
"Implementation 3 (MM-2D)",600,4200,600,25,0.219362,15.245275,16.035585,5.484050,0,"ok","mpirun -np 25 ./bin/mm_2d 600 4200 600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x4200), B(4200x600), C(600x600) Parallel Time: 0.219362 seconds"
