implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",3600,600,600,1,1.632563,1.000000,1.000000,1.632563,0,"ok","./bin/mm_serial 3600 600 600","Time: 1.632563 seconds"
"Implementation 2 (MM-1D)",3600,600,600,1,1.556480,1.000000,1.048881,1.556480,0,"ok","mpirun -np 1 ./bin/mm_1d 3600 600 600","Local Matrix Multiplication Compute Time: 1.51774 seconds Total Runtime: 1.55648 seconds"
"Implementation 3 (MM-2D)",3600,600,600,1,1.508630,1.000000,1.082149,1.508630,0,"ok","mpirun -np 1 ./bin/mm_2d 3600 600 600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x600), B(600x600), C(3600x600) Parallel Time: 1.508630 seconds"
"Implementation 1 (Serial)",3600,600,600,4,1.632563,1.000000,1.000000,1.632563,0,"ok","./bin/mm_serial 3600 600 600","Time: 1.632563 seconds"
"Implementation 2 (MM-1D)",3600,600,600,4,0.430648,3.614274,3.790945,1.722592,0,"ok","mpirun -np 4 ./bin/mm_1d 3600 600 600","Local Matrix Multiplication Compute Time: 0.391812 seconds Total Runtime: 0.430648 seconds"
"Implementation 3 (MM-2D)",3600,600,600,4,0.373440,4.039819,4.371688,1.493760,0,"ok","mpirun -np 4 ./bin/mm_2d 3600 600 600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x600), B(600x600), C(3600x600) Parallel Time: 0.373440 seconds"
"Implementation 1 (Serial)",3600,600,600,9,1.632563,1.000000,1.000000,1.632563,0,"ok","./bin/mm_serial 3600 600 600","Time: 1.632563 seconds"
"Implementation 2 (MM-1D)",3600,600,600,9,0.270875,5.746119,6.026998,2.437875,0,"ok","mpirun -np 9 ./bin/mm_1d 3600 600 600","Local Matrix Multiplication Compute Time: 0.225671 seconds Total Runtime: 0.270875 seconds"
"Implementation 3 (MM-2D)",3600,600,600,9,0.216291,6.975001,7.547993,1.946619,0,"ok","mpirun -np 9 ./bin/mm_2d 3600 600 600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x600), B(600x600), C(3600x600) Parallel Time: 0.216291 seconds"
"Implementation 1 (Serial)",3600,600,600,16,1.632563,1.000000,1.000000,1.632563,0,"ok","./bin/mm_serial 3600 600 600","Time: 1.632563 seconds"
"Implementation 2 (MM-1D)",3600,600,600,16,0.226552,6.870299,7.206129,3.624832,0,"ok","mpirun -np 16 ./bin/mm_1d 3600 600 600","Local Matrix Multiplication Compute Time: 0.157322 seconds Total Runtime: 0.226552 seconds"
"Implementation 3 (MM-2D)",3600,600,600,16,0.144248,10.458585,11.317751,2.307968,0,"ok","mpirun -np 16 ./bin/mm_2d 3600 600 600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x600), B(600x600), C(3600x600) Parallel Time: 0.144248 seconds"
"Implementation 1 (Serial)",3600,600,600,25,1.632563,1.000000,1.000000,1.632563,0,"ok","./bin/mm_serial 3600 600 600","Time: 1.632563 seconds"
"Implementation 2 (MM-1D)",3600,600,600,25,0.270458,5.754979,6.036290,6.761450,0,"ok","mpirun -np 25 ./bin/mm_1d 3600 600 600","Local Matrix Multiplication Compute Time: 0.124204 seconds Total Runtime: 0.270458 seconds"
"Implementation 3 (MM-2D)",3600,600,600,25,0.137605,10.963482,11.864126,3.440125,0,"ok","mpirun -np 25 ./bin/mm_2d 3600 600 600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x600), B(600x600), C(3600x600) Parallel Time: 0.137605 seconds"
