implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1200,4200,600,1,7.045136,1.000000,1.000000,7.045136,0,"ok","./bin/mm_serial 1200 4200 600","Time: 7.045136 seconds"
"Implementation 2 (MM-1D)",1200,4200,600,1,6.497410,1.000000,1.084299,6.497410,0,"ok","mpirun -np 1 ./bin/mm_1d 1200 4200 600","Local Matrix Multiplication Compute Time: 6.43641 seconds Total Runtime: 6.49741 seconds"
"Implementation 3 (MM-2D)",1200,4200,600,1,6.491643,1.000000,1.085262,6.491643,0,"ok","mpirun -np 1 ./bin/mm_2d 1200 4200 600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x4200), B(4200x600), C(1200x600) Parallel Time: 6.491643 seconds"
"Implementation 1 (Serial)",1200,4200,600,4,7.045136,1.000000,1.000000,7.045136,0,"ok","./bin/mm_serial 1200 4200 600","Time: 7.045136 seconds"
"Implementation 2 (MM-1D)",1200,4200,600,4,2.558020,2.540015,2.754136,10.232080,0,"ok","mpirun -np 4 ./bin/mm_1d 1200 4200 600","Local Matrix Multiplication Compute Time: 2.4854 seconds Total Runtime: 2.55802 seconds"
"Implementation 3 (MM-2D)",1200,4200,600,4,0.983995,6.597232,7.159727,3.935980,0,"ok","mpirun -np 4 ./bin/mm_2d 1200 4200 600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x4200), B(4200x600), C(1200x600) Parallel Time: 0.983995 seconds"
"Implementation 1 (Serial)",1200,4200,600,9,7.045136,1.000000,1.000000,7.045136,0,"ok","./bin/mm_serial 1200 4200 600","Time: 7.045136 seconds"
"Implementation 2 (MM-1D)",1200,4200,600,9,1.305090,4.978515,5.398199,11.745810,0,"ok","mpirun -np 9 ./bin/mm_1d 1200 4200 600","Local Matrix Multiplication Compute Time: 1.20066 seconds Total Runtime: 1.30509 seconds"
"Implementation 3 (MM-2D)",1200,4200,600,9,0.518518,12.519610,13.587062,4.666662,0,"ok","mpirun -np 9 ./bin/mm_2d 1200 4200 600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x4200), B(4200x600), C(1200x600) Parallel Time: 0.518518 seconds"
"Implementation 1 (Serial)",1200,4200,600,16,7.045136,1.000000,1.000000,7.045136,0,"ok","./bin/mm_serial 1200 4200 600","Time: 7.045136 seconds"
"Implementation 2 (MM-1D)",1200,4200,600,16,0.857224,7.579594,8.218547,13.715584,0,"ok","mpirun -np 16 ./bin/mm_1d 1200 4200 600","Local Matrix Multiplication Compute Time: 0.706752 seconds Total Runtime: 0.857224 seconds"
"Implementation 3 (MM-2D)",1200,4200,600,16,0.328652,19.752331,21.436462,5.258432,0,"ok","mpirun -np 16 ./bin/mm_2d 1200 4200 600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x4200), B(4200x600), C(1200x600) Parallel Time: 0.328652 seconds"
"Implementation 1 (Serial)",1200,4200,600,25,7.045136,1.000000,1.000000,7.045136,0,"ok","./bin/mm_serial 1200 4200 600","Time: 7.045136 seconds"
"Implementation 2 (MM-1D)",1200,4200,600,25,1.048280,6.198163,6.720662,26.207000,0,"ok","mpirun -np 25 ./bin/mm_1d 1200 4200 600","Local Matrix Multiplication Compute Time: 0.759339 seconds Total Runtime: 1.04828 seconds"
"Implementation 3 (MM-2D)",1200,4200,600,25,0.395423,16.416959,17.816708,9.885575,0,"ok","mpirun -np 25 ./bin/mm_2d 1200 4200 600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x4200), B(4200x600), C(1200x600) Parallel Time: 0.395423 seconds"
