implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",2400,600,600,1,1.159689,1.000000,1.000000,1.159689,0,"ok","./bin/mm_serial 2400 600 600","Time: 1.159689 seconds"
"Implementation 2 (MM-1D)",2400,600,600,1,1.165120,1.000000,0.995339,1.165120,0,"ok","mpirun -np 1 ./bin/mm_1d 2400 600 600","Local Matrix Multiplication Compute Time: 1.02609 seconds Total Runtime: 1.16512 seconds"
"Implementation 3 (MM-2D)",2400,600,600,1,1.214393,1.000000,0.954954,1.214393,0,"ok","mpirun -np 1 ./bin/mm_2d 2400 600 600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(2400x600), B(600x600), C(2400x600) Parallel Time: 1.214393 seconds"
"Implementation 1 (Serial)",2400,600,600,4,1.159689,1.000000,1.000000,1.159689,0,"ok","./bin/mm_serial 2400 600 600","Time: 1.159689 seconds"
"Implementation 2 (MM-1D)",2400,600,600,4,0.371250,3.138370,3.123741,1.485000,0,"ok","mpirun -np 4 ./bin/mm_1d 2400 600 600","Local Matrix Multiplication Compute Time: 0.26239 seconds Total Runtime: 0.37125 seconds"
"Implementation 3 (MM-2D)",2400,600,600,4,0.401213,3.026804,2.890457,1.604852,0,"ok","mpirun -np 4 ./bin/mm_2d 2400 600 600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(2400x600), B(600x600), C(2400x600) Parallel Time: 0.401213 seconds"
"Implementation 1 (Serial)",2400,600,600,9,1.159689,1.000000,1.000000,1.159689,0,"ok","./bin/mm_serial 2400 600 600","Time: 1.159689 seconds"
"Implementation 2 (MM-1D)",2400,600,600,9,0.302962,3.845763,3.827836,2.726658,0,"ok","mpirun -np 9 ./bin/mm_1d 2400 600 600","Local Matrix Multiplication Compute Time: 0.146809 seconds Total Runtime: 0.302962 seconds"
"Implementation 3 (MM-2D)",2400,600,600,9,0.334702,3.628281,3.464840,3.012318,0,"ok","mpirun -np 9 ./bin/mm_2d 2400 600 600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(2400x600), B(600x600), C(2400x600) Parallel Time: 0.334702 seconds"
"Implementation 1 (Serial)",2400,600,600,16,1.159689,1.000000,1.000000,1.159689,0,"ok","./bin/mm_serial 2400 600 600","Time: 1.159689 seconds"
"Implementation 2 (MM-1D)",2400,600,600,16,0.313390,3.717796,3.700466,5.014240,0,"ok","mpirun -np 16 ./bin/mm_1d 2400 600 600","Local Matrix Multiplication Compute Time: 0.0887074 seconds Total Runtime: 0.31339 seconds"
"Implementation 3 (MM-2D)",2400,600,600,16,0.258270,4.702029,4.490220,4.132320,0,"ok","mpirun -np 16 ./bin/mm_2d 2400 600 600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(2400x600), B(600x600), C(2400x600) Parallel Time: 0.258270 seconds"
"Implementation 1 (Serial)",2400,600,600,25,1.159689,1.000000,1.000000,1.159689,0,"ok","./bin/mm_serial 2400 600 600","Time: 1.159689 seconds"
"Implementation 2 (MM-1D)",2400,600,600,25,0.331060,3.519362,3.502957,8.276500,0,"ok","mpirun -np 25 ./bin/mm_1d 2400 600 600","Local Matrix Multiplication Compute Time: 0.0706883 seconds Total Runtime: 0.33106 seconds"
"Implementation 3 (MM-2D)",2400,600,600,25,0.166879,7.277087,6.949281,4.171975,0,"ok","mpirun -np 25 ./bin/mm_2d 2400 600 600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(2400x600), B(600x600), C(2400x600) Parallel Time: 0.166879 seconds"
