implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",3000,1200,1200,1,5.502521,1.000000,1.000000,5.502521,0,"ok","./bin/mm_serial 3000 1200 1200","Time: 5.502521 seconds"
"Implementation 2 (MM-1D)",3000,1200,1200,1,5.060230,1.000000,1.087405,5.060230,0,"ok","mpirun -np 1 ./bin/mm_1d 3000 1200 1200","Local Matrix Multiplication Compute Time: 4.99069 seconds Total Runtime: 5.06023 seconds"
"Implementation 3 (MM-2D)",3000,1200,1200,1,4.992532,1.000000,1.102150,4.992532,0,"ok","mpirun -np 1 ./bin/mm_2d 3000 1200 1200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3000x1200), B(1200x1200), C(3000x1200) Parallel Time: 4.992532 seconds"
"Implementation 1 (Serial)",3000,1200,1200,4,5.502521,1.000000,1.000000,5.502521,0,"ok","./bin/mm_serial 3000 1200 1200","Time: 5.502521 seconds"
"Implementation 2 (MM-1D)",3000,1200,1200,4,1.934680,2.615538,2.844150,7.738720,0,"ok","mpirun -np 4 ./bin/mm_1d 3000 1200 1200","Local Matrix Multiplication Compute Time: 1.86458 seconds Total Runtime: 1.93468 seconds"
"Implementation 3 (MM-2D)",3000,1200,1200,4,1.340990,3.723020,4.103327,5.363960,0,"ok","mpirun -np 4 ./bin/mm_2d 3000 1200 1200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3000x1200), B(1200x1200), C(3000x1200) Parallel Time: 1.340990 seconds"
"Implementation 1 (Serial)",3000,1200,1200,9,5.502521,1.000000,1.000000,5.502521,0,"ok","./bin/mm_serial 3000 1200 1200","Time: 5.502521 seconds"
"Implementation 2 (MM-1D)",3000,1200,1200,9,1.310800,3.860413,4.197834,11.797200,0,"ok","mpirun -np 9 ./bin/mm_1d 3000 1200 1200","Local Matrix Multiplication Compute Time: 1.22081 seconds Total Runtime: 1.3108 seconds"
"Implementation 3 (MM-2D)",3000,1200,1200,9,0.711625,7.015678,7.732332,6.404625,0,"ok","mpirun -np 9 ./bin/mm_2d 3000 1200 1200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3000x1200), B(1200x1200), C(3000x1200) Parallel Time: 0.711625 seconds"
"Implementation 1 (Serial)",3000,1200,1200,16,5.502521,1.000000,1.000000,5.502521,0,"ok","./bin/mm_serial 3000 1200 1200","Time: 5.502521 seconds"
"Implementation 2 (MM-1D)",3000,1200,1200,16,0.845582,5.984316,6.507377,13.529312,0,"ok","mpirun -np 16 ./bin/mm_1d 3000 1200 1200","Local Matrix Multiplication Compute Time: 0.7296 seconds Total Runtime: 0.845582 seconds"
"Implementation 3 (MM-2D)",3000,1200,1200,16,0.410132,12.172988,13.416463,6.562112,0,"ok","mpirun -np 16 ./bin/mm_2d 3000 1200 1200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3000x1200), B(1200x1200), C(3000x1200) Parallel Time: 0.410132 seconds"
"Implementation 1 (Serial)",3000,1200,1200,25,5.502521,1.000000,1.000000,5.502521,0,"ok","./bin/mm_serial 3000 1200 1200","Time: 5.502521 seconds"
"Implementation 2 (MM-1D)",3000,1200,1200,25,1.025170,4.935991,5.367423,25.629250,0,"ok","mpirun -np 25 ./bin/mm_1d 3000 1200 1200","Local Matrix Multiplication Compute Time: 0.837042 seconds Total Runtime: 1.02517 seconds"
"Implementation 3 (MM-2D)",3000,1200,1200,25,0.512720,9.737346,10.732019,12.818000,0,"ok","mpirun -np 25 ./bin/mm_2d 3000 1200 1200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3000x1200), B(1200x1200), C(3000x1200) Parallel Time: 0.512720 seconds"
