implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",24,6,12,1,0.000027,1.000000,0.000027,0,"ok","./bin/mm_serial 24 6 12","Time: 0.000027 seconds"
"Implementation 2 (MM-1D)",24,6,12,1,0.000037,0.734880,0.000037,0,"ok","mpirun -np 1 ./bin/mm_1d 24 6 12","Local Matrix Multiplication Compute Time: 1.53622e-05 seconds Total Runtime: 3.67407e-05 seconds"
"Implementation 3 (MM-2D)",24,6,12,1,0.000033,0.818182,0.000033,0,"ok","mpirun -np 1 ./bin/mm_2d 24 6 12","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(24x6), B(6x12), C(24x12) Parallel Time: 0.000033 seconds"
"Implementation 1 (Serial)",24,6,12,4,0.000022,1.000000,0.000022,0,"ok","./bin/mm_serial 24 6 12","Time: 0.000022 seconds"
"Implementation 2 (MM-1D)",24,6,12,4,0.000185,0.119034,0.000739,0,"ok","mpirun -np 4 ./bin/mm_1d 24 6 12","Local Matrix Multiplication Compute Time: 4.80097e-06 seconds Total Runtime: 0.000184821 seconds"
"Implementation 3 (MM-2D)",24,6,12,4,0.000185,0.118919,0.000740,0,"ok","mpirun -np 4 ./bin/mm_2d 24 6 12","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(24x6), B(6x12), C(24x12) Parallel Time: 0.000185 seconds"
