implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",3600,2400,600,1,7.406528,1.000000,1.000000,7.406528,0,"ok","./bin/mm_serial 3600 2400 600","Time: 7.406528 seconds"
"Implementation 2 (MM-1D)",3600,2400,600,1,6.191910,1.000000,1.196162,6.191910,0,"ok","mpirun -np 1 ./bin/mm_1d 3600 2400 600","Local Matrix Multiplication Compute Time: 6.09997 seconds Total Runtime: 6.19191 seconds"
"Implementation 3 (MM-2D)",3600,2400,600,1,6.073508,1.000000,1.219481,6.073508,0,"ok","mpirun -np 1 ./bin/mm_2d 3600 2400 600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x2400), B(2400x600), C(3600x600) Parallel Time: 6.073508 seconds"
"Implementation 1 (Serial)",3600,2400,600,4,7.406528,1.000000,1.000000,7.406528,0,"ok","./bin/mm_serial 3600 2400 600","Time: 7.406528 seconds"
"Implementation 2 (MM-1D)",3600,2400,600,4,2.271260,2.726200,3.260978,9.085040,0,"ok","mpirun -np 4 ./bin/mm_1d 3600 2400 600","Local Matrix Multiplication Compute Time: 2.1798 seconds Total Runtime: 2.27126 seconds"
"Implementation 3 (MM-2D)",3600,2400,600,4,1.605948,3.781883,4.611935,6.423792,0,"ok","mpirun -np 4 ./bin/mm_2d 3600 2400 600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x2400), B(2400x600), C(3600x600) Parallel Time: 1.605948 seconds"
"Implementation 1 (Serial)",3600,2400,600,9,7.406528,1.000000,1.000000,7.406528,0,"ok","./bin/mm_serial 3600 2400 600","Time: 7.406528 seconds"
"Implementation 2 (MM-1D)",3600,2400,600,9,1.507510,4.107376,4.913087,13.567590,0,"ok","mpirun -np 9 ./bin/mm_1d 3600 2400 600","Local Matrix Multiplication Compute Time: 1.39545 seconds Total Runtime: 1.50751 seconds"
"Implementation 3 (MM-2D)",3600,2400,600,9,0.862606,7.040883,8.586224,7.763454,0,"ok","mpirun -np 9 ./bin/mm_2d 3600 2400 600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x2400), B(2400x600), C(3600x600) Parallel Time: 0.862606 seconds"
"Implementation 1 (Serial)",3600,2400,600,16,7.406528,1.000000,1.000000,7.406528,0,"ok","./bin/mm_serial 3600 2400 600","Time: 7.406528 seconds"
"Implementation 2 (MM-1D)",3600,2400,600,16,1.013070,6.112026,7.310974,16.209120,0,"ok","mpirun -np 16 ./bin/mm_1d 3600 2400 600","Local Matrix Multiplication Compute Time: 0.873856 seconds Total Runtime: 1.01307 seconds"
"Implementation 3 (MM-2D)",3600,2400,600,16,0.539295,11.261940,13.733723,8.628720,0,"ok","mpirun -np 16 ./bin/mm_2d 3600 2400 600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x2400), B(2400x600), C(3600x600) Parallel Time: 0.539295 seconds"
"Implementation 1 (Serial)",3600,2400,600,25,7.406528,1.000000,1.000000,7.406528,0,"ok","./bin/mm_serial 3600 2400 600","Time: 7.406528 seconds"
"Implementation 2 (MM-1D)",3600,2400,600,25,1.388190,4.460420,5.335385,34.704750,0,"ok","mpirun -np 25 ./bin/mm_1d 3600 2400 600","Local Matrix Multiplication Compute Time: 0.90212 seconds Total Runtime: 1.38819 seconds"
"Implementation 3 (MM-2D)",3600,2400,600,25,0.632955,9.595482,11.701508,15.823875,0,"ok","mpirun -np 25 ./bin/mm_2d 3600 2400 600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x2400), B(2400x600), C(3600x600) Parallel Time: 0.632955 seconds"
