implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",3600,3600,1200,1,48.176007,1.000000,1.000000,48.176007,0,"ok","./bin/mm_serial 3600 3600 1200","Time: 48.176007 seconds"
"Implementation 2 (MM-1D)",3600,3600,1200,1,48.394000,1.000000,0.995495,48.394000,0,"ok","mpirun -np 1 ./bin/mm_1d 3600 3600 1200","Local Matrix Multiplication Compute Time: 48.2349 seconds Total Runtime: 48.394 seconds"
"Implementation 3 (MM-2D)",3600,3600,1200,1,48.327965,1.000000,0.996856,48.327965,0,"ok","mpirun -np 1 ./bin/mm_2d 3600 3600 1200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x3600), B(3600x1200), C(3600x1200) Parallel Time: 48.327965 seconds"
"Implementation 1 (Serial)",3600,3600,1200,4,48.176007,1.000000,1.000000,48.176007,0,"ok","./bin/mm_serial 3600 3600 1200","Time: 48.176007 seconds"
"Implementation 2 (MM-1D)",3600,3600,1200,4,12.832000,3.771353,3.754365,51.328000,0,"ok","mpirun -np 4 ./bin/mm_1d 3600 3600 1200","Local Matrix Multiplication Compute Time: 12.6664 seconds Total Runtime: 12.832 seconds"
"Implementation 3 (MM-2D)",3600,3600,1200,4,5.013682,9.639216,9.608908,20.054728,0,"ok","mpirun -np 4 ./bin/mm_2d 3600 3600 1200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x3600), B(3600x1200), C(3600x1200) Parallel Time: 5.013682 seconds"
"Implementation 1 (Serial)",3600,3600,1200,9,48.176007,1.000000,1.000000,48.176007,0,"ok","./bin/mm_serial 3600 3600 1200","Time: 48.176007 seconds"
"Implementation 2 (MM-1D)",3600,3600,1200,9,6.566460,7.369877,7.336679,59.098140,0,"ok","mpirun -np 9 ./bin/mm_1d 3600 3600 1200","Local Matrix Multiplication Compute Time: 6.33 seconds Total Runtime: 6.56646 seconds"
"Implementation 3 (MM-2D)",3600,3600,1200,9,2.949967,16.382544,16.331033,26.549703,0,"ok","mpirun -np 9 ./bin/mm_2d 3600 3600 1200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x3600), B(3600x1200), C(3600x1200) Parallel Time: 2.949967 seconds"
"Implementation 1 (Serial)",3600,3600,1200,16,48.176007,1.000000,1.000000,48.176007,0,"ok","./bin/mm_serial 3600 3600 1200","Time: 48.176007 seconds"
"Implementation 2 (MM-1D)",3600,3600,1200,16,3.946660,12.262014,12.206779,63.146560,0,"ok","mpirun -np 16 ./bin/mm_1d 3600 3600 1200","Local Matrix Multiplication Compute Time: 3.64058 seconds Total Runtime: 3.94666 seconds"
"Implementation 3 (MM-2D)",3600,3600,1200,16,1.891756,25.546616,25.466290,30.268096,0,"ok","mpirun -np 16 ./bin/mm_2d 3600 3600 1200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x3600), B(3600x1200), C(3600x1200) Parallel Time: 1.891756 seconds"
"Implementation 1 (Serial)",3600,3600,1200,25,48.176007,1.000000,1.000000,48.176007,0,"ok","./bin/mm_serial 3600 3600 1200","Time: 48.176007 seconds"
"Implementation 2 (MM-1D)",3600,3600,1200,25,4.654490,10.397272,10.350437,116.362250,0,"ok","mpirun -np 25 ./bin/mm_1d 3600 3600 1200","Local Matrix Multiplication Compute Time: 3.90647 seconds Total Runtime: 4.65449 seconds"
"Implementation 3 (MM-2D)",3600,3600,1200,25,1.907895,25.330516,25.250869,47.697375,0,"ok","mpirun -np 25 ./bin/mm_2d 3600 3600 1200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x3600), B(3600x1200), C(3600x1200) Parallel Time: 1.907895 seconds"
