implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",600,1800,2400,1,8.057073,1.000000,1.000000,8.057073,0,"ok","./bin/mm_serial 600 1800 2400","Time: 8.057073 seconds"
"Implementation 2 (MM-1D)",600,1800,2400,1,8.074990,1.000000,0.997781,8.074990,0,"ok","mpirun -np 1 ./bin/mm_1d 600 1800 2400","Local Matrix Multiplication Compute Time: 8.02608 seconds Total Runtime: 8.07499 seconds"
"Implementation 3 (MM-2D)",600,1800,2400,1,8.112154,1.000000,0.993210,8.112154,0,"ok","mpirun -np 1 ./bin/mm_2d 600 1800 2400","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x1800), B(1800x2400), C(600x2400) Parallel Time: 8.112154 seconds"
"Implementation 1 (Serial)",600,1800,2400,4,8.057073,1.000000,1.000000,8.057073,0,"ok","./bin/mm_serial 600 1800 2400","Time: 8.057073 seconds"
"Implementation 2 (MM-1D)",600,1800,2400,4,2.207290,3.658328,3.650210,8.829160,0,"ok","mpirun -np 4 ./bin/mm_1d 600 1800 2400","Local Matrix Multiplication Compute Time: 2.13203 seconds Total Runtime: 2.20729 seconds"
"Implementation 3 (MM-2D)",600,1800,2400,4,0.878719,9.231795,9.169112,3.514876,0,"ok","mpirun -np 4 ./bin/mm_2d 600 1800 2400","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x1800), B(1800x2400), C(600x2400) Parallel Time: 0.878719 seconds"
"Implementation 1 (Serial)",600,1800,2400,9,8.057073,1.000000,1.000000,8.057073,0,"ok","./bin/mm_serial 600 1800 2400","Time: 8.057073 seconds"
"Implementation 2 (MM-1D)",600,1800,2400,9,1.147820,7.035066,7.019457,10.330380,0,"ok","mpirun -np 9 ./bin/mm_1d 600 1800 2400","Local Matrix Multiplication Compute Time: 1.00833 seconds Total Runtime: 1.14782 seconds"
"Implementation 3 (MM-2D)",600,1800,2400,9,0.512654,15.823838,15.716395,4.613886,0,"ok","mpirun -np 9 ./bin/mm_2d 600 1800 2400","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x1800), B(1800x2400), C(600x2400) Parallel Time: 0.512654 seconds"
"Implementation 1 (Serial)",600,1800,2400,16,8.057073,1.000000,1.000000,8.057073,0,"ok","./bin/mm_serial 600 1800 2400","Time: 8.057073 seconds"
"Implementation 2 (MM-1D)",600,1800,2400,16,0.817169,9.881665,9.859739,13.074704,0,"ok","mpirun -np 16 ./bin/mm_1d 600 1800 2400","Local Matrix Multiplication Compute Time: 0.60294 seconds Total Runtime: 0.817169 seconds"
"Implementation 3 (MM-2D)",600,1800,2400,16,0.321113,25.262615,25.091083,5.137808,0,"ok","mpirun -np 16 ./bin/mm_2d 600 1800 2400","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x1800), B(1800x2400), C(600x2400) Parallel Time: 0.321113 seconds"
"Implementation 1 (Serial)",600,1800,2400,25,8.057073,1.000000,1.000000,8.057073,0,"ok","./bin/mm_serial 600 1800 2400","Time: 8.057073 seconds"
"Implementation 2 (MM-1D)",600,1800,2400,25,0.950815,8.492704,8.473860,23.770375,0,"ok","mpirun -np 25 ./bin/mm_1d 600 1800 2400","Local Matrix Multiplication Compute Time: 0.589385 seconds Total Runtime: 0.950815 seconds"
"Implementation 3 (MM-2D)",600,1800,2400,25,0.387465,20.936482,20.794325,9.686625,0,"ok","mpirun -np 25 ./bin/mm_2d 600 1800 2400","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x1800), B(1800x2400), C(600x2400) Parallel Time: 0.387465 seconds"
