implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",3600,3000,3000,1,72.975422,1.000000,1.000000,72.975422,0,"ok","./bin/mm_serial 3600 3000 3000","Time: 72.975422 seconds"
"Implementation 2 (MM-1D)",3600,3000,3000,1,69.771900,1.000000,1.045914,69.771900,0,"ok","mpirun -np 1 ./bin/mm_1d 3600 3000 3000","Local Matrix Multiplication Compute Time: 69.5509 seconds Total Runtime: 69.7719 seconds"
"Implementation 3 (MM-2D)",3600,3000,3000,1,69.751046,1.000000,1.046227,69.751046,0,"ok","mpirun -np 1 ./bin/mm_2d 3600 3000 3000","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x3000), B(3000x3000), C(3600x3000) Parallel Time: 69.751046 seconds"
"Implementation 1 (Serial)",3600,3000,3000,4,72.975422,1.000000,1.000000,72.975422,0,"ok","./bin/mm_serial 3600 3000 3000","Time: 72.975422 seconds"
"Implementation 2 (MM-1D)",3600,3000,3000,4,18.396200,3.792734,3.966875,73.584800,0,"ok","mpirun -np 4 ./bin/mm_1d 3600 3000 3000","Local Matrix Multiplication Compute Time: 18.1478 seconds Total Runtime: 18.3962 seconds"
"Implementation 3 (MM-2D)",3600,3000,3000,4,18.163012,3.840280,4.017804,72.652048,0,"ok","mpirun -np 4 ./bin/mm_2d 3600 3000 3000","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x3000), B(3000x3000), C(3600x3000) Parallel Time: 18.163012 seconds"
"Implementation 1 (Serial)",3600,3000,3000,9,72.975422,1.000000,1.000000,72.975422,0,"ok","./bin/mm_serial 3600 3000 3000","Time: 72.975422 seconds"
"Implementation 2 (MM-1D)",3600,3000,3000,9,9.187920,7.593873,7.942540,82.691280,0,"ok","mpirun -np 9 ./bin/mm_1d 3600 3000 3000","Local Matrix Multiplication Compute Time: 8.82942 seconds Total Runtime: 9.18792 seconds"
"Implementation 3 (MM-2D)",3600,3000,3000,9,9.082121,7.680039,8.035064,81.739089,0,"ok","mpirun -np 9 ./bin/mm_2d 3600 3000 3000","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x3000), B(3000x3000), C(3600x3000) Parallel Time: 9.082121 seconds"
"Implementation 1 (Serial)",3600,3000,3000,16,72.975422,1.000000,1.000000,72.975422,0,"ok","./bin/mm_serial 3600 3000 3000","Time: 72.975422 seconds"
"Implementation 2 (MM-1D)",3600,3000,3000,16,5.909820,11.806096,12.348163,94.557120,0,"ok","mpirun -np 16 ./bin/mm_1d 3600 3000 3000","Local Matrix Multiplication Compute Time: 5.37962 seconds Total Runtime: 5.90982 seconds"
"Implementation 3 (MM-2D)",3600,3000,3000,16,5.996081,11.632772,12.170520,95.937296,0,"ok","mpirun -np 16 ./bin/mm_2d 3600 3000 3000","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x3000), B(3000x3000), C(3600x3000) Parallel Time: 5.996081 seconds"
"Implementation 1 (Serial)",3600,3000,3000,25,72.975422,1.000000,1.000000,72.975422,0,"ok","./bin/mm_serial 3600 3000 3000","Time: 72.975422 seconds"
"Implementation 2 (MM-1D)",3600,3000,3000,25,7.921240,8.808204,9.212626,198.031000,0,"ok","mpirun -np 25 ./bin/mm_1d 3600 3000 3000","Local Matrix Multiplication Compute Time: 6.22727 seconds Total Runtime: 7.92124 seconds"
"Implementation 3 (MM-2D)",3600,3000,3000,25,5.534030,12.604024,13.186669,138.350750,0,"ok","mpirun -np 25 ./bin/mm_2d 3600 3000 3000","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x3000), B(3000x3000), C(3600x3000) Parallel Time: 5.534030 seconds"
