implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",2400,2400,2400,1,42.959177,1.000000,1.000000,42.959177,0,"ok","./bin/mm_serial 2400 2400 2400","Time: 42.959177 seconds"
"Implementation 2 (MM-1D)",2400,2400,2400,1,43.132600,1.000000,0.995979,43.132600,0,"ok","mpirun -np 1 ./bin/mm_1d 2400 2400 2400","Local Matrix Multiplication Compute Time: 43.0057 seconds Total Runtime: 43.1326 seconds"
"Implementation 3 (MM-2D)",2400,2400,2400,1,43.099182,1.000000,0.996752,43.099182,0,"ok","mpirun -np 1 ./bin/mm_2d 2400 2400 2400","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(2400x2400), B(2400x2400), C(2400x2400) Parallel Time: 43.099182 seconds"
"Implementation 1 (Serial)",2400,2400,2400,4,42.959177,1.000000,1.000000,42.959177,0,"ok","./bin/mm_serial 2400 2400 2400","Time: 42.959177 seconds"
"Implementation 2 (MM-1D)",2400,2400,2400,4,11.572800,3.727067,3.712082,46.291200,0,"ok","mpirun -np 4 ./bin/mm_1d 2400 2400 2400","Local Matrix Multiplication Compute Time: 11.4258 seconds Total Runtime: 11.5728 seconds"
"Implementation 3 (MM-2D)",2400,2400,2400,4,6.005160,7.177025,7.153711,24.020640,0,"ok","mpirun -np 4 ./bin/mm_2d 2400 2400 2400","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(2400x2400), B(2400x2400), C(2400x2400) Parallel Time: 6.005160 seconds"
"Implementation 1 (Serial)",2400,2400,2400,9,42.959177,1.000000,1.000000,42.959177,0,"ok","./bin/mm_serial 2400 2400 2400","Time: 42.959177 seconds"
"Implementation 2 (MM-1D)",2400,2400,2400,9,5.849760,7.373397,7.343750,52.647840,0,"ok","mpirun -np 9 ./bin/mm_1d 2400 2400 2400","Local Matrix Multiplication Compute Time: 5.61765 seconds Total Runtime: 5.84976 seconds"
"Implementation 3 (MM-2D)",2400,2400,2400,9,3.411633,12.633007,12.591969,30.704697,0,"ok","mpirun -np 9 ./bin/mm_2d 2400 2400 2400","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(2400x2400), B(2400x2400), C(2400x2400) Parallel Time: 3.411633 seconds"
"Implementation 1 (Serial)",2400,2400,2400,16,42.959177,1.000000,1.000000,42.959177,0,"ok","./bin/mm_serial 2400 2400 2400","Time: 42.959177 seconds"
"Implementation 2 (MM-1D)",2400,2400,2400,16,3.633890,11.869539,11.821815,58.142240,0,"ok","mpirun -np 16 ./bin/mm_1d 2400 2400 2400","Local Matrix Multiplication Compute Time: 3.26758 seconds Total Runtime: 3.63389 seconds"
"Implementation 3 (MM-2D)",2400,2400,2400,16,1.898281,22.704321,22.630568,30.372496,0,"ok","mpirun -np 16 ./bin/mm_2d 2400 2400 2400","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(2400x2400), B(2400x2400), C(2400x2400) Parallel Time: 1.898281 seconds"
"Implementation 1 (Serial)",2400,2400,2400,25,42.959177,1.000000,1.000000,42.959177,0,"ok","./bin/mm_serial 2400 2400 2400","Time: 42.959177 seconds"
"Implementation 2 (MM-1D)",2400,2400,2400,25,4.391640,9.821525,9.782035,109.791000,0,"ok","mpirun -np 25 ./bin/mm_1d 2400 2400 2400","Local Matrix Multiplication Compute Time: 3.80394 seconds Total Runtime: 4.39164 seconds"
"Implementation 3 (MM-2D)",2400,2400,2400,25,2.884191,14.943248,14.894706,72.104775,0,"ok","mpirun -np 25 ./bin/mm_2d 2400 2400 2400","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(2400x2400), B(2400x2400), C(2400x2400) Parallel Time: 2.884191 seconds"
