implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",3600,2400,2400,1,65.131625,1.000000,1.000000,65.131625,0,"ok","./bin/mm_serial 3600 2400 2400","Time: 65.131625 seconds"
"Implementation 2 (MM-1D)",3600,2400,2400,1,64.568300,1.000000,1.008724,64.568300,0,"ok","mpirun -np 1 ./bin/mm_1d 3600 2400 2400","Local Matrix Multiplication Compute Time: 64.3974 seconds Total Runtime: 64.5683 seconds"
"Implementation 3 (MM-2D)",3600,2400,2400,1,64.373836,1.000000,1.011772,64.373836,0,"ok","mpirun -np 1 ./bin/mm_2d 3600 2400 2400","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x2400), B(2400x2400), C(3600x2400) Parallel Time: 64.373836 seconds"
"Implementation 1 (Serial)",3600,2400,2400,4,65.131625,1.000000,1.000000,65.131625,0,"ok","./bin/mm_serial 3600 2400 2400","Time: 65.131625 seconds"
"Implementation 2 (MM-1D)",3600,2400,2400,4,16.848400,3.832310,3.865745,67.393600,0,"ok","mpirun -np 4 ./bin/mm_1d 3600 2400 2400","Local Matrix Multiplication Compute Time: 16.6661 seconds Total Runtime: 16.8484 seconds"
"Implementation 3 (MM-2D)",3600,2400,2400,4,8.592264,7.492069,7.580263,34.369056,0,"ok","mpirun -np 4 ./bin/mm_2d 3600 2400 2400","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x2400), B(2400x2400), C(3600x2400) Parallel Time: 8.592264 seconds"
"Implementation 1 (Serial)",3600,2400,2400,9,65.131625,1.000000,1.000000,65.131625,0,"ok","./bin/mm_serial 3600 2400 2400","Time: 65.131625 seconds"
"Implementation 2 (MM-1D)",3600,2400,2400,9,8.484860,7.609825,7.676217,76.363740,0,"ok","mpirun -np 9 ./bin/mm_1d 3600 2400 2400","Local Matrix Multiplication Compute Time: 8.1644 seconds Total Runtime: 8.48486 seconds"
"Implementation 3 (MM-2D)",3600,2400,2400,9,5.334814,12.066744,12.208790,48.013326,0,"ok","mpirun -np 9 ./bin/mm_2d 3600 2400 2400","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x2400), B(2400x2400), C(3600x2400) Parallel Time: 5.334814 seconds"
"Implementation 1 (Serial)",3600,2400,2400,16,65.131625,1.000000,1.000000,65.131625,0,"ok","./bin/mm_serial 3600 2400 2400","Time: 65.131625 seconds"
"Implementation 2 (MM-1D)",3600,2400,2400,16,5.232300,12.340328,12.447991,83.716800,0,"ok","mpirun -np 16 ./bin/mm_1d 3600 2400 2400","Local Matrix Multiplication Compute Time: 4.81044 seconds Total Runtime: 5.2323 seconds"
"Implementation 3 (MM-2D)",3600,2400,2400,16,2.778514,23.168440,23.441172,44.456224,0,"ok","mpirun -np 16 ./bin/mm_2d 3600 2400 2400","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x2400), B(2400x2400), C(3600x2400) Parallel Time: 2.778514 seconds"
"Implementation 1 (Serial)",3600,2400,2400,25,65.131625,1.000000,1.000000,65.131625,0,"ok","./bin/mm_serial 3600 2400 2400","Time: 65.131625 seconds"
"Implementation 2 (MM-1D)",3600,2400,2400,25,5.983270,10.791474,10.885624,149.581750,0,"ok","mpirun -np 25 ./bin/mm_1d 3600 2400 2400","Local Matrix Multiplication Compute Time: 4.21577 seconds Total Runtime: 5.98327 seconds"
"Implementation 3 (MM-2D)",3600,2400,2400,25,3.062121,21.022630,21.270102,76.553025,0,"ok","mpirun -np 25 ./bin/mm_2d 3600 2400 2400","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x2400), B(2400x2400), C(3600x2400) Parallel Time: 3.062121 seconds"
