implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",5,7,9,1,0.000010,1.000000,0.000010,0,"ok","./bin/mm_serial 5 7 9","Time: 0.000010 seconds"
"Implementation 2 (MM-1D)",5,7,9,1,-,-,-,32512,"failed","mpirun -np 1 ./bin/mm_1d 5 7 9","sh: mpirun: command not found"
"Implementation 3 (MM-2D)",5,7,9,1,-,-,-,32512,"failed","mpirun -np 1 ./bin/mm_2d 5 7 9","sh: mpirun: command not found"
"Implementation 1 (Serial)",5,7,9,4,0.000007,1.000000,0.000007,0,"ok","./bin/mm_serial 5 7 9","Time: 0.000007 seconds"
"Implementation 2 (MM-1D)",5,7,9,4,-,-,-,32512,"failed","mpirun -np 4 ./bin/mm_1d 5 7 9","sh: mpirun: command not found"
"Implementation 3 (MM-2D)",5,7,9,4,-,-,-,32512,"failed","mpirun -np 4 ./bin/mm_2d 5 7 9","sh: mpirun: command not found"
"Implementation 1 (Serial)",5,7,9,9,0.000010,1.000000,0.000010,0,"ok","./bin/mm_serial 5 7 9","Time: 0.000010 seconds"
"Implementation 2 (MM-1D)",5,7,9,9,-,-,-,32512,"failed","mpirun -np 9 ./bin/mm_1d 5 7 9","sh: mpirun: command not found"
"Implementation 3 (MM-2D)",5,7,9,9,-,-,-,32512,"failed","mpirun -np 9 ./bin/mm_2d 5 7 9","sh: mpirun: command not found"
