implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",12,24,6,1,0.000036,1.000000,0.000036,0,"ok","./bin/mm_serial 12 24 6","Time: 0.000036 seconds"
"Implementation 2 (MM-1D)",12,24,6,1,0.000043,0.839407,0.000043,0,"ok","mpirun -np 1 ./bin/mm_1d 12 24 6","Local Matrix Multiplication Compute Time: 1.97031e-05 seconds Total Runtime: 4.28874e-05 seconds"
"Implementation 3 (MM-2D)",12,24,6,1,0.000030,1.200000,0.000030,0,"ok","mpirun -np 1 ./bin/mm_2d 12 24 6","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(12x24), B(24x6), C(12x6) Parallel Time: 0.000030 seconds"
"Implementation 1 (Serial)",12,24,6,4,0.000032,1.000000,0.000032,0,"ok","./bin/mm_serial 12 24 6","Time: 0.000032 seconds"
"Implementation 2 (MM-1D)",12,24,6,4,0.000169,0.189806,0.000674,0,"ok","mpirun -np 4 ./bin/mm_1d 12 24 6","Local Matrix Multiplication Compute Time: 4.50481e-06 seconds Total Runtime: 0.000168593 seconds"
"Implementation 3 (MM-2D)",12,24,6,4,0.000177,0.180791,0.000708,0,"ok","mpirun -np 4 ./bin/mm_2d 12 24 6","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(12x24), B(24x6), C(12x6) Parallel Time: 0.000177 seconds"
"Implementation 1 (Serial)",12,24,6,9,0.000032,1.000000,0.000032,0,"ok","./bin/mm_serial 12 24 6","Time: 0.000032 seconds"
"Implementation 2 (MM-1D)",12,24,6,9,0.000266,0.120334,0.002393,0,"ok","mpirun -np 9 ./bin/mm_1d 12 24 6","Local Matrix Multiplication Compute Time: 3.03518e-06 seconds Total Runtime: 0.000265926 seconds"
"Implementation 3 (MM-2D)",12,24,6,9,0.000326,0.098160,0.002934,0,"ok","mpirun -np 9 ./bin/mm_2d 12 24 6","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(12x24), B(24x6), C(12x6) Parallel Time: 0.000326 seconds"
