implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1200,1800,1800,1,8.325640,1.000000,1.000000,8.325640,0,"ok","./bin/mm_serial 1200 1800 1800","Time: 8.325640 seconds"
"Implementation 2 (MM-1D)",1200,1800,1800,1,8.043860,1.000000,1.035030,8.043860,0,"ok","mpirun -np 1 ./bin/mm_1d 1200 1800 1800","Local Matrix Multiplication Compute Time: 7.96063 seconds Total Runtime: 8.04386 seconds"
"Implementation 3 (MM-2D)",1200,1800,1800,1,7.810313,1.000000,1.065980,7.810313,0,"ok","mpirun -np 1 ./bin/mm_2d 1200 1800 1800","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x1800), B(1800x1800), C(1200x1800) Parallel Time: 7.810313 seconds"
"Implementation 1 (Serial)",1200,1800,1800,4,8.325640,1.000000,1.000000,8.325640,0,"ok","./bin/mm_serial 1200 1800 1800","Time: 8.325640 seconds"
"Implementation 2 (MM-1D)",1200,1800,1800,4,2.526140,3.184249,3.295795,10.104560,0,"ok","mpirun -np 4 ./bin/mm_1d 1200 1800 1800","Local Matrix Multiplication Compute Time: 2.42008 seconds Total Runtime: 2.52614 seconds"
"Implementation 3 (MM-2D)",1200,1800,1800,4,1.405967,5.555118,5.921647,5.623868,0,"ok","mpirun -np 4 ./bin/mm_2d 1200 1800 1800","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x1800), B(1800x1800), C(1200x1800) Parallel Time: 1.405967 seconds"
"Implementation 1 (Serial)",1200,1800,1800,9,8.325640,1.000000,1.000000,8.325640,0,"ok","./bin/mm_serial 1200 1800 1800","Time: 8.325640 seconds"
"Implementation 2 (MM-1D)",1200,1800,1800,9,1.497860,5.370235,5.558357,13.480740,0,"ok","mpirun -np 9 ./bin/mm_1d 1200 1800 1800","Local Matrix Multiplication Compute Time: 1.32544 seconds Total Runtime: 1.49786 seconds"
"Implementation 3 (MM-2D)",1200,1800,1800,9,0.831760,9.390104,10.009666,7.485840,0,"ok","mpirun -np 9 ./bin/mm_2d 1200 1800 1800","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x1800), B(1800x1800), C(1200x1800) Parallel Time: 0.831760 seconds"
"Implementation 1 (Serial)",1200,1800,1800,16,8.325640,1.000000,1.000000,8.325640,0,"ok","./bin/mm_serial 1200 1800 1800","Time: 8.325640 seconds"
"Implementation 2 (MM-1D)",1200,1800,1800,16,1.246480,6.453260,6.679321,19.943680,0,"ok","mpirun -np 16 ./bin/mm_1d 1200 1800 1800","Local Matrix Multiplication Compute Time: 0.970753 seconds Total Runtime: 1.24648 seconds"
"Implementation 3 (MM-2D)",1200,1800,1800,16,0.525334,14.867328,15.848279,8.405344,0,"ok","mpirun -np 16 ./bin/mm_2d 1200 1800 1800","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x1800), B(1800x1800), C(1200x1800) Parallel Time: 0.525334 seconds"
"Implementation 1 (Serial)",1200,1800,1800,25,8.325640,1.000000,1.000000,8.325640,0,"ok","./bin/mm_serial 1200 1800 1800","Time: 8.325640 seconds"
"Implementation 2 (MM-1D)",1200,1800,1800,25,1.430050,5.624880,5.821922,35.751250,0,"ok","mpirun -np 25 ./bin/mm_1d 1200 1800 1800","Local Matrix Multiplication Compute Time: 0.798008 seconds Total Runtime: 1.43005 seconds"
"Implementation 3 (MM-2D)",1200,1800,1800,25,0.617724,12.643694,13.477929,15.443100,0,"ok","mpirun -np 25 ./bin/mm_2d 1200 1800 1800","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x1800), B(1800x1800), C(1200x1800) Parallel Time: 0.617724 seconds"
