implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1800,600,3000,1,3.976695,1.000000,1.000000,3.976695,0,"ok","./bin/mm_serial 1800 600 3000","Time: 3.976695 seconds"
"Implementation 2 (MM-1D)",1800,600,3000,1,3.772350,1.000000,1.054169,3.772350,0,"ok","mpirun -np 1 ./bin/mm_1d 1800 600 3000","Local Matrix Multiplication Compute Time: 3.70443 seconds Total Runtime: 3.77235 seconds"
"Implementation 3 (MM-2D)",1800,600,3000,1,3.746373,1.000000,1.061479,3.746373,0,"ok","mpirun -np 1 ./bin/mm_2d 1800 600 3000","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1800x600), B(600x3000), C(1800x3000) Parallel Time: 3.746373 seconds"
"Implementation 1 (Serial)",1800,600,3000,4,3.976695,1.000000,1.000000,3.976695,0,"ok","./bin/mm_serial 1800 600 3000","Time: 3.976695 seconds"
"Implementation 2 (MM-1D)",1800,600,3000,4,1.944810,1.939701,2.044773,7.779240,0,"ok","mpirun -np 4 ./bin/mm_1d 1800 600 3000","Local Matrix Multiplication Compute Time: 1.87271 seconds Total Runtime: 1.94481 seconds"
"Implementation 3 (MM-2D)",1800,600,3000,4,0.899290,4.165923,4.422038,3.597160,0,"ok","mpirun -np 4 ./bin/mm_2d 1800 600 3000","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1800x600), B(600x3000), C(1800x3000) Parallel Time: 0.899290 seconds"
"Implementation 1 (Serial)",1800,600,3000,9,3.976695,1.000000,1.000000,3.976695,0,"ok","./bin/mm_serial 1800 600 3000","Time: 3.976695 seconds"
"Implementation 2 (MM-1D)",1800,600,3000,9,1.021270,3.693783,3.893872,9.191430,0,"ok","mpirun -np 9 ./bin/mm_1d 1800 600 3000","Local Matrix Multiplication Compute Time: 0.918248 seconds Total Runtime: 1.02127 seconds"
"Implementation 3 (MM-2D)",1800,600,3000,9,0.496649,7.543301,8.007053,4.469841,0,"ok","mpirun -np 9 ./bin/mm_2d 1800 600 3000","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1800x600), B(600x3000), C(1800x3000) Parallel Time: 0.496649 seconds"
"Implementation 1 (Serial)",1800,600,3000,16,3.976695,1.000000,1.000000,3.976695,0,"ok","./bin/mm_serial 1800 600 3000","Time: 3.976695 seconds"
"Implementation 2 (MM-1D)",1800,600,3000,16,0.673116,5.604309,5.907890,10.769856,0,"ok","mpirun -np 16 ./bin/mm_1d 1800 600 3000","Local Matrix Multiplication Compute Time: 0.536294 seconds Total Runtime: 0.673116 seconds"
"Implementation 3 (MM-2D)",1800,600,3000,16,0.320181,11.700797,12.420147,5.122896,0,"ok","mpirun -np 16 ./bin/mm_2d 1800 600 3000","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1800x600), B(600x3000), C(1800x3000) Parallel Time: 0.320181 seconds"
"Implementation 1 (Serial)",1800,600,3000,25,3.976695,1.000000,1.000000,3.976695,0,"ok","./bin/mm_serial 1800 600 3000","Time: 3.976695 seconds"
"Implementation 2 (MM-1D)",1800,600,3000,25,0.716584,5.264351,5.549517,17.914600,0,"ok","mpirun -np 25 ./bin/mm_1d 1800 600 3000","Local Matrix Multiplication Compute Time: 0.39028 seconds Total Runtime: 0.716584 seconds"
"Implementation 3 (MM-2D)",1800,600,3000,25,0.332762,11.258416,11.950568,8.319050,0,"ok","mpirun -np 25 ./bin/mm_2d 1800 600 3000","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1800x600), B(600x3000), C(1800x3000) Parallel Time: 0.332762 seconds"
