implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",600,3000,3000,1,108.909313,1.000000,1.000000,108.909313,0,"ok","./bin/mm_serial 600 3000 3000","Time: 108.909313 seconds"
"Implementation 2 (MM-1D)",600,3000,3000,1,109.061000,1.000000,0.998609,109.061000,0,"ok","mpirun -np 1 ./bin/mm_1d 600 3000 3000","Local Matrix Multiplication Compute Time: 108.673 seconds Total Runtime: 109.061 seconds"
"Implementation 3 (MM-2D)",600,3000,3000,1,109.641537,1.000000,0.993322,109.641537,0,"ok","mpirun -np 1 ./bin/mm_2d 600 3000 3000","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x3000), B(3000x3000), C(600x3000) Parallel Time: 109.641537 seconds"
"Implementation 1 (Serial)",600,3000,3000,4,108.909313,1.000000,1.000000,108.909313,0,"ok","./bin/mm_serial 600 3000 3000","Time: 108.909313 seconds"
"Implementation 2 (MM-1D)",600,3000,3000,4,52.450900,2.079297,2.076405,209.803600,0,"ok","mpirun -np 4 ./bin/mm_1d 600 3000 3000","Local Matrix Multiplication Compute Time: 51.3109 seconds Total Runtime: 52.4509 seconds"
"Implementation 3 (MM-2D)",600,3000,3000,4,52.491471,2.088750,2.074800,209.965884,0,"ok","mpirun -np 4 ./bin/mm_2d 600 3000 3000","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x3000), B(3000x3000), C(600x3000) Parallel Time: 52.491471 seconds"
"Implementation 1 (Serial)",600,3000,3000,9,108.909313,1.000000,1.000000,108.909313,0,"ok","./bin/mm_serial 600 3000 3000","Time: 108.909313 seconds"
"Implementation 2 (MM-1D)",600,3000,3000,9,57.172100,1.907591,1.904938,514.548900,0,"ok","mpirun -np 9 ./bin/mm_1d 600 3000 3000","Local Matrix Multiplication Compute Time: 53.2312 seconds Total Runtime: 57.1721 seconds"
"Implementation 3 (MM-2D)",600,3000,3000,9,54.394894,2.015659,2.002197,489.554046,0,"ok","mpirun -np 9 ./bin/mm_2d 600 3000 3000","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x3000), B(3000x3000), C(600x3000) Parallel Time: 54.394894 seconds"
"Implementation 1 (Serial)",600,3000,3000,16,108.909313,1.000000,1.000000,108.909313,0,"ok","./bin/mm_serial 600 3000 3000","Time: 108.909313 seconds"
"Implementation 2 (MM-1D)",600,3000,3000,16,54.116400,2.015304,2.012501,865.862400,0,"ok","mpirun -np 16 ./bin/mm_1d 600 3000 3000","Local Matrix Multiplication Compute Time: 43.9924 seconds Total Runtime: 54.1164 seconds"
"Implementation 3 (MM-2D)",600,3000,3000,16,46.644054,2.350601,2.334902,746.304864,0,"ok","mpirun -np 16 ./bin/mm_2d 600 3000 3000","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x3000), B(3000x3000), C(600x3000) Parallel Time: 46.644054 seconds"
"Implementation 1 (Serial)",600,3000,3000,25,108.909313,1.000000,1.000000,108.909313,0,"ok","./bin/mm_serial 600 3000 3000","Time: 108.909313 seconds"
"Implementation 2 (MM-1D)",600,3000,3000,25,50.701600,2.151037,2.148045,1267.540000,0,"ok","mpirun -np 25 ./bin/mm_1d 600 3000 3000","Local Matrix Multiplication Compute Time: 0.810998 seconds Total Runtime: 50.7016 seconds"
"Implementation 3 (MM-2D)",600,3000,3000,25,3.368085,32.553079,32.335678,84.202125,0,"ok","mpirun -np 25 ./bin/mm_2d 600 3000 3000","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x3000), B(3000x3000), C(600x3000) Parallel Time: 3.368085 seconds"
