implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1800,3000,2400,1,70.424960,1.000000,1.000000,70.424960,0,"ok","./bin/mm_serial 1800 3000 2400","Time: 70.424960 seconds"
"Implementation 2 (MM-1D)",1800,3000,2400,1,70.547200,1.000000,0.998267,70.547200,0,"ok","mpirun -np 1 ./bin/mm_1d 1800 3000 2400","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 70.4301 seconds Total Runtime: 70.5472 seconds"
"Implementation 3 (MM-2D)",1800,3000,2400,1,70.490646,1.000000,0.999068,70.490646,0,"ok","mpirun -np 1 ./bin/mm_2d 1800 3000 2400","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1800x3000), B(3000x2400), C(1800x2400) Parallel Time: 70.490646 seconds"
"Implementation 1 (Serial)",1800,3000,2400,4,70.424960,1.000000,1.000000,70.424960,0,"ok","./bin/mm_serial 1800 3000 2400","Time: 70.424960 seconds"
"Implementation 2 (MM-1D)",1800,3000,2400,4,40.693700,1.733615,1.730611,162.774800,0,"ok","mpirun -np 4 ./bin/mm_1d 1800 3000 2400","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 40.5415 seconds Total Runtime: 40.6937 seconds"
"Implementation 3 (MM-2D)",1800,3000,2400,4,6.867341,10.264620,10.255055,27.469364,0,"ok","mpirun -np 4 ./bin/mm_2d 1800 3000 2400","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1800x3000), B(3000x2400), C(1800x2400) Parallel Time: 6.867341 seconds"
"Implementation 1 (Serial)",1800,3000,2400,9,70.424960,1.000000,1.000000,70.424960,0,"ok","./bin/mm_serial 1800 3000 2400","Time: 70.424960 seconds"
"Implementation 2 (MM-1D)",1800,3000,2400,9,5.375790,13.123132,13.100393,48.382110,0,"ok","mpirun -np 9 ./bin/mm_1d 1800 3000 2400","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 5.13017 seconds Total Runtime: 5.37579 seconds"
"Implementation 3 (MM-2D)",1800,3000,2400,9,4.025207,17.512303,17.495985,36.226863,0,"ok","mpirun -np 9 ./bin/mm_2d 1800 3000 2400","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1800x3000), B(3000x2400), C(1800x2400) Parallel Time: 4.025207 seconds"
"Implementation 1 (Serial)",1800,3000,2400,16,70.424960,1.000000,1.000000,70.424960,0,"ok","./bin/mm_serial 1800 3000 2400","Time: 70.424960 seconds"
"Implementation 2 (MM-1D)",1800,3000,2400,16,3.461630,20.379763,20.344450,55.386080,0,"ok","mpirun -np 16 ./bin/mm_1d 1800 3000 2400","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 3.0825 seconds Total Runtime: 3.46163 seconds"
"Implementation 3 (MM-2D)",1800,3000,2400,16,2.105622,33.477351,33.446155,33.689952,0,"ok","mpirun -np 16 ./bin/mm_2d 1800 3000 2400","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1800x3000), B(3000x2400), C(1800x2400) Parallel Time: 2.105622 seconds"
"Implementation 1 (Serial)",1800,3000,2400,25,70.424960,1.000000,1.000000,70.424960,0,"ok","./bin/mm_serial 1800 3000 2400","Time: 70.424960 seconds"
"Implementation 2 (MM-1D)",1800,3000,2400,25,4.312640,16.358240,16.329895,107.816000,0,"ok","mpirun -np 25 ./bin/mm_1d 1800 3000 2400","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 3.66285 seconds Total Runtime: 4.31264 seconds"
"Implementation 3 (MM-2D)",1800,3000,2400,25,2.445892,28.820016,28.793160,61.147300,0,"ok","mpirun -np 25 ./bin/mm_2d 1800 3000 2400","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1800x3000), B(3000x2400), C(1800x2400) Parallel Time: 2.445892 seconds"
