implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1200,3600,1200,1,16.130043,1.000000,1.000000,16.130043,0,"ok","./bin/mm_serial 1200 3600 1200","Time: 16.130043 seconds"
"Implementation 2 (MM-1D)",1200,3600,1200,1,16.223300,1.000000,0.994252,16.223300,0,"ok","mpirun -np 1 ./bin/mm_1d 1200 3600 1200","Local Matrix Multiplication Compute Time: 16.1502 seconds Total Runtime: 16.2233 seconds"
"Implementation 3 (MM-2D)",1200,3600,1200,1,16.123368,1.000000,1.000414,16.123368,0,"ok","mpirun -np 1 ./bin/mm_2d 1200 3600 1200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x3600), B(3600x1200), C(1200x1200) Parallel Time: 16.123368 seconds"
"Implementation 1 (Serial)",1200,3600,1200,4,16.130043,1.000000,1.000000,16.130043,0,"ok","./bin/mm_serial 1200 3600 1200","Time: 16.130043 seconds"
"Implementation 2 (MM-1D)",1200,3600,1200,4,4.266530,3.802458,3.780600,17.066120,0,"ok","mpirun -np 4 ./bin/mm_1d 1200 3600 1200","Local Matrix Multiplication Compute Time: 4.17281 seconds Total Runtime: 4.26653 seconds"
"Implementation 3 (MM-2D)",1200,3600,1200,4,1.642384,9.817051,9.821116,6.569536,0,"ok","mpirun -np 4 ./bin/mm_2d 1200 3600 1200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x3600), B(3600x1200), C(1200x1200) Parallel Time: 1.642384 seconds"
"Implementation 1 (Serial)",1200,3600,1200,9,16.130043,1.000000,1.000000,16.130043,0,"ok","./bin/mm_serial 1200 3600 1200","Time: 16.130043 seconds"
"Implementation 2 (MM-1D)",1200,3600,1200,9,2.163870,7.497354,7.454257,19.474830,0,"ok","mpirun -np 9 ./bin/mm_1d 1200 3600 1200","Local Matrix Multiplication Compute Time: 2.01875 seconds Total Runtime: 2.16387 seconds"
"Implementation 3 (MM-2D)",1200,3600,1200,9,1.052329,15.321604,15.327947,9.470961,0,"ok","mpirun -np 9 ./bin/mm_2d 1200 3600 1200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x3600), B(3600x1200), C(1200x1200) Parallel Time: 1.052329 seconds"
"Implementation 1 (Serial)",1200,3600,1200,16,16.130043,1.000000,1.000000,16.130043,0,"ok","./bin/mm_serial 1200 3600 1200","Time: 16.130043 seconds"
"Implementation 2 (MM-1D)",1200,3600,1200,16,1.470110,11.035433,10.971997,23.521760,0,"ok","mpirun -np 16 ./bin/mm_1d 1200 3600 1200","Local Matrix Multiplication Compute Time: 1.22611 seconds Total Runtime: 1.47011 seconds"
"Implementation 3 (MM-2D)",1200,3600,1200,16,0.660509,24.410520,24.420626,10.568144,0,"ok","mpirun -np 16 ./bin/mm_2d 1200 3600 1200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x3600), B(3600x1200), C(1200x1200) Parallel Time: 0.660509 seconds"
"Implementation 1 (Serial)",1200,3600,1200,25,16.130043,1.000000,1.000000,16.130043,0,"ok","./bin/mm_serial 1200 3600 1200","Time: 16.130043 seconds"
"Implementation 2 (MM-1D)",1200,3600,1200,25,1.705330,9.513291,9.458605,42.633250,0,"ok","mpirun -np 25 ./bin/mm_1d 1200 3600 1200","Local Matrix Multiplication Compute Time: 1.31256 seconds Total Runtime: 1.70533 seconds"
"Implementation 3 (MM-2D)",1200,3600,1200,25,0.732038,22.025316,22.034434,18.300950,0,"ok","mpirun -np 25 ./bin/mm_2d 1200 3600 1200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x3600), B(3600x1200), C(1200x1200) Parallel Time: 0.732038 seconds"
