implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",12,6,6,1,0.000010,1.000000,0.000010,0,"ok","./bin/mm_serial 12 6 6","Time: 0.000010 seconds"
"Implementation 2 (MM-1D)",12,6,6,1,0.000015,0.648004,0.000015,0,"ok","mpirun -np 1 ./bin/mm_1d 12 6 6","Local Matrix Multiplication Compute Time: 3.69363e-06 seconds Total Runtime: 1.5432e-05 seconds"
"Implementation 3 (MM-2D)",12,6,6,1,0.000010,1.000000,0.000010,0,"ok","mpirun -np 1 ./bin/mm_2d 12 6 6","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(12x6), B(6x6), C(12x6) Parallel Time: 0.000010 seconds"
"Implementation 1 (Serial)",12,6,6,4,0.000009,1.000000,0.000009,0,"ok","./bin/mm_serial 12 6 6","Time: 0.000009 seconds"
"Implementation 2 (MM-1D)",12,6,6,4,0.000155,0.058011,0.000621,0,"ok","mpirun -np 4 ./bin/mm_1d 12 6 6","Local Matrix Multiplication Compute Time: 1.50874e-06 seconds Total Runtime: 0.000155143 seconds"
"Implementation 3 (MM-2D)",12,6,6,4,0.000149,0.060403,0.000596,0,"ok","mpirun -np 4 ./bin/mm_2d 12 6 6","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(12x6), B(6x6), C(12x6) Parallel Time: 0.000149 seconds"
"Implementation 1 (Serial)",12,6,6,9,0.000008,1.000000,0.000008,0,"ok","./bin/mm_serial 12 6 6","Time: 0.000008 seconds"
"Implementation 2 (MM-1D)",12,6,6,9,0.000259,0.030921,0.002329,0,"ok","mpirun -np 9 ./bin/mm_1d 12 6 6","Local Matrix Multiplication Compute Time: 1.07475e-06 seconds Total Runtime: 0.000258723 seconds"
"Implementation 3 (MM-2D)",12,6,6,9,0.000236,0.033898,0.002124,0,"ok","mpirun -np 9 ./bin/mm_2d 12 6 6","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(12x6), B(6x6), C(12x6) Parallel Time: 0.000236 seconds"
