implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",600,3600,2400,1,16.152028,1.000000,1.000000,16.152028,0,"ok","./bin/mm_serial 600 3600 2400","Time: 16.152028 seconds"
"Implementation 2 (MM-1D)",600,3600,2400,1,16.190600,1.000000,0.997618,16.190600,0,"ok","mpirun -np 1 ./bin/mm_1d 600 3600 2400","Local Matrix Multiplication Compute Time: 16.1074 seconds Total Runtime: 16.1906 seconds"
"Implementation 3 (MM-2D)",600,3600,2400,1,16.214906,1.000000,0.996122,16.214906,0,"ok","mpirun -np 1 ./bin/mm_2d 600 3600 2400","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x3600), B(3600x2400), C(600x2400) Parallel Time: 16.214906 seconds"
"Implementation 1 (Serial)",600,3600,2400,4,16.152028,1.000000,1.000000,16.152028,0,"ok","./bin/mm_serial 600 3600 2400","Time: 16.152028 seconds"
"Implementation 2 (MM-1D)",600,3600,2400,4,4.354650,3.718003,3.709145,17.418600,0,"ok","mpirun -np 4 ./bin/mm_1d 600 3600 2400","Local Matrix Multiplication Compute Time: 4.22146 seconds Total Runtime: 4.35465 seconds"
"Implementation 3 (MM-2D)",600,3600,2400,4,3.065622,5.289271,5.268760,12.262488,0,"ok","mpirun -np 4 ./bin/mm_2d 600 3600 2400","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x3600), B(3600x2400), C(600x2400) Parallel Time: 3.065622 seconds"
"Implementation 1 (Serial)",600,3600,2400,9,16.152028,1.000000,1.000000,16.152028,0,"ok","./bin/mm_serial 600 3600 2400","Time: 16.152028 seconds"
"Implementation 2 (MM-1D)",600,3600,2400,9,2.223140,7.282762,7.265412,20.008260,0,"ok","mpirun -np 9 ./bin/mm_1d 600 3600 2400","Local Matrix Multiplication Compute Time: 1.99354 seconds Total Runtime: 2.22314 seconds"
"Implementation 3 (MM-2D)",600,3600,2400,9,1.954124,8.297788,8.265611,17.587116,0,"ok","mpirun -np 9 ./bin/mm_2d 600 3600 2400","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x3600), B(3600x2400), C(600x2400) Parallel Time: 1.954124 seconds"
"Implementation 1 (Serial)",600,3600,2400,16,16.152028,1.000000,1.000000,16.152028,0,"ok","./bin/mm_serial 600 3600 2400","Time: 16.152028 seconds"
"Implementation 2 (MM-1D)",600,3600,2400,16,1.630190,9.931726,9.908065,26.083040,0,"ok","mpirun -np 16 ./bin/mm_1d 600 3600 2400","Local Matrix Multiplication Compute Time: 1.25099 seconds Total Runtime: 1.63019 seconds"
"Implementation 3 (MM-2D)",600,3600,2400,16,0.886373,18.293547,18.222608,14.181968,0,"ok","mpirun -np 16 ./bin/mm_2d 600 3600 2400","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x3600), B(3600x2400), C(600x2400) Parallel Time: 0.886373 seconds"
"Implementation 1 (Serial)",600,3600,2400,25,16.152028,1.000000,1.000000,16.152028,0,"ok","./bin/mm_serial 600 3600 2400","Time: 16.152028 seconds"
"Implementation 2 (MM-1D)",600,3600,2400,25,1.884890,8.589679,8.569215,47.122250,0,"ok","mpirun -np 25 ./bin/mm_1d 600 3600 2400","Local Matrix Multiplication Compute Time: 0.974992 seconds Total Runtime: 1.88489 seconds"
"Implementation 3 (MM-2D)",600,3600,2400,25,1.182125,13.716744,13.663553,29.553125,0,"ok","mpirun -np 25 ./bin/mm_2d 600 3600 2400","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x3600), B(3600x2400), C(600x2400) Parallel Time: 1.182125 seconds"
