implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1800,4200,600,1,57.034043,1.000000,1.000000,57.034043,0,"ok","./bin/mm_serial 1800 4200 600","Time: 57.034043 seconds"
"Implementation 2 (MM-1D)",1800,4200,600,1,10.067900,1.000000,5.664939,10.067900,0,"ok","mpirun -np 1 ./bin/mm_1d 1800 4200 600","Local Matrix Multiplication Compute Time: 9.98361 seconds Total Runtime: 10.0679 seconds"
"Implementation 3 (MM-2D)",1800,4200,600,1,39.950261,1.000000,1.427626,39.950261,0,"ok","mpirun -np 1 ./bin/mm_2d 1800 4200 600","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1800x4200), B(4200x600), C(1800x600) Parallel Time: 39.950261 seconds"
"Implementation 1 (Serial)",1800,4200,600,4,57.034043,1.000000,1.000000,57.034043,0,"ok","./bin/mm_serial 1800 4200 600","Time: 57.034043 seconds"
"Implementation 2 (MM-1D)",1800,4200,600,4,3.811650,2.641350,14.963085,15.246600,0,"ok","mpirun -np 4 ./bin/mm_1d 1800 4200 600","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 3.72191 seconds Total Runtime: 3.81165 seconds"
"Implementation 3 (MM-2D)",1800,4200,600,4,1.451675,27.520114,39.288438,5.806700,0,"ok","mpirun -np 4 ./bin/mm_2d 1800 4200 600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1800x4200), B(4200x600), C(1800x600) Parallel Time: 1.451675 seconds"
"Implementation 1 (Serial)",1800,4200,600,9,57.034043,1.000000,1.000000,57.034043,0,"ok","./bin/mm_serial 1800 4200 600","Time: 57.034043 seconds"
"Implementation 2 (MM-1D)",1800,4200,600,9,1.830870,5.498970,31.151334,16.477830,0,"ok","mpirun -np 9 ./bin/mm_1d 1800 4200 600","Local Matrix Multiplication Compute Time: 1.68927 seconds Total Runtime: 1.83087 seconds"
"Implementation 3 (MM-2D)",1800,4200,600,9,0.756729,52.793353,75.369178,6.810561,0,"ok","mpirun -np 9 ./bin/mm_2d 1800 4200 600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1800x4200), B(4200x600), C(1800x600) Parallel Time: 0.756729 seconds"
"Implementation 1 (Serial)",1800,4200,600,16,57.034043,1.000000,1.000000,57.034043,0,"ok","./bin/mm_serial 1800 4200 600","Time: 57.034043 seconds"
"Implementation 2 (MM-1D)",1800,4200,600,16,1.228300,8.196613,46.433317,19.652800,0,"ok","mpirun -np 16 ./bin/mm_1d 1800 4200 600","Local Matrix Multiplication Compute Time: 1.06033 seconds Total Runtime: 1.2283 seconds"
"Implementation 3 (MM-2D)",1800,4200,600,16,0.480227,83.190368,118.764757,7.683632,0,"ok","mpirun -np 16 ./bin/mm_2d 1800 4200 600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1800x4200), B(4200x600), C(1800x600) Parallel Time: 0.480227 seconds"
"Implementation 1 (Serial)",1800,4200,600,25,57.034043,1.000000,1.000000,57.034043,0,"ok","./bin/mm_serial 1800 4200 600","Time: 57.034043 seconds"
"Implementation 2 (MM-1D)",1800,4200,600,25,1.446850,6.958496,39.419458,36.171250,0,"ok","mpirun -np 25 ./bin/mm_1d 1800 4200 600","Local Matrix Multiplication Compute Time: 1.11719 seconds Total Runtime: 1.44685 seconds"
"Implementation 3 (MM-2D)",1800,4200,600,25,0.581487,68.703618,98.083092,14.537175,0,"ok","mpirun -np 25 ./bin/mm_2d 1800 4200 600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1800x4200), B(4200x600), C(1800x600) Parallel Time: 0.581487 seconds"
