implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",4200,1200,600,1,3.810528,1.000000,1.000000,3.810528,0,"ok","./bin/mm_serial 4200 1200 600","Time: 3.810528 seconds"
"Implementation 2 (MM-1D)",4200,1200,600,1,3.543410,1.000000,1.075384,3.543410,0,"ok","mpirun -np 1 ./bin/mm_1d 4200 1200 600","Local Matrix Multiplication Compute Time: 3.47864 seconds Total Runtime: 3.54341 seconds"
"Implementation 3 (MM-2D)",4200,1200,600,1,3.519893,1.000000,1.082569,3.519893,0,"ok","mpirun -np 1 ./bin/mm_2d 4200 1200 600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(4200x1200), B(1200x600), C(4200x600) Parallel Time: 3.519893 seconds"
"Implementation 1 (Serial)",4200,1200,600,4,3.810528,1.000000,1.000000,3.810528,0,"ok","./bin/mm_serial 4200 1200 600","Time: 3.810528 seconds"
"Implementation 2 (MM-1D)",4200,1200,600,4,0.977367,3.625465,3.898769,3.909468,0,"ok","mpirun -np 4 ./bin/mm_1d 4200 1200 600","Local Matrix Multiplication Compute Time: 0.912867 seconds Total Runtime: 0.977367 seconds"
"Implementation 3 (MM-2D)",4200,1200,600,4,0.959012,3.670333,3.973389,3.836048,0,"ok","mpirun -np 4 ./bin/mm_2d 4200 1200 600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(4200x1200), B(1200x600), C(4200x600) Parallel Time: 0.959012 seconds"
"Implementation 1 (Serial)",4200,1200,600,9,3.810528,1.000000,1.000000,3.810528,0,"ok","./bin/mm_serial 4200 1200 600","Time: 3.810528 seconds"
"Implementation 2 (MM-1D)",4200,1200,600,9,0.856285,4.138120,4.450070,7.706565,0,"ok","mpirun -np 9 ./bin/mm_1d 4200 1200 600","Local Matrix Multiplication Compute Time: 0.773347 seconds Total Runtime: 0.856285 seconds"
"Implementation 3 (MM-2D)",4200,1200,600,9,0.496236,7.093183,7.678862,4.466124,0,"ok","mpirun -np 9 ./bin/mm_2d 4200 1200 600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(4200x1200), B(1200x600), C(4200x600) Parallel Time: 0.496236 seconds"
"Implementation 1 (Serial)",4200,1200,600,16,3.810528,1.000000,1.000000,3.810528,0,"ok","./bin/mm_serial 4200 1200 600","Time: 3.810528 seconds"
"Implementation 2 (MM-1D)",4200,1200,600,16,0.578653,6.123549,6.585169,9.258448,0,"ok","mpirun -np 16 ./bin/mm_1d 4200 1200 600","Local Matrix Multiplication Compute Time: 0.47837 seconds Total Runtime: 0.578653 seconds"
"Implementation 3 (MM-2D)",4200,1200,600,16,0.319631,11.012364,11.921647,5.114096,0,"ok","mpirun -np 16 ./bin/mm_2d 4200 1200 600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(4200x1200), B(1200x600), C(4200x600) Parallel Time: 0.319631 seconds"
"Implementation 1 (Serial)",4200,1200,600,25,3.810528,1.000000,1.000000,3.810528,0,"ok","./bin/mm_serial 4200 1200 600","Time: 3.810528 seconds"
"Implementation 2 (MM-1D)",4200,1200,600,25,0.693865,5.106771,5.491743,17.346625,0,"ok","mpirun -np 25 ./bin/mm_1d 4200 1200 600","Local Matrix Multiplication Compute Time: 0.563876 seconds Total Runtime: 0.693865 seconds"
"Implementation 3 (MM-2D)",4200,1200,600,25,0.326616,10.776854,11.666691,8.165400,0,"ok","mpirun -np 25 ./bin/mm_2d 4200 1200 600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(4200x1200), B(1200x600), C(4200x600) Parallel Time: 0.326616 seconds"
