implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1800,2400,3000,1,29.001859,1.000000,1.000000,29.001859,0,"ok","./bin/mm_serial 1800 2400 3000","Time: 29.001859 seconds"
"Implementation 2 (MM-1D)",1800,2400,3000,1,27.843800,1.000000,1.041591,27.843800,0,"ok","mpirun -np 1 ./bin/mm_1d 1800 2400 3000","Local Matrix Multiplication Compute Time: 27.7258 seconds Total Runtime: 27.8438 seconds"
"Implementation 3 (MM-2D)",1800,2400,3000,1,27.782832,1.000000,1.043877,27.782832,0,"ok","mpirun -np 1 ./bin/mm_2d 1800 2400 3000","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1800x2400), B(2400x3000), C(1800x3000) Parallel Time: 27.782832 seconds"
"Implementation 1 (Serial)",1800,2400,3000,4,29.001859,1.000000,1.000000,29.001859,0,"ok","./bin/mm_serial 1800 2400 3000","Time: 29.001859 seconds"
"Implementation 2 (MM-1D)",1800,2400,3000,4,7.354710,3.785846,3.943304,29.418840,0,"ok","mpirun -np 4 ./bin/mm_1d 1800 2400 3000","Local Matrix Multiplication Compute Time: 7.20133 seconds Total Runtime: 7.35471 seconds"
"Implementation 3 (MM-2D)",1800,2400,3000,4,7.156515,3.882173,4.052511,28.626060,0,"ok","mpirun -np 4 ./bin/mm_2d 1800 2400 3000","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1800x2400), B(2400x3000), C(1800x3000) Parallel Time: 7.156515 seconds"
"Implementation 1 (Serial)",1800,2400,3000,9,29.001859,1.000000,1.000000,29.001859,0,"ok","./bin/mm_serial 1800 2400 3000","Time: 29.001859 seconds"
"Implementation 2 (MM-1D)",1800,2400,3000,9,3.749110,7.426776,7.735665,33.741990,0,"ok","mpirun -np 9 ./bin/mm_1d 1800 2400 3000","Local Matrix Multiplication Compute Time: 3.51045 seconds Total Runtime: 3.74911 seconds"
"Implementation 3 (MM-2D)",1800,2400,3000,9,3.609521,7.697097,8.034822,32.485689,0,"ok","mpirun -np 9 ./bin/mm_2d 1800 2400 3000","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1800x2400), B(2400x3000), C(1800x3000) Parallel Time: 3.609521 seconds"
"Implementation 1 (Serial)",1800,2400,3000,16,29.001859,1.000000,1.000000,29.001859,0,"ok","./bin/mm_serial 1800 2400 3000","Time: 29.001859 seconds"
"Implementation 2 (MM-1D)",1800,2400,3000,16,2.503410,11.122349,11.584942,40.054560,0,"ok","mpirun -np 16 ./bin/mm_1d 1800 2400 3000","Local Matrix Multiplication Compute Time: 2.12984 seconds Total Runtime: 2.50341 seconds"
"Implementation 3 (MM-2D)",1800,2400,3000,16,2.492001,11.148805,11.637980,39.872016,0,"ok","mpirun -np 16 ./bin/mm_2d 1800 2400 3000","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1800x2400), B(2400x3000), C(1800x3000) Parallel Time: 2.492001 seconds"
"Implementation 1 (Serial)",1800,2400,3000,25,29.001859,1.000000,1.000000,29.001859,0,"ok","./bin/mm_serial 1800 2400 3000","Time: 29.001859 seconds"
"Implementation 2 (MM-1D)",1800,2400,3000,25,3.525470,7.897897,8.226381,88.136750,0,"ok","mpirun -np 25 ./bin/mm_1d 1800 2400 3000","Local Matrix Multiplication Compute Time: 2.89713 seconds Total Runtime: 3.52547 seconds"
"Implementation 3 (MM-2D)",1800,2400,3000,25,2.141075,12.976113,13.545466,53.526875,0,"ok","mpirun -np 25 ./bin/mm_2d 1800 2400 3000","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1800x2400), B(2400x3000), C(1800x3000) Parallel Time: 2.141075 seconds"
