implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",2400,3600,3600,1,98.986648,1.000000,1.000000,98.986648,0,"ok","./bin/mm_serial 2400 3600 3600","Time: 98.986648 seconds"
"Implementation 2 (MM-1D)",2400,3600,3600,1,98.334200,1.000000,1.006635,98.334200,0,"ok","mpirun -np 1 ./bin/mm_1d 2400 3600 3600","Local Matrix Multiplication Compute Time: 98.123 seconds Total Runtime: 98.3342 seconds"
"Implementation 3 (MM-2D)",2400,3600,3600,1,98.763893,1.000000,1.002255,98.763893,0,"ok","mpirun -np 1 ./bin/mm_2d 2400 3600 3600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(2400x3600), B(3600x3600), C(2400x3600) Parallel Time: 98.763893 seconds"
"Implementation 1 (Serial)",2400,3600,3600,4,98.986648,1.000000,1.000000,98.986648,0,"ok","./bin/mm_serial 2400 3600 3600","Time: 98.986648 seconds"
"Implementation 2 (MM-1D)",2400,3600,3600,4,26.014100,3.780035,3.805115,104.056400,0,"ok","mpirun -np 4 ./bin/mm_1d 2400 3600 3600","Local Matrix Multiplication Compute Time: 25.7125 seconds Total Runtime: 26.0141 seconds"
"Implementation 3 (MM-2D)",2400,3600,3600,4,17.434101,5.664983,5.677760,69.736404,0,"ok","mpirun -np 4 ./bin/mm_2d 2400 3600 3600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(2400x3600), B(3600x3600), C(2400x3600) Parallel Time: 17.434101 seconds"
"Implementation 1 (Serial)",2400,3600,3600,9,98.986648,1.000000,1.000000,98.986648,0,"ok","./bin/mm_serial 2400 3600 3600","Time: 98.986648 seconds"
"Implementation 2 (MM-1D)",2400,3600,3600,9,12.772600,7.698840,7.749922,114.953400,0,"ok","mpirun -np 9 ./bin/mm_1d 2400 3600 3600","Local Matrix Multiplication Compute Time: 12.3157 seconds Total Runtime: 12.7726 seconds"
"Implementation 3 (MM-2D)",2400,3600,3600,9,8.795349,11.229104,11.254431,79.158141,0,"ok","mpirun -np 9 ./bin/mm_2d 2400 3600 3600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(2400x3600), B(3600x3600), C(2400x3600) Parallel Time: 8.795349 seconds"
"Implementation 1 (Serial)",2400,3600,3600,16,98.986648,1.000000,1.000000,98.986648,0,"ok","./bin/mm_serial 2400 3600 3600","Time: 98.986648 seconds"
"Implementation 2 (MM-1D)",2400,3600,3600,16,8.058240,12.202938,12.283904,128.931840,0,"ok","mpirun -np 16 ./bin/mm_1d 2400 3600 3600","Local Matrix Multiplication Compute Time: 7.4167 seconds Total Runtime: 8.05824 seconds"
"Implementation 3 (MM-2D)",2400,3600,3600,16,5.218155,18.926976,18.969664,83.490480,0,"ok","mpirun -np 16 ./bin/mm_2d 2400 3600 3600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(2400x3600), B(3600x3600), C(2400x3600) Parallel Time: 5.218155 seconds"
"Implementation 1 (Serial)",2400,3600,3600,25,98.986648,1.000000,1.000000,98.986648,0,"ok","./bin/mm_serial 2400 3600 3600","Time: 98.986648 seconds"
"Implementation 2 (MM-1D)",2400,3600,3600,25,9.403160,10.457570,10.526956,235.079000,0,"ok","mpirun -np 25 ./bin/mm_1d 2400 3600 3600","Local Matrix Multiplication Compute Time: 7.22626 seconds Total Runtime: 9.40316 seconds"
"Implementation 3 (MM-2D)",2400,3600,3600,25,5.745558,17.189609,17.228379,143.638950,0,"ok","mpirun -np 25 ./bin/mm_2d 2400 3600 3600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(2400x3600), B(3600x3600), C(2400x3600) Parallel Time: 5.745558 seconds"
