implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1800,2400,600,1,3.731662,1.000000,1.000000,3.731662,0,"ok","./bin/mm_serial 1800 2400 600","Time: 3.731662 seconds"
"Implementation 2 (MM-1D)",1800,2400,600,1,3.062200,1.000000,1.218621,3.062200,0,"ok","mpirun -np 1 ./bin/mm_1d 1800 2400 600","Local Matrix Multiplication Compute Time: 3.00561 seconds Total Runtime: 3.0622 seconds"
"Implementation 3 (MM-2D)",1800,2400,600,1,3.073328,1.000000,1.214209,3.073328,0,"ok","mpirun -np 1 ./bin/mm_2d 1800 2400 600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1800x2400), B(2400x600), C(1800x600) Parallel Time: 3.073328 seconds"
"Implementation 1 (Serial)",1800,2400,600,4,3.731662,1.000000,1.000000,3.731662,0,"ok","./bin/mm_serial 1800 2400 600","Time: 3.731662 seconds"
"Implementation 2 (MM-1D)",1800,2400,600,4,1.171380,2.614182,3.185697,4.685520,0,"ok","mpirun -np 4 ./bin/mm_1d 1800 2400 600","Local Matrix Multiplication Compute Time: 0.957823 seconds Total Runtime: 1.17138 seconds"
"Implementation 3 (MM-2D)",1800,2400,600,4,0.813808,3.776478,4.585433,3.255232,0,"ok","mpirun -np 4 ./bin/mm_2d 1800 2400 600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1800x2400), B(2400x600), C(1800x600) Parallel Time: 0.813808 seconds"
"Implementation 1 (Serial)",1800,2400,600,9,3.731662,1.000000,1.000000,3.731662,0,"ok","./bin/mm_serial 1800 2400 600","Time: 3.731662 seconds"
"Implementation 2 (MM-1D)",1800,2400,600,9,0.792768,3.862669,4.707130,7.134912,0,"ok","mpirun -np 9 ./bin/mm_1d 1800 2400 600","Local Matrix Multiplication Compute Time: 0.70499 seconds Total Runtime: 0.792768 seconds"
"Implementation 3 (MM-2D)",1800,2400,600,9,0.437510,7.024589,8.529318,3.937590,0,"ok","mpirun -np 9 ./bin/mm_2d 1800 2400 600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1800x2400), B(2400x600), C(1800x600) Parallel Time: 0.437510 seconds"
"Implementation 1 (Serial)",1800,2400,600,16,3.731662,1.000000,1.000000,3.731662,0,"ok","./bin/mm_serial 1800 2400 600","Time: 3.731662 seconds"
"Implementation 2 (MM-1D)",1800,2400,600,16,0.559585,5.472270,6.668624,8.953360,0,"ok","mpirun -np 16 ./bin/mm_1d 1800 2400 600","Local Matrix Multiplication Compute Time: 0.45239 seconds Total Runtime: 0.559585 seconds"
"Implementation 3 (MM-2D)",1800,2400,600,16,0.316530,9.709437,11.789284,5.064480,0,"ok","mpirun -np 16 ./bin/mm_2d 1800 2400 600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1800x2400), B(2400x600), C(1800x600) Parallel Time: 0.316530 seconds"
"Implementation 1 (Serial)",1800,2400,600,25,3.731662,1.000000,1.000000,3.731662,0,"ok","./bin/mm_serial 1800 2400 600","Time: 3.731662 seconds"
"Implementation 2 (MM-1D)",1800,2400,600,25,0.843930,3.628500,4.421767,21.098250,0,"ok","mpirun -np 25 ./bin/mm_1d 1800 2400 600","Local Matrix Multiplication Compute Time: 0.444709 seconds Total Runtime: 0.84393 seconds"
"Implementation 3 (MM-2D)",1800,2400,600,25,0.335104,9.171266,11.135832,8.377600,0,"ok","mpirun -np 25 ./bin/mm_2d 1800 2400 600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1800x2400), B(2400x600), C(1800x600) Parallel Time: 0.335104 seconds"
