implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",4200,1800,3600,1,158.918227,1.000000,1.000000,158.918227,0,"ok","./bin/mm_serial 4200 1800 3600","Time: 158.918227 seconds"
"Implementation 2 (MM-1D)",4200,1800,3600,1,121.507000,1.000000,1.307894,121.507000,0,"ok","mpirun -np 1 ./bin/mm_1d 4200 1800 3600","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 121.285 seconds Total Runtime: 121.507 seconds"
"Implementation 3 (MM-2D)",4200,1800,3600,1,122.684930,1.000000,1.295336,122.684930,0,"ok","mpirun -np 1 ./bin/mm_2d 4200 1800 3600","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(4200x1800), B(1800x3600), C(4200x3600) Parallel Time: 122.684930 seconds"
"Implementation 1 (Serial)",4200,1800,3600,4,158.918227,1.000000,1.000000,158.918227,0,"ok","./bin/mm_serial 4200 1800 3600","Time: 158.918227 seconds"
"Implementation 2 (MM-1D)",4200,1800,3600,4,16.313400,7.448294,9.741576,65.253600,0,"ok","mpirun -np 4 ./bin/mm_1d 4200 1800 3600","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 16.0862 seconds Total Runtime: 16.3134 seconds"
"Implementation 3 (MM-2D)",4200,1800,3600,4,14.044467,8.735464,11.315362,56.177868,0,"ok","mpirun -np 4 ./bin/mm_2d 4200 1800 3600","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(4200x1800), B(1800x3600), C(4200x3600) Parallel Time: 14.044467 seconds"
"Implementation 1 (Serial)",4200,1800,3600,9,158.918227,1.000000,1.000000,158.918227,0,"ok","./bin/mm_serial 4200 1800 3600","Time: 158.918227 seconds"
"Implementation 2 (MM-1D)",4200,1800,3600,9,8.130430,14.944720,19.546104,73.173870,0,"ok","mpirun -np 9 ./bin/mm_1d 4200 1800 3600","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 7.82111 seconds Total Runtime: 8.13043 seconds"
"Implementation 3 (MM-2D)",4200,1800,3600,9,7.432226,16.507158,21.382319,66.890034,0,"ok","mpirun -np 9 ./bin/mm_2d 4200 1800 3600","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(4200x1800), B(1800x3600), C(4200x3600) Parallel Time: 7.432226 seconds"
"Implementation 1 (Serial)",4200,1800,3600,16,158.918227,1.000000,1.000000,158.918227,0,"ok","./bin/mm_serial 4200 1800 3600","Time: 158.918227 seconds"
"Implementation 2 (MM-1D)",4200,1800,3600,16,5.161240,23.542211,30.790707,82.579840,0,"ok","mpirun -np 16 ./bin/mm_1d 4200 1800 3600","mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 4.72826 seconds Total Runtime: 5.16124 seconds"
