implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",4200,3600,2400,1,113.091120,1.000000,1.000000,113.091120,0,"ok","./bin/mm_serial 4200 3600 2400","Time: 113.091120 seconds"
"Implementation 2 (MM-1D)",4200,3600,2400,1,113.236000,1.000000,0.998721,113.236000,0,"ok","mpirun -np 1 ./bin/mm_1d 4200 3600 2400","Local Matrix Multiplication Compute Time: 112.99 seconds Total Runtime: 113.236 seconds"
"Implementation 3 (MM-2D)",4200,3600,2400,1,113.063148,1.000000,1.000247,113.063148,0,"ok","mpirun -np 1 ./bin/mm_2d 4200 3600 2400","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(4200x3600), B(3600x2400), C(4200x2400) Parallel Time: 113.063148 seconds"
"Implementation 1 (Serial)",4200,3600,2400,4,113.091120,1.000000,1.000000,113.091120,0,"ok","./bin/mm_serial 4200 3600 2400","Time: 113.091120 seconds"
"Implementation 2 (MM-1D)",4200,3600,2400,4,30.053600,3.767802,3.762981,120.214400,0,"ok","mpirun -np 4 ./bin/mm_1d 4200 3600 2400","Local Matrix Multiplication Compute Time: 29.7838 seconds Total Runtime: 30.0536 seconds"
"Implementation 3 (MM-2D)",4200,3600,2400,4,20.954773,5.395580,5.396915,83.819092,0,"ok","mpirun -np 4 ./bin/mm_2d 4200 3600 2400","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(4200x3600), B(3600x2400), C(4200x2400) Parallel Time: 20.954773 seconds"
"Implementation 1 (Serial)",4200,3600,2400,9,113.091120,1.000000,1.000000,113.091120,0,"ok","./bin/mm_serial 4200 3600 2400","Time: 113.091120 seconds"
"Implementation 2 (MM-1D)",4200,3600,2400,9,15.163900,7.467472,7.457918,136.475100,0,"ok","mpirun -np 9 ./bin/mm_1d 4200 3600 2400","Local Matrix Multiplication Compute Time: 14.7766 seconds Total Runtime: 15.1639 seconds"
"Implementation 3 (MM-2D)",4200,3600,2400,9,13.469078,8.394275,8.396352,121.221702,0,"ok","mpirun -np 9 ./bin/mm_2d 4200 3600 2400","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(4200x3600), B(3600x2400), C(4200x2400) Parallel Time: 13.469078 seconds"
"Implementation 1 (Serial)",4200,3600,2400,16,113.091120,1.000000,1.000000,113.091120,0,"ok","./bin/mm_serial 4200 3600 2400","Time: 113.091120 seconds"
"Implementation 2 (MM-1D)",4200,3600,2400,16,9.077090,12.474923,12.458962,145.233440,0,"ok","mpirun -np 16 ./bin/mm_1d 4200 3600 2400","Local Matrix Multiplication Compute Time: 8.5358 seconds Total Runtime: 9.07709 seconds"
"Implementation 3 (MM-2D)",4200,3600,2400,16,5.855819,19.307828,19.312605,93.693104,0,"ok","mpirun -np 16 ./bin/mm_2d 4200 3600 2400","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(4200x3600), B(3600x2400), C(4200x2400) Parallel Time: 5.855819 seconds"
"Implementation 1 (Serial)",4200,3600,2400,25,113.091120,1.000000,1.000000,113.091120,0,"ok","./bin/mm_serial 4200 3600 2400","Time: 113.091120 seconds"
"Implementation 2 (MM-1D)",4200,3600,2400,25,10.084300,11.228940,11.214573,252.107500,0,"ok","mpirun -np 25 ./bin/mm_1d 4200 3600 2400","Local Matrix Multiplication Compute Time: 9.18295 seconds Total Runtime: 10.0843 seconds"
"Implementation 3 (MM-2D)",4200,3600,2400,25,7.228688,15.640895,15.644764,180.717200,0,"ok","mpirun -np 25 ./bin/mm_2d 4200 3600 2400","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(4200x3600), B(3600x2400), C(4200x2400) Parallel Time: 7.228688 seconds"
