implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",600,1800,4200,1,9.603967,1.000000,1.000000,9.603967,0,"ok","./bin/mm_serial 600 1800 4200","Time: 9.603967 seconds"
"Implementation 2 (MM-1D)",600,1800,4200,1,9.373610,1.000000,1.024575,9.373610,0,"ok","mpirun -np 1 ./bin/mm_1d 600 1800 4200","Local Matrix Multiplication Compute Time: 9.29737 seconds Total Runtime: 9.37361 seconds"
"Implementation 3 (MM-2D)",600,1800,4200,1,9.355167,1.000000,1.026595,9.355167,0,"ok","mpirun -np 1 ./bin/mm_2d 600 1800 4200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x1800), B(1800x4200), C(600x4200) Parallel Time: 9.355167 seconds"
"Implementation 1 (Serial)",600,1800,4200,4,9.603967,1.000000,1.000000,9.603967,0,"ok","./bin/mm_serial 600 1800 4200","Time: 9.603967 seconds"
"Implementation 2 (MM-1D)",600,1800,4200,4,2.566850,3.651795,3.741538,10.267400,0,"ok","mpirun -np 4 ./bin/mm_1d 600 1800 4200","Local Matrix Multiplication Compute Time: 2.44469 seconds Total Runtime: 2.56685 seconds"
"Implementation 3 (MM-2D)",600,1800,4200,4,2.595542,3.604321,3.700178,10.382168,0,"ok","mpirun -np 4 ./bin/mm_2d 600 1800 4200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x1800), B(1800x4200), C(600x4200) Parallel Time: 2.595542 seconds"
"Implementation 1 (Serial)",600,1800,4200,9,9.603967,1.000000,1.000000,9.603967,0,"ok","./bin/mm_serial 600 1800 4200","Time: 9.603967 seconds"
"Implementation 2 (MM-1D)",600,1800,4200,9,1.400440,6.693332,6.857821,12.603960,0,"ok","mpirun -np 9 ./bin/mm_1d 600 1800 4200","Local Matrix Multiplication Compute Time: 1.1923 seconds Total Runtime: 1.40044 seconds"
"Implementation 3 (MM-2D)",600,1800,4200,9,1.307791,7.153411,7.343656,11.770119,0,"ok","mpirun -np 9 ./bin/mm_2d 600 1800 4200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x1800), B(1800x4200), C(600x4200) Parallel Time: 1.307791 seconds"
"Implementation 1 (Serial)",600,1800,4200,16,9.603967,1.000000,1.000000,9.603967,0,"ok","./bin/mm_serial 600 1800 4200","Time: 9.603967 seconds"
"Implementation 2 (MM-1D)",600,1800,4200,16,1.072740,8.738007,8.952744,17.163840,0,"ok","mpirun -np 16 ./bin/mm_1d 600 1800 4200","Local Matrix Multiplication Compute Time: 0.732802 seconds Total Runtime: 1.07274 seconds"
"Implementation 3 (MM-2D)",600,1800,4200,16,0.907020,10.314179,10.588484,14.512320,0,"ok","mpirun -np 16 ./bin/mm_2d 600 1800 4200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x1800), B(1800x4200), C(600x4200) Parallel Time: 0.907020 seconds"
"Implementation 1 (Serial)",600,1800,4200,25,9.603967,1.000000,1.000000,9.603967,0,"ok","./bin/mm_serial 600 1800 4200","Time: 9.603967 seconds"
"Implementation 2 (MM-1D)",600,1800,4200,25,1.311560,7.146917,7.322553,32.789000,0,"ok","mpirun -np 25 ./bin/mm_1d 600 1800 4200","Local Matrix Multiplication Compute Time: 0.650141 seconds Total Runtime: 1.31156 seconds"
"Implementation 3 (MM-2D)",600,1800,4200,25,0.774263,12.082673,12.404011,19.356575,0,"ok","mpirun -np 25 ./bin/mm_2d 600 1800 4200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x1800), B(1800x4200), C(600x4200) Parallel Time: 0.774263 seconds"
