implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",600,3600,1200,1,8.943100,1.000000,1.000000,8.943100,0,"ok","./bin/mm_serial 600 3600 1200","Time: 8.943100 seconds"
"Implementation 2 (MM-1D)",600,3600,1200,1,9.570850,1.000000,0.934410,9.570850,0,"ok","mpirun -np 1 ./bin/mm_1d 600 3600 1200","Local Matrix Multiplication Compute Time: 9.49605 seconds Total Runtime: 9.57085 seconds"
"Implementation 3 (MM-2D)",600,3600,1200,1,9.380222,1.000000,0.953400,9.380222,0,"ok","mpirun -np 1 ./bin/mm_2d 600 3600 1200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x3600), B(3600x1200), C(600x1200) Parallel Time: 9.380222 seconds"
"Implementation 1 (Serial)",600,3600,1200,4,8.943100,1.000000,1.000000,8.943100,0,"ok","./bin/mm_serial 600 3600 1200","Time: 8.943100 seconds"
"Implementation 2 (MM-1D)",600,3600,1200,4,2.666890,3.588768,3.353382,10.667560,0,"ok","mpirun -np 4 ./bin/mm_1d 600 3600 1200","Local Matrix Multiplication Compute Time: 2.55403 seconds Total Runtime: 2.66689 seconds"
"Implementation 3 (MM-2D)",600,3600,1200,4,1.094277,8.572073,8.172611,4.377108,0,"ok","mpirun -np 4 ./bin/mm_2d 600 3600 1200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x3600), B(3600x1200), C(600x1200) Parallel Time: 1.094277 seconds"
"Implementation 1 (Serial)",600,3600,1200,9,8.943100,1.000000,1.000000,8.943100,0,"ok","./bin/mm_serial 600 3600 1200","Time: 8.943100 seconds"
"Implementation 2 (MM-1D)",600,3600,1200,9,1.454770,6.578944,6.147432,13.092930,0,"ok","mpirun -np 9 ./bin/mm_1d 600 3600 1200","Local Matrix Multiplication Compute Time: 1.26848 seconds Total Runtime: 1.45477 seconds"
"Implementation 3 (MM-2D)",600,3600,1200,9,0.619774,15.134907,14.429615,5.577966,0,"ok","mpirun -np 9 ./bin/mm_2d 600 3600 1200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x3600), B(3600x1200), C(600x1200) Parallel Time: 0.619774 seconds"
"Implementation 1 (Serial)",600,3600,1200,16,8.943100,1.000000,1.000000,8.943100,0,"ok","./bin/mm_serial 600 3600 1200","Time: 8.943100 seconds"
"Implementation 2 (MM-1D)",600,3600,1200,16,1.106240,8.651694,8.084231,17.699840,0,"ok","mpirun -np 16 ./bin/mm_1d 600 3600 1200","Local Matrix Multiplication Compute Time: 0.805046 seconds Total Runtime: 1.10624 seconds"
"Implementation 3 (MM-2D)",600,3600,1200,16,0.450919,20.802455,19.833052,7.214704,0,"ok","mpirun -np 16 ./bin/mm_2d 600 3600 1200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x3600), B(3600x1200), C(600x1200) Parallel Time: 0.450919 seconds"
"Implementation 1 (Serial)",600,3600,1200,25,8.943100,1.000000,1.000000,8.943100,0,"ok","./bin/mm_serial 600 3600 1200","Time: 8.943100 seconds"
"Implementation 2 (MM-1D)",600,3600,1200,25,1.338490,7.150483,6.681484,33.462250,0,"ok","mpirun -np 25 ./bin/mm_1d 600 3600 1200","Local Matrix Multiplication Compute Time: 0.59557 seconds Total Runtime: 1.33849 seconds"
"Implementation 3 (MM-2D)",600,3600,1200,25,0.491185,19.097126,18.207193,12.279625,0,"ok","mpirun -np 25 ./bin/mm_2d 600 3600 1200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x3600), B(3600x1200), C(600x1200) Parallel Time: 0.491185 seconds"
