implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",4200,3000,3600,1,146.910764,1.000000,1.000000,146.910764,0,"ok","./bin/mm_serial 4200 3000 3600","Time: 146.910764 seconds"
"Implementation 2 (MM-1D)",4200,3000,3600,1,144.774000,1.000000,1.014759,144.774000,0,"ok","mpirun -np 1 ./bin/mm_1d 4200 3000 3600","Local Matrix Multiplication Compute Time: 144.499 seconds Total Runtime: 144.774 seconds"
"Implementation 3 (MM-2D)",4200,3000,3600,1,143.305995,1.000000,1.025154,143.305995,0,"ok","mpirun -np 1 ./bin/mm_2d 4200 3000 3600","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(4200x3000), B(3000x3600), C(4200x3600) Parallel Time: 143.305995 seconds"
"Implementation 1 (Serial)",4200,3000,3600,4,146.910764,1.000000,1.000000,146.910764,0,"ok","./bin/mm_serial 4200 3000 3600","Time: 146.910764 seconds"
"Implementation 2 (MM-1D)",4200,3000,3600,4,37.518100,3.858777,3.915730,150.072400,0,"ok","mpirun -np 4 ./bin/mm_1d 4200 3000 3600","Local Matrix Multiplication Compute Time: 37.1316 seconds Total Runtime: 37.5181 seconds"
"Implementation 3 (MM-2D)",4200,3000,3600,4,26.025466,5.506376,5.644885,104.101864,0,"ok","mpirun -np 4 ./bin/mm_2d 4200 3000 3600","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(4200x3000), B(3000x3600), C(4200x3600) Parallel Time: 26.025466 seconds"
"Implementation 1 (Serial)",4200,3000,3600,9,146.910764,1.000000,1.000000,146.910764,0,"ok","./bin/mm_serial 4200 3000 3600","Time: 146.910764 seconds"
"Implementation 2 (MM-1D)",4200,3000,3600,9,18.341800,7.893118,8.009615,165.076200,0,"ok","mpirun -np 9 ./bin/mm_1d 4200 3000 3600","Local Matrix Multiplication Compute Time: 17.8353 seconds Total Runtime: 18.3418 seconds"
"Implementation 3 (MM-2D)",4200,3000,3600,9,12.765396,11.226130,11.508516,114.888564,0,"ok","mpirun -np 9 ./bin/mm_2d 4200 3000 3600","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(4200x3000), B(3000x3600), C(4200x3600) Parallel Time: 12.765396 seconds"
"Implementation 1 (Serial)",4200,3000,3600,16,146.910764,1.000000,1.000000,146.910764,0,"ok","./bin/mm_serial 4200 3000 3600","Time: 146.910764 seconds"
"Implementation 2 (MM-1D)",4200,3000,3600,16,11.398400,12.701256,12.888718,182.374400,0,"ok","mpirun -np 16 ./bin/mm_1d 4200 3000 3600","Local Matrix Multiplication Compute Time: 10.7418 seconds Total Runtime: 11.3984 seconds"
"Implementation 3 (MM-2D)",4200,3000,3600,16,8.738204,16.399937,16.812467,139.811264,0,"ok","mpirun -np 16 ./bin/mm_2d 4200 3000 3600","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(4200x3000), B(3000x3600), C(4200x3600) Parallel Time: 8.738204 seconds"
"Implementation 1 (Serial)",4200,3000,3600,25,146.910764,1.000000,1.000000,146.910764,0,"ok","./bin/mm_serial 4200 3000 3600","Time: 146.910764 seconds"
"Implementation 2 (MM-1D)",4200,3000,3600,25,12.539600,11.545344,11.715746,313.490000,0,"ok","mpirun -np 25 ./bin/mm_1d 4200 3000 3600","Local Matrix Multiplication Compute Time: 11.4824 seconds Total Runtime: 12.5396 seconds"
"Implementation 3 (MM-2D)",4200,3000,3600,25,7.784017,18.410288,18.873387,194.600425,0,"ok","mpirun -np 25 ./bin/mm_2d 4200 3000 3600","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(4200x3000), B(3000x3600), C(4200x3600) Parallel Time: 7.784017 seconds"
