implementation,m,n,q,p,seconds,speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",24,18,18,1,0.000105,1.000000,0.000105,0,"ok","./bin/mm_serial 24 18 18","Time: 0.000105 seconds"
"Implementation 2 (MM-1D)",24,18,18,1,0.000122,0.859641,0.000122,0,"ok","mpirun -np 1 ./bin/mm_1d 24 18 18","Local Matrix Multiplication Compute Time: 8.18819e-05 seconds Total Runtime: 0.000122144 seconds"
"Implementation 3 (MM-2D)",24,18,18,1,0.000093,1.129032,0.000093,0,"ok","mpirun -np 1 ./bin/mm_2d 24 18 18","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(24x18), B(18x18), C(24x18) Parallel Time: 0.000093 seconds"
"Implementation 1 (Serial)",24,18,18,4,0.000105,1.000000,0.000105,0,"ok","./bin/mm_serial 24 18 18","Time: 0.000105 seconds"
"Implementation 2 (MM-1D)",24,18,18,4,0.000225,0.466756,0.000900,0,"ok","mpirun -np 4 ./bin/mm_1d 24 18 18","Local Matrix Multiplication Compute Time: 1.86488e-05 seconds Total Runtime: 0.000224957 seconds"
"Implementation 3 (MM-2D)",24,18,18,4,0.000230,0.456522,0.000920,0,"ok","mpirun -np 4 ./bin/mm_2d 24 18 18","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(24x18), B(18x18), C(24x18) Parallel Time: 0.000230 seconds"
