implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",2400,3600,4200,1,92.916471,1.000000,1.000000,92.916471,0,"ok","./bin/mm_serial 2400 3600 4200","Time: 92.916471 seconds"
"Implementation 2 (MM-1D)",2400,3600,4200,1,86.180800,1.000000,1.078157,86.180800,0,"ok","mpirun -np 1 ./bin/mm_1d 2400 3600 4200","Local Matrix Multiplication Compute Time: 85.9472 seconds Total Runtime: 86.1808 seconds"
"Implementation 3 (MM-2D)",2400,3600,4200,1,86.031121,1.000000,1.080033,86.031121,0,"ok","mpirun -np 1 ./bin/mm_2d 2400 3600 4200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(2400x3600), B(3600x4200), C(2400x4200) Parallel Time: 86.031121 seconds"
"Implementation 1 (Serial)",2400,3600,4200,4,92.916471,1.000000,1.000000,92.916471,0,"ok","./bin/mm_serial 2400 3600 4200","Time: 92.916471 seconds"
"Implementation 2 (MM-1D)",2400,3600,4200,4,22.705600,3.795575,4.092227,90.822400,0,"ok","mpirun -np 4 ./bin/mm_1d 2400 3600 4200","Local Matrix Multiplication Compute Time: 21.8452 seconds Total Runtime: 22.7056 seconds"
"Implementation 3 (MM-2D)",2400,3600,4200,4,21.221799,4.053903,4.378350,84.887196,0,"ok","mpirun -np 4 ./bin/mm_2d 2400 3600 4200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(2400x3600), B(3600x4200), C(2400x4200) Parallel Time: 21.221799 seconds"
"Implementation 1 (Serial)",2400,3600,4200,9,92.916471,1.000000,1.000000,92.916471,0,"ok","./bin/mm_serial 2400 3600 4200","Time: 92.916471 seconds"
"Implementation 2 (MM-1D)",2400,3600,4200,9,11.978100,7.194864,7.757196,107.802900,0,"ok","mpirun -np 9 ./bin/mm_1d 2400 3600 4200","Local Matrix Multiplication Compute Time: 11.4982 seconds Total Runtime: 11.9781 seconds"
"Implementation 3 (MM-2D)",2400,3600,4200,9,10.030701,8.576781,9.263208,90.276309,0,"ok","mpirun -np 9 ./bin/mm_2d 2400 3600 4200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(2400x3600), B(3600x4200), C(2400x4200) Parallel Time: 10.030701 seconds"
"Implementation 1 (Serial)",2400,3600,4200,16,92.916471,1.000000,1.000000,92.916471,0,"ok","./bin/mm_serial 2400 3600 4200","Time: 92.916471 seconds"
"Implementation 2 (MM-1D)",2400,3600,4200,16,8.047760,10.708669,11.545631,128.764160,0,"ok","mpirun -np 16 ./bin/mm_1d 2400 3600 4200","Local Matrix Multiplication Compute Time: 7.28655 seconds Total Runtime: 8.04776 seconds"
"Implementation 3 (MM-2D)",2400,3600,4200,16,7.025183,12.246104,13.226199,112.402928,0,"ok","mpirun -np 16 ./bin/mm_2d 2400 3600 4200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(2400x3600), B(3600x4200), C(2400x4200) Parallel Time: 7.025183 seconds"
"Implementation 1 (Serial)",2400,3600,4200,25,92.916471,1.000000,1.000000,92.916471,0,"ok","./bin/mm_serial 2400 3600 4200","Time: 92.916471 seconds"
"Implementation 2 (MM-1D)",2400,3600,4200,25,10.223200,8.429924,9.088785,255.580000,0,"ok","mpirun -np 25 ./bin/mm_1d 2400 3600 4200","Local Matrix Multiplication Compute Time: 7.62632 seconds Total Runtime: 10.2232 seconds"
"Implementation 3 (MM-2D)",2400,3600,4200,25,6.746550,12.751869,13.772442,168.663750,0,"ok","mpirun -np 25 ./bin/mm_2d 2400 3600 4200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(2400x3600), B(3600x4200), C(2400x4200) Parallel Time: 6.746550 seconds"
