implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1800,1800,1200,1,5.951113,1.000000,1.000000,5.951113,0,"ok","./bin/mm_serial 1800 1800 1200","Time: 5.951113 seconds"
"Implementation 2 (MM-1D)",1800,1800,1200,1,4.954830,1.000000,1.201073,4.954830,0,"ok","mpirun -np 1 ./bin/mm_1d 1800 1800 1200","Local Matrix Multiplication Compute Time: 4.89699 seconds Total Runtime: 4.95483 seconds"
"Implementation 3 (MM-2D)",1800,1800,1200,1,4.918189,1.000000,1.210021,4.918189,0,"ok","mpirun -np 1 ./bin/mm_2d 1800 1800 1200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1800x1800), B(1800x1200), C(1800x1200) Parallel Time: 4.918189 seconds"
"Implementation 1 (Serial)",1800,1800,1200,4,5.951113,1.000000,1.000000,5.951113,0,"ok","./bin/mm_serial 1800 1800 1200","Time: 5.951113 seconds"
"Implementation 2 (MM-1D)",1800,1800,1200,4,2.430430,2.038664,2.448584,9.721720,0,"ok","mpirun -np 4 ./bin/mm_1d 1800 1800 1200","Local Matrix Multiplication Compute Time: 2.36255 seconds Total Runtime: 2.43043 seconds"
"Implementation 3 (MM-2D)",1800,1800,1200,4,1.226567,4.009719,4.851845,4.906268,0,"ok","mpirun -np 4 ./bin/mm_2d 1800 1800 1200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1800x1800), B(1800x1200), C(1800x1200) Parallel Time: 1.226567 seconds"
"Implementation 1 (Serial)",1800,1800,1200,9,5.951113,1.000000,1.000000,5.951113,0,"ok","./bin/mm_serial 1800 1800 1200","Time: 5.951113 seconds"
"Implementation 2 (MM-1D)",1800,1800,1200,9,1.238630,4.000250,4.804593,11.147670,0,"ok","mpirun -np 9 ./bin/mm_1d 1800 1800 1200","Local Matrix Multiplication Compute Time: 1.14335 seconds Total Runtime: 1.23863 seconds"
"Implementation 3 (MM-2D)",1800,1800,1200,9,0.648409,7.585010,9.178023,5.835681,0,"ok","mpirun -np 9 ./bin/mm_2d 1800 1800 1200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1800x1800), B(1800x1200), C(1800x1200) Parallel Time: 0.648409 seconds"
"Implementation 1 (Serial)",1800,1800,1200,16,5.951113,1.000000,1.000000,5.951113,0,"ok","./bin/mm_serial 1800 1800 1200","Time: 5.951113 seconds"
"Implementation 2 (MM-1D)",1800,1800,1200,16,0.830908,5.963151,7.162180,13.294528,0,"ok","mpirun -np 16 ./bin/mm_1d 1800 1800 1200","Local Matrix Multiplication Compute Time: 0.695054 seconds Total Runtime: 0.830908 seconds"
"Implementation 3 (MM-2D)",1800,1800,1200,16,0.379672,12.953784,15.674353,6.074752,0,"ok","mpirun -np 16 ./bin/mm_2d 1800 1800 1200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1800x1800), B(1800x1200), C(1800x1200) Parallel Time: 0.379672 seconds"
"Implementation 1 (Serial)",1800,1800,1200,25,5.951113,1.000000,1.000000,5.951113,0,"ok","./bin/mm_serial 1800 1800 1200","Time: 5.951113 seconds"
"Implementation 2 (MM-1D)",1800,1800,1200,25,1.191580,4.158202,4.994304,29.789500,0,"ok","mpirun -np 25 ./bin/mm_1d 1800 1800 1200","Local Matrix Multiplication Compute Time: 0.967602 seconds Total Runtime: 1.19158 seconds"
"Implementation 3 (MM-2D)",1800,1800,1200,25,0.476538,10.320665,12.488223,11.913450,0,"ok","mpirun -np 25 ./bin/mm_2d 1800 1800 1200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1800x1800), B(1800x1200), C(1800x1200) Parallel Time: 0.476538 seconds"
