implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1800,4200,1200,1,28.399382,1.000000,1.000000,28.399382,0,"ok","./bin/mm_serial 1800 4200 1200","Time: 28.399382 seconds"
"Implementation 2 (MM-1D)",1800,4200,1200,1,28.595900,1.000000,0.993128,28.595900,0,"ok","mpirun -np 1 ./bin/mm_1d 1800 4200 1200","Local Matrix Multiplication Compute Time: 28.4885 seconds Total Runtime: 28.5959 seconds"
"Implementation 3 (MM-2D)",1800,4200,1200,1,28.537017,1.000000,0.995177,28.537017,0,"ok","mpirun -np 1 ./bin/mm_2d 1800 4200 1200","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1800x4200), B(4200x1200), C(1800x1200) Parallel Time: 28.537017 seconds"
"Implementation 1 (Serial)",1800,4200,1200,4,28.399382,1.000000,1.000000,28.399382,0,"ok","./bin/mm_serial 1800 4200 1200","Time: 28.399382 seconds"
"Implementation 2 (MM-1D)",1800,4200,1200,4,7.539660,3.792731,3.766666,30.158640,0,"ok","mpirun -np 4 ./bin/mm_1d 1800 4200 1200","Local Matrix Multiplication Compute Time: 7.41279 seconds Total Runtime: 7.53966 seconds"
"Implementation 3 (MM-2D)",1800,4200,1200,4,3.299899,8.647846,8.606137,13.199596,0,"ok","mpirun -np 4 ./bin/mm_2d 1800 4200 1200","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1800x4200), B(4200x1200), C(1800x1200) Parallel Time: 3.299899 seconds"
"Implementation 1 (Serial)",1800,4200,1200,9,28.399382,1.000000,1.000000,28.399382,0,"ok","./bin/mm_serial 1800 4200 1200","Time: 28.399382 seconds"
"Implementation 2 (MM-1D)",1800,4200,1200,9,3.780010,7.565033,7.513044,34.020090,0,"ok","mpirun -np 9 ./bin/mm_1d 1800 4200 1200","Local Matrix Multiplication Compute Time: 3.59302 seconds Total Runtime: 3.78001 seconds"
"Implementation 3 (MM-2D)",1800,4200,1200,9,2.001575,14.257281,14.188518,18.014175,0,"ok","mpirun -np 9 ./bin/mm_2d 1800 4200 1200","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1800x4200), B(4200x1200), C(1800x1200) Parallel Time: 2.001575 seconds"
"Implementation 1 (Serial)",1800,4200,1200,16,28.399382,1.000000,1.000000,28.399382,0,"ok","./bin/mm_serial 1800 4200 1200","Time: 28.399382 seconds"
"Implementation 2 (MM-1D)",1800,4200,1200,16,2.419700,11.817953,11.736737,38.715200,0,"ok","mpirun -np 16 ./bin/mm_1d 1800 4200 1200","Local Matrix Multiplication Compute Time: 2.14537 seconds Total Runtime: 2.4197 seconds"
"Implementation 3 (MM-2D)",1800,4200,1200,16,1.239109,23.030272,22.919196,19.825744,0,"ok","mpirun -np 16 ./bin/mm_2d 1800 4200 1200","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1800x4200), B(4200x1200), C(1800x1200) Parallel Time: 1.239109 seconds"
"Implementation 1 (Serial)",1800,4200,1200,25,28.399382,1.000000,1.000000,28.399382,0,"ok","./bin/mm_serial 1800 4200 1200","Time: 28.399382 seconds"
"Implementation 2 (MM-1D)",1800,4200,1200,25,2.826690,10.116391,10.046868,70.667250,0,"ok","mpirun -np 25 ./bin/mm_1d 1800 4200 1200","Local Matrix Multiplication Compute Time: 2.29523 seconds Total Runtime: 2.82669 seconds"
"Implementation 3 (MM-2D)",1800,4200,1200,25,1.329470,21.464957,21.361431,33.236750,0,"ok","mpirun -np 25 ./bin/mm_2d 1800 4200 1200","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1800x4200), B(4200x1200), C(1800x1200) Parallel Time: 1.329470 seconds"
