implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output
"Implementation 1 (Serial)",1800,3000,1800,1,21.623590,1.000000,1.000000,21.623590,0,"ok","./bin/mm_serial 1800 3000 1800","Time: 21.623590 seconds"
"Implementation 2 (MM-1D)",1800,3000,1800,1,20.828900,1.000000,1.038153,20.828900,0,"ok","mpirun -np 1 ./bin/mm_1d 1800 3000 1800","Local Matrix Multiplication Compute Time: 20.7276 seconds Total Runtime: 20.8289 seconds"
"Implementation 3 (MM-2D)",1800,3000,1800,1,20.791761,1.000000,1.040008,20.791761,0,"ok","mpirun -np 1 ./bin/mm_2d 1800 3000 1800","MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1800x3000), B(3000x1800), C(1800x1800) Parallel Time: 20.791761 seconds"
"Implementation 1 (Serial)",1800,3000,1800,4,21.623590,1.000000,1.000000,21.623590,0,"ok","./bin/mm_serial 1800 3000 1800","Time: 21.623590 seconds"
"Implementation 2 (MM-1D)",1800,3000,1800,4,5.499790,3.787217,3.931712,21.999160,0,"ok","mpirun -np 4 ./bin/mm_1d 1800 3000 1800","Local Matrix Multiplication Compute Time: 5.37521 seconds Total Runtime: 5.49979 seconds"
"Implementation 3 (MM-2D)",1800,3000,1800,4,4.124000,5.041649,5.243354,16.496000,0,"ok","mpirun -np 4 ./bin/mm_2d 1800 3000 1800","MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1800x3000), B(3000x1800), C(1800x1800) Parallel Time: 4.124000 seconds"
"Implementation 1 (Serial)",1800,3000,1800,9,21.623590,1.000000,1.000000,21.623590,0,"ok","./bin/mm_serial 1800 3000 1800","Time: 21.623590 seconds"
"Implementation 2 (MM-1D)",1800,3000,1800,9,2.824920,7.373271,7.654585,25.424280,0,"ok","mpirun -np 9 ./bin/mm_1d 1800 3000 1800","Local Matrix Multiplication Compute Time: 2.62213 seconds Total Runtime: 2.82492 seconds"
"Implementation 3 (MM-2D)",1800,3000,1800,9,2.242680,9.270944,9.641853,20.184120,0,"ok","mpirun -np 9 ./bin/mm_2d 1800 3000 1800","MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1800x3000), B(3000x1800), C(1800x1800) Parallel Time: 2.242680 seconds"
"Implementation 1 (Serial)",1800,3000,1800,16,21.623590,1.000000,1.000000,21.623590,0,"ok","./bin/mm_serial 1800 3000 1800","Time: 21.623590 seconds"
"Implementation 2 (MM-1D)",1800,3000,1800,16,1.880310,11.077376,11.500013,30.084960,0,"ok","mpirun -np 16 ./bin/mm_1d 1800 3000 1800","Local Matrix Multiplication Compute Time: 1.59447 seconds Total Runtime: 1.88031 seconds"
"Implementation 3 (MM-2D)",1800,3000,1800,16,1.490343,13.950990,14.509136,23.845488,0,"ok","mpirun -np 16 ./bin/mm_2d 1800 3000 1800","MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1800x3000), B(3000x1800), C(1800x1800) Parallel Time: 1.490343 seconds"
"Implementation 1 (Serial)",1800,3000,1800,25,21.623590,1.000000,1.000000,21.623590,0,"ok","./bin/mm_serial 1800 3000 1800","Time: 21.623590 seconds"
"Implementation 2 (MM-1D)",1800,3000,1800,25,2.553490,8.157032,8.468249,63.837250,0,"ok","mpirun -np 25 ./bin/mm_1d 1800 3000 1800","Local Matrix Multiplication Compute Time: 1.60424 seconds Total Runtime: 2.55349 seconds"
"Implementation 3 (MM-2D)",1800,3000,1800,25,1.441231,14.426390,15.003556,36.030775,0,"ok","mpirun -np 25 ./bin/mm_2d 1800 3000 1800","MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1800x3000), B(3000x1800), C(1800x1800) Parallel Time: 1.441231 seconds"
